stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202207,FR,0304879000,E,프랑스,유럽연합/경제협력개발기구,다랑어,수출,189744.5,3249642
202207,IT,0304879000,E,이탈리아,유럽연합/경제협력개발기구,다랑어,수출,159326.3,2568855
202207,DE,0304879000,E,독일,유럽연합/경제협력개발기구,다랑어,수출,17000,382949
202207,TW,0304879000,I,대만,아시아.태평양 경제협력체,다랑어,수입,24463.4,258912
202207,NL,0304879000,E,네덜란드,유럽연합/경제협력개발기구,다랑어,수출,29080,643900
202207,CA,0304879000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다랑어,수출,10000,112000
202207,VN,0304879000,E,베트남,동남아국가연합,다랑어,수출,67679.7,507184
202207,JP,0304879000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어,수출,831895.8,11364759
202207,JP,0304879000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어,수입,6312.5,64752
202207,PH,0304879000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,다랑어,수출,139454.1,137984
202207,US,0304879000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다랑어,수출,23687.8,570757
202207,AU,0304879000,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,다랑어,수입,2594.6,54550
202207,CN,0304879000,E,중국,아시아.태평양 경제협력체,다랑어,수출,39060,54219
202207,CN,0304879000,I,중국,아시아.태평양 경제협력체,다랑어,수입,8377.6,126989
202207,GB,0304879000,E,영국,유럽연합/경제협력개발기구,다랑어,수출,20302.6,334507
202207,ES,0304879000,E,스페인,유럽연합/경제협력개발기구,다랑어,수출,66397.9,942898
202207,VU,0304879000,I,바누아투,,다랑어,수입,1229.1,13346
202207,SC,0304879000,I,세이셸,,다랑어,수입,6472.8,69853
202207,IT,0305204090,I,이탈리아,유럽연합/경제협력개발기구,어란,수입,104.045,10316
202207,KH,0305204090,I,캄보디아,동남아국가연합,어란,수입,102,363
202207,IQ,0305204090,E,이라크,,어란,수출,107.45,681
202207,TH,0305204090,I,태국,동남아국가연합/아시아.태평양 경제협력체,어란,수입,1420.17,14189
202207,VN,0305204090,I,베트남,동남아국가연합,어란,수입,2852.535,36872
202207,JP,0305204090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어란,수출,1000,30160
202207,JP,0305204090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어란,수입,.63,8
202207,US,0305204090,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어란,수입,.4,39
202207,CA,0304390000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,5,44
202207,US,0304390000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,143.441,5522
202207,PE,0304891000,I,페루,,붕장어,수입,199020,1250998
202207,JP,0304891000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어,수출,30768.5,338827
202207,AU,0304891000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,붕장어,수출,204,3706
202207,CN,0304891000,I,중국,아시아.태평양 경제협력체,붕장어,수입,18490,37500
202207,TW,0304893000,I,대만,아시아.태평양 경제협력체,틸라피아,수입,500,14022
202207,CN,0304894000,I,중국,아시아.태평양 경제협력체,쥐치,수입,46000,282860
202207,TW,0304899000,I,대만,아시아.태평양 경제협력체,,수입,5230,32142
202207,NL,0304899000,I,네덜란드,유럽연합/경제협력개발기구,,수입,23000,76745
202207,MN,0304899000,E,몽골,,,수출,125,1168
202207,CA,0304899000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,80,792
202207,ID,0304899000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,,수입,17032,143686
202207,VN,0304899000,I,베트남,동남아국가연합,,수입,1140,16719
202207,JP,0304899000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,,수출,10609.7,97999
202207,NZ,0304899000,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,,수출,1129.1,11033
202207,NZ,0304899000,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,,수입,4059.6,26631
202207,US,0304899000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,65546.2,819870
202207,US,0304899000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수입,63838,322073
202207,AU,0304899000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,,수출,839.4,8038
202207,SG,0304899000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,,수출,106.08,1087
202207,CN,0304899000,E,중국,아시아.태평양 경제협력체,,수출,50,497
202207,CN,0304899000,I,중국,아시아.태평양 경제협력체,,수입,194672.5,830840
202207,KW,0304899000,E,쿠웨이트,걸프협력회의,,수출,81.6,679
202207,MP,0304899000,E,북마리아나제도,,,수출,200,2718
202207,IS,0304899000,I,아이슬란드,경제협력개발기구/유럽자유무역연합,,수입,450,6338
202207,RU,0304941000,I,러시아,,명태 냉동연육,수입,61540,217677
202207,US,0304941000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태 냉동연육,수입,1345960,5756196
202207,CN,0304941000,E,중국,아시아.태평양 경제협력체,명태 냉동연육,수출,60600,298390
202207,DE,0304949000,E,독일,유럽연합/경제협력개발기구,명태 냉동연육,수출,60193.812,60796
202207,TW,0304949000,E,대만,아시아.태평양 경제협력체,명태 냉동연육,수출,6360,14083
202207,RU,0304949000,I,러시아,,명태 냉동연육,수입,33994.14,38932
202207,US,0304949000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태 냉동연육,수출,1105.2,6435
202207,US,0304949000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태 냉동연육,수입,2600,18838
202207,CN,0304949000,E,중국,아시아.태평양 경제협력체,명태 냉동연육,수출,9991.14,11990
202207,CN,0304949000,I,중국,아시아.태평양 경제협력체,명태 냉동연육,수입,14400,53083
202207,JP,0307712090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,피조개,수출,71636.8,490509
202207,SG,0307712090,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,피조개,수출,40,261
202207,CN,0307712090,E,중국,아시아.태평양 경제협력체,피조개,수출,143858,148698
202207,MM,0306149090,I,미얀마,동남아국가연합,갑각류,수입,11502,156584
202207,TN,0306149090,I,튀니지,,갑각류,수입,32700,110229
202207,BH,0306149090,I,바레인,걸프협력회의,갑각류,수입,37398,152411
202207,CA,0306149090,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갑각류,수출,2028,41379
202207,CA,0306149090,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갑각류,수입,95.2,3055
202207,RU,0306149090,I,러시아,,갑각류,수입,514095.6,7924889
202207,TH,0306149090,I,태국,동남아국가연합/아시아.태평양 경제협력체,갑각류,수입,7263,86274
202207,ID,0306149090,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,갑각류,수출,76371.8,929368
202207,VN,0306149090,E,베트남,동남아국가연합,갑각류,수출,40441.8,489353
202207,VN,0306149090,I,베트남,동남아국가연합,갑각류,수입,34546.44,118970
202207,GU,0306149090,E,괌,,갑각류,수출,600,3202
202207,JP,0306149090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갑각류,수출,40950,102721
202207,PK,0306149090,I,파키스탄,,갑각류,수입,176214.6,447891
202207,MA,0306149090,I,모로코,,갑각류,수입,65.4,231
202207,CN,0306149090,E,중국,아시아.태평양 경제협력체,갑각류,수출,172617.2,2213394
202207,CN,0306149090,I,중국,아시아.태평양 경제협력체,갑각류,수입,70910,282750
202207,NO,0306149090,I,노르웨이,경제협력개발기구/유럽자유무역연합,갑각류,수입,31626,919882
202207,TW,0305202000,I,대만,아시아.태평양 경제협력체,어란,수입,70,8911
202207,JP,0305202000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어란,수입,3,20
202207,HK,0305204010,E,홍콩,아시아.태평양 경제협력체,어란,수출,2.5,33
202207,CA,0305204010,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어란,수출,568,4136
202207,US,0305204010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어란,수출,880.4,23770
202207,AU,0305204010,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,어란,수출,60,1693
202207,SG,0305204010,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,어란,수출,13,601
202207,UZ,0305440000,I,우즈베키스탄,,틸라피아,수입,120,326
202207,IT,0305491000,I,이탈리아,유럽연합/경제협력개발기구,멸치,수입,3.24,17
202207,PH,0305491000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,멸치,수출,1260.78,3630
202207,US,0305491000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,멸치,수출,213,824
202207,SG,0305491000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,멸치,수출,3740.9,18093
202207,CA,0305492000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태,수출,126,2755
202207,TH,0305492000,I,태국,동남아국가연합/아시아.태평양 경제협력체,명태,수입,3.4,55
202207,PH,0305492000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,명태,수출,140,352
202207,US,0305492000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태,수출,1937.8,28872
202207,AU,0305492000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,명태,수출,32.64,243
202207,CN,0305492000,I,중국,아시아.태평양 경제협력체,명태,수입,16.93,91
202207,DE,0305499000,E,독일,유럽연합/경제협력개발기구,어류,수출,600,21343
202207,TH,0305499000,I,태국,동남아국가연합/아시아.태평양 경제협력체,어류,수입,21446,181138
202207,NG,0305499000,E,나이지리아,,어류,수출,112,2704
202207,NG,0305499000,I,나이지리아,,어류,수입,3.75,27
202207,ID,0305499000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,어류,수입,78800,713445
202207,JP,0305499000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류,수입,48,1452
202207,PH,0305499000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,어류,수입,10560,97792
202207,CN,0305499000,I,중국,아시아.태평양 경제협력체,어류,수입,3.82,33
202207,GB,0305499000,I,영국,유럽연합/경제협력개발기구,어류,수입,6.1,68
202207,KH,2104102000,E,캄보디아,동남아국가연합,수우프,수출,68.4,380
202207,HK,2104102000,E,홍콩,아시아.태평양 경제협력체,수우프,수출,373.68,1207
202207,DE,2104102000,I,독일,유럽연합/경제협력개발기구,수우프,수입,11.91,380
202207,LA,2104102000,E,라오스,동남아국가연합,수우프,수출,10.65,347
202207,TW,2104102000,E,대만,아시아.태평양 경제협력체,수우프,수출,924,3236
202207,CA,2104102000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,수우프,수출,1626.82,8285
202207,GU,2104102000,E,괌,,수우프,수출,507.5,3579
202207,JP,2104102000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,수우프,수출,10.195,31
202207,JP,2104102000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,수우프,수입,1.2,43
202207,PH,2104102000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,수우프,수출,217.8,949
202207,NZ,2104102000,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,수우프,수출,4975.167,16464
202207,NZ,2104102000,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,수우프,수입,2500,19880
202207,US,2104102000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,수우프,수출,17383.997,256233
202207,US,2104102000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,수우프,수입,.5,6
202207,AU,2104102000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,수우프,수출,923.781,5232
202207,SG,2104102000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,수우프,수출,549.3,1989
202207,SG,2104102000,I,싱가포르,동남아국가연합/아시아.태평양 경제협력체,수우프,수입,.51,29
202207,CN,2104102000,E,중국,아시아.태평양 경제협력체,수우프,수출,411.06,6670
202207,CN,2104102000,I,중국,아시아.태평양 경제협력체,수우프,수입,1.63,40
202207,KW,2104102000,E,쿠웨이트,걸프협력회의,수우프,수출,176,989
202207,MY,2104102000,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,수우프,수출,570.3,1992
202207,PE,0306171090,I,페루,,,수입,115629,1227568
202207,AR,0306171090,I,아르헨티나,남미공동시장,,수입,33440.5,541940
202207,AG,0306171090,I,앤티가바부다,,,수입,2480.4,46820
202207,BD,0306171090,I,방글라데시,,,수입,4910,35528
202207,TH,0306171090,I,태국,동남아국가연합/아시아.태평양 경제협력체,,수입,100834.52,1290682
202207,IN,0306171090,I,인도,,,수입,311790,2555118
202207,ID,0306171090,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,,수입,40801.44,262461
202207,VN,0306171090,I,베트남,동남아국가연합,,수입,2148228.2,19989133
202207,GU,0306171090,E,괌,,,수출,50,1057
202207,JP,0306171090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,,수입,2240,24754
202207,AE,0306171090,E,아랍에미리트,걸프협력회의,,수출,11.4,231
202207,CN,0306171090,I,중국,아시아.태평양 경제협력체,,수입,339732,2672597
202207,KW,0306171090,E,쿠웨이트,걸프협력회의,,수출,72,2112
202207,LK,0301111000,I,스리랑카,,비단잉어,수입,81,426
202207,TH,0301111000,I,태국,동남아국가연합/아시아.태평양 경제협력체,비단잉어,수입,100,1578
202207,PE,0301119000,I,페루,,,수입,320,12344
202207,DE,0301119000,I,독일,유럽연합/경제협력개발기구,,수입,38,2968
202207,TW,0301119000,I,대만,아시아.태평양 경제협력체,,수입,199,10794
202207,LK,0301119000,I,스리랑카,,,수입,1368,53437
202207,TH,0301119000,I,태국,동남아국가연합/아시아.태평양 경제협력체,,수입,2749,143475
202207,ID,0301119000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,,수입,1745,96740
202207,VN,0301119000,I,베트남,동남아국가연합,,수입,390,18808
202207,JP,0301119000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,,수입,17.2,19436
202207,PH,0301119000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,,수입,30,1220
202207,BR,0301119000,I,브라질,남미공동시장,,수입,80,3415
202207,SG,0301119000,I,싱가포르,동남아국가연합/아시아.태평양 경제협력체,,수입,602,43327
202207,CO,0301119000,I,콜롬비아,,,수입,767,29907
202207,CN,0301119000,I,중국,아시아.태평양 경제협력체,,수입,268,9587
202207,MY,0301119000,I,말레이시아,동남아국가연합/아시아.태평양 경제협력체,,수입,188,34241
202207,JP,0302820000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가오리와 홍어,수입,47827.2,204245
202207,HK,0308192000,E,홍콩,아시아.태평양 경제협력체,해삼,수출,15,12199
202207,ID,0308192000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,해삼,수입,190.37,7303
202207,CN,0308192000,I,중국,아시아.태평양 경제협력체,해삼,수입,2.136,24
202207,CN,0308193000,I,중국,아시아.태평양 경제협력체,해삼,수입,500,8185
202207,RU,0303899050,I,러시아,,볼낙,수입,20000,65291
202207,VN,0303899050,E,베트남,동남아국가연합,볼낙,수출,111139.34,314545
202207,JP,0303899050,E,일본,아시아.태평양 경제협력체/경제협력개발기구,볼낙,수출,14570,232464
202207,PT,0303899050,I,포르투갈,유럽연합/경제협력개발기구,볼낙,수입,731602.3,1573305
202207,US,0303899050,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,볼낙,수입,116539.5,195649
202207,CN,0303899050,I,중국,아시아.태평양 경제협력체,볼낙,수입,1305,7536
202207,IS,0303899050,I,아이슬란드,경제협력개발기구/유럽자유무역연합,볼낙,수입,46956,131684
202207,ES,0303899050,I,스페인,유럽연합/경제협력개발기구,볼낙,수입,94418.25,180603
202207,HK,0303899060,E,홍콩,아시아.태평양 경제협력체,아귀,수출,2196.2,11805
202207,ZA,0303899060,I,남아프리카공화국,,아귀,수입,11193,42533
202207,LA,0303899060,E,라오스,동남아국가연합,아귀,수출,200,449
202207,VN,0303899060,E,베트남,동남아국가연합,아귀,수출,5100,11157
202207,PH,0303899060,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,아귀,수출,200,375
202207,AE,0303899060,E,아랍에미리트,걸프협력회의,아귀,수출,200,402
202207,US,0303899060,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,아귀,수입,20000,90000
202207,BR,0303899060,I,브라질,남미공동시장,아귀,수입,15000,49457
202207,AU,0303899060,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,아귀,수출,10315,54816
202207,CN,0303899060,I,중국,아시아.태평양 경제협력체,아귀,수입,960190,1488560
202207,VN,0303899070,I,베트남,동남아국가연합,먹장어,수입,12000,102330
202207,US,0303899070,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,먹장어,수입,83984.6,284899
202207,AU,0303899070,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,먹장어,수출,456,4281
202207,ID,0303899080,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,밀크피쉬,수입,102560,152934
202207,GN,0303899091,I,기니,,민어,수입,574613.8,3093351
202207,MX,0303899091,I,멕시코,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,민어,수입,27000,36120
202207,GW,0303899091,I,기니비사우,,민어,수입,46774,208031
202207,IQ,0303899091,E,이라크,,민어,수출,27000,33901
202207,LA,0303899091,E,라오스,동남아국가연합,민어,수출,40.5,404
202207,GM,0303899091,I,감비아,,민어,수입,22100,87896
202207,SR,0303899091,I,수리남,,민어,수입,170,302
202207,IN,0303899091,I,인도,,민어,수입,22090,41502
202207,ID,0303899091,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,민어,수입,23721.5,81387
202207,VN,0303899091,I,베트남,동남아국가연합,민어,수입,2610,11164
202207,PK,0303899091,I,파키스탄,,민어,수입,24000,55123
202207,MR,0303899091,I,모리타니,,민어,수입,140420,642840
202207,SN,0303899091,I,세네갈,,민어,수입,77416.6,350665
202207,CN,0303899091,E,중국,아시아.태평양 경제협력체,민어,수출,7730,24277
202207,CN,0303899091,I,중국,아시아.태평양 경제협력체,민어,수입,39945,96414
202207,CN,0303899092,I,중국,아시아.태평양 경제협력체,까나리,수입,1986000,1246238
202207,GN,0303821000,I,기니,,가오리,수입,2028,2519
202207,CA,0303821000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,가오리,수입,864,1333
202207,RU,0303821000,I,러시아,,가오리,수입,42345,95626
202207,US,0303821000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,가오리,수입,2239,5374
202207,AR,0303822000,I,아르헨티나,남미공동시장,홍어,수입,108545.5,516545
202207,CA,0303822000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,홍어,수입,17262,97179
202207,VN,0303822000,E,베트남,동남아국가연합,홍어,수출,240,7326
202207,JP,0303822000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,홍어,수입,34588,171488
202207,NZ,0303822000,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,홍어,수입,14400,41760
202207,AE,0303822000,E,아랍에미리트,걸프협력회의,홍어,수출,37.5,670
202207,US,0303822000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,홍어,수입,30567,204832
202207,AU,0303822000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,홍어,수출,120,1457
202207,CN,0303822000,E,중국,아시아.태평양 경제협력체,홍어,수출,7876,10810
202207,CL,0303822000,I,칠레,아시아.태평양 경제협력체,홍어,수입,67588.4,458077
202207,FR,0303830000,I,프랑스,유럽연합/경제협력개발기구,이빨고기,수입,26464.23,700621
202207,AR,0303830000,I,아르헨티나,남미공동시장,이빨고기,수입,10082.16,273227
202207,JP,0303830000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,이빨고기,수출,5368,111297
202207,US,0303830000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,이빨고기,수출,138457.1,4494255
202207,SG,0303830000,I,싱가포르,동남아국가연합/아시아.태평양 경제협력체,이빨고기,수입,10592.4,223930
202207,CN,0303830000,E,중국,아시아.태평양 경제협력체,이빨고기,수출,57198.5,1686803
202207,CA,0303891000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,은대구,수입,612.36,7354
202207,US,0303891000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,은대구,수입,12473.94,189118
202207,GN,0303892000,I,기니,,갈치,수입,3666,9109
202207,OM,0303892000,I,오만,걸프협력회의,갈치,수입,8000,38400
202207,ZA,0303892000,I,남아프리카공화국,,갈치,수입,105958,250037
202207,VE,0303892000,I,베네수엘라,남미공동시장,갈치,수입,48042,176917
202207,SR,0303892000,I,수리남,,갈치,수입,9580,24047
202207,IN,0303892000,I,인도,,갈치,수입,4752,15865
202207,EC,0303892000,I,에콰도르,,갈치,수입,78000,131625
202207,VN,0303892000,I,베트남,동남아국가연합,갈치,수입,17011.5,65227
202207,JP,0303892000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치,수입,16365,111269
202207,PK,0303892000,I,파키스탄,,갈치,수입,36280,127065
202207,US,0303892000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갈치,수출,980,14321
202207,BR,0303892000,I,브라질,남미공동시장,갈치,수입,21050,87487
202207,AU,0303892000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,갈치,수출,2540,25914
202207,SG,0303892000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,갈치,수출,20,171
202207,MA,0303892000,I,모로코,,갈치,수입,112350,314017
202207,SN,0303892000,I,세네갈,,갈치,수입,1048792,1824098
202207,CN,0303892000,E,중국,아시아.태평양 경제협력체,갈치,수출,946515.5,1340958
202207,CN,0303892000,I,중국,아시아.태평양 경제협력체,갈치,수입,47160,315016
202207,JP,0303893010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,옥돔,수출,2132,26004
202207,CN,0303893010,I,중국,아시아.태평양 경제협력체,옥돔,수입,21760,93233
202207,TW,0303893090,E,대만,아시아.태평양 경제협력체,돔,수출,2340,2554
202207,VN,0303893090,I,베트남,동남아국가연합,돔,수입,96000,556337
202207,JP,0303893090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,돔,수입,16853,59114
202207,CN,0303893090,I,중국,아시아.태평양 경제협력체,돔,수입,43582,283783
202207,AM,0303893090,I,아르메니아,,돔,수입,14990,17257
202207,VN,0303894000,E,베트남,동남아국가연합,붕장어,수출,34,591
202207,JP,0303894000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어,수출,10700,103852
202207,PA,0303894000,I,파나마,,붕장어,수입,9,77
202207,CN,0303896000,E,중국,아시아.태평양 경제협력체,꽁치,수출,105,177
202207,CN,0303898000,I,중국,아시아.태평양 경제협력체,복어,수입,233575,394338
202207,QA,0303899040,E,카타르,걸프협력회의,임연수어,수출,74,850
202207,RU,0303899040,I,러시아,,임연수어,수입,209538,390159
202207,US,0303899040,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,임연수어,수출,1504,8514
202207,US,0303899040,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,임연수어,수입,282869,774052
202207,GU,0304410000,E,괌,,태평양 연어,수출,1202.9,31889
202207,NO,0304410000,I,노르웨이,경제협력개발기구/유럽자유무역연합,태평양 연어,수입,501226.59,8772544
202207,TH,0307192000,I,태국,동남아국가연합/아시아.태평양 경제협력체,굴,수입,551.77,4336
202207,VN,0307192000,I,베트남,동남아국가연합,굴,수입,1505.72,28030
202207,SG,0307192000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,굴,수출,.4,16
202207,VN,0307193000,E,베트남,동남아국가연합,굴,수출,44,392
202207,US,0307193000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,굴,수출,24104,228397
202207,HK,0301998000,E,홍콩,아시아.태평양 경제협력체,넙치,수출,350,6705
202207,TW,0301998000,E,대만,아시아.태평양 경제협력체,넙치,수출,1609.099,41829
202207,CA,0301998000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,넙치,수출,731.7,20899
202207,TH,0301998000,E,태국,동남아국가연합/아시아.태평양 경제협력체,넙치,수출,345,7750
202207,VN,0301998000,E,베트남,동남아국가연합,넙치,수출,22500,530787
202207,JP,0301998000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,넙치,수출,98083,1220847
202207,PH,0301998000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,넙치,수출,597,15025
202207,AE,0301998000,E,아랍에미리트,걸프협력회의,넙치,수출,736.8,20221
202207,US,0301998000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,넙치,수출,40965.145,1206852
202207,SG,0301998000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,넙치,수출,2220.1,59119
202207,CN,0301998000,I,중국,아시아.태평양 경제협력체,넙치,수입,5600,61242
202207,MY,0301998000,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,넙치,수출,66.5,2383
202207,JP,0301999010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,능성어,수입,10649,180351
202207,CN,0301999020,I,중국,아시아.태평양 경제협력체,복어,수입,17689,451272
202207,CA,0301999040,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,볼락,수출,23,398
202207,US,0301999040,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,볼락,수출,24,330
202207,SG,0301999040,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,볼락,수출,96,3300
202207,HK,0301999060,E,홍콩,아시아.태평양 경제협력체,숭어,수출,20,232
202207,US,0301999070,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,미꾸라지,수출,417,8516
202207,CN,0301999070,I,중국,아시아.태평양 경제협력체,미꾸라지,수입,683259,2411681
202207,CA,0302896000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,돔,수출,24,479
202207,JP,0302896000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,돔,수입,277.3,8186
202207,CN,0302896000,E,중국,아시아.태평양 경제협력체,돔,수출,2590,8099
202208,JP,2102203090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,클로렐라 효모,수입,105,6767
202208,US,2102203090,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,클로렐라 효모,수입,3.21,182
202208,CN,2102203090,I,중국,아시아.태평양 경제협력체,클로렐라 효모,수입,1.57,22
202208,JP,2102204010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모,수입,362.88,6820
202208,NZ,2102204010,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모,수입,110,5191
202208,US,2102204010,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,스리루리나 효모,수입,.28,235
202208,US,2102204090,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,스리루리나 효모,수입,640.833,81712
202208,AU,2102204090,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모,수입,176.2,10814
202208,CN,2102204090,I,중국,아시아.태평양 경제협력체,스리루리나 효모,수입,3000,19894
