"ymonth","nation","itemNm","imxprt","weight","dollar"
"202101","가나","고등어","수출",107300,121443
"202101","가나","기타","수입",10,2808
"202101","가나","다랑어","수입",47446.8,241880
"202101","가나","전갱이","수출",108000,106400
"202101","가봉","어류","수입",1.615,26
"202101","감비아","민어","수입",31238.5,196204
"202101","과테말라","생선묵","수출",112.1,821
"202101","과테말라","오징어","수출",12.24,86
"202101","괌","갑각류","수출",1500,10712
"202101","괌","갑오징어","수출",12,480
"202101","괌","건조한 것","수출",4,744
"202101","괌","김","수출",666,8830
"202101","괌","김","수출",911.28,31548
"202101","괌","다랑어","수출",54,360
"202101","괌","다랑어류","수출",216,1507
"202101","괌","달팽이","수출",96,565
"202101","괌","멸치","수출",76,752
"202101","괌","명태","수출",136,655
"202101","괌","미역","수출",38,1085
"202101","괌","생선묵","수출",1704,5070
"202101","괌","수우프","수출",54,322
"202101","괌","식염","수출",378,669
"202101","괌","어류조제품","수출",389.5,946
"202101","괌","오징어","수출",75,1107
"202101","괌","조미오징어","수출",300.4,4960
"202101","괌","조제품한 해조류 김 제외","수출",40,200
"202101","괌","즙","수출",30,73
"202101","괌","천일염","수출",130,201
"202101","괌","캐비아 대용물","수출",75,1094
"202101","괌","태평양연어","수출",200,2494
"202101","그리스","갑각류","수입",26510,92868
"202101","그리스","농어","수입",717.07,12816
"202101","그리스","동물성","수입",19.5,6248
"202101","기네비소","넙치류","수입",2742.5,11825
"202101","기네비소","민어","수입",67648,371039
"202101","기니아","갈치","수입",7218,11046
"202101","기니아","기타","수입",729,852
"202101","기니아","기타","수입",3430,41914
"202101","기니아","넙치류","수입",180468.7,609253
"202101","기니아","다랑어류","수출",8,9
"202101","기니아","돔","수입",5894.5,5655
"202101","기니아","민어","수입",1220085,6279265
"202101","기니아","서대","수입",11164.5,28805
"202101","기니아","어류","수입",22,96
"202101","기니아","어류","수입",30,127
"202101","기니아","어류","수입",3551,3345
"202101","나미비아","갈치","수입",22690,51052
"202101","나미비아","갑각류","수입",16056,165377
"202101","나미비아","곱상어와상어","수입",24325,72975
"202101","나이지리아","가다랑어","수출",280.8,2681
"202101","나이지리아","건조한 것","수출",70,1097
"202101","나이지리아","굴","수출",70,1795
"202101","나이지리아","기타","수입",36,12321
"202101","나이지리아","기타","수출",50,2114
"202101","나이지리아","기타","수출",266.88,1000
"202101","나이지리아","김","수출",129.9,2108
"202101","나이지리아","꽁치","수출",114.24,1261
"202101","나이지리아","멸치젓","수출",20,51
"202101","나이지리아","명태","수출",100,1638
"202101","나이지리아","미역","수출",50,58
"202101","나이지리아","생선묵","수출",246.4,705
"202101","나이지리아","어류","수입",10,81
"202101","나이지리아","어류","수출",239,2920
"202101","나이지리아","어류조제품","수출",11.52,297
"202101","나이지리아","염장이나 염수장한 것","수출",50,149
"202101","나이지리아","오징어","수출",220,1455
"202101","나이지리아","즙","수출",430,738
"202101","나이지리아","천일염","수출",64,63
"202101","나이지리아","캐비아 대용물","수출",75,859
"202101","나이지리아","해삼","수출",40,243
"202101","남아프리카","가오리","수입",4469,13793
"202101","남아프리카","갈치","수입",88824.48,237521
"202101","남아프리카","기타","수입",599,5121
"202101","남아프리카","김","수출",88.8,3831
"202101","남아프리카","멸치","수출",1,66
"202101","남아프리카","미역","수출",44,759
"202101","남아프리카","민대구","수출",72529.8,97269
"202101","남아프리카","볼락","수입",23641,34279
"202101","남아프리카","분한천","수출",1000,15305
"202101","남아프리카","생선묵","수출",2272.84,11170
"202101","남아프리카","소금","수출",1,21
"202101","남아프리카","아귀","수입",10076,31765
"202101","남아프리카","어류","수입",2495,3243
"202101","남아프리카","연체동물","수출",1,123
"202101","남아프리카","포유동물","수입",3,6087
"202101","남아프리카","포유동물","수출",6,182
"202101","네덜란드","고등어","수입",65600,131200
"202101","네덜란드","고등어","수출",1057.92,9137
"202101","네덜란드","기타","수입",45000,127322
"202101","네덜란드","기타","수출",326.1,2293
"202101","네덜란드","김","수출",5264.57,176213
"202101","네덜란드","냉동한 것","수출",1087.2,11053
"202101","네덜란드","다랑어","수출",22537.9,378291
"202101","네덜란드","다시마","수출",160,239
"202101","네덜란드","다시마","수출",1292.562,18665
"202101","네덜란드","미역","수출",400,536
"202101","네덜란드","미역","수출",1739.172,26513
"202101","네덜란드","블루 화이팅스","수입",767859,442816
"202101","네덜란드","생선묵","수출",20447.725,77945
"202101","네덜란드","소금","수출",450,599
"202101","네덜란드","수생무척추동물","수출",276,5763
"202101","네덜란드","식염","수출",3132.9,5227
"202101","네덜란드","어류","수입",122319,57147
"202101","네덜란드","어류","수출",150,9300
"202101","네덜란드","어류","수출",442.8,4438
"202101","네덜란드","어류조제품","수출",115.2,2311
"202101","네덜란드","오징어","수출",20,148
"202101","네덜란드","전갱이","수출",1400,488
"202101","네덜란드","조미오징어","수출",456.4,5652
"202101","네덜란드","캐비아 대용물","수출",304,3868
"202101","네덜란드","클로렐라 효모","수출",2000,26192
"202101","네덜란드","톳","수출",234.792,4308
"202101","노르웨이","가자미","수입",2330,23407
"202101","노르웨이","게","수입",100438.18,4210023
"202101","노르웨이","고등어","수입",5000,20624
"202101","노르웨이","고등어","수입",8597320,16758412
"202101","노르웨이","기타","수입",30,130
"202101","노르웨이","기타","수입",535835.5,2393558
"202101","노르웨이","김","수출",111.54,4318
"202101","노르웨이","냉동연육","수입",84240,379080
"202101","노르웨이","넙치","수입",87,387
"202101","노르웨이","넙치","수입",549.92,5334
"202101","노르웨이","대서양연어","수입",170222.49,1108038
"202101","노르웨이","대서양연어","수입",2143196.214,17751667
"202101","노르웨이","바닷가재","수입",524.71,26454
"202101","노르웨이","볼락","수입",23985,51171
"202101","노르웨이","분.조분 및 펠리트","수입",50000.2,87263
"202101","노르웨이","어류","수입",1091.67,3057
"202101","노르웨이","어류","수입",32175.54,39639
"202101","노르웨이","왕게","수입",430,20210
"202101","노르웨이","지방과 기름 및 그 분획물","수입",300.4,21079
"202101","노르웨이","캐비아 대용물","수입",221644,1986013
"202101","노르웨이","태평양연어","수입",32,1072
"202101","노르웨이","태평양연어","수입",5354,113581
"202101","노르웨이","태평양연어","수입",515636.844,7590870
"202101","노르웨이","해서포유동물","수입",7.2,53
"202101","노르웨이","해초류와조류","수출",40,17870
"202101","노르웨이","홍어","수입",15154.25,42432
"202101","뉴질랜드","가다랑어","수출",648,3526
"202101","뉴질랜드","갈치","수출",96,824
"202101","뉴질랜드","갈치","수출",163.44,1461
"202101","뉴질랜드","고등어","수출",480,1439
"202101","뉴질랜드","고운 가루ㆍ거친 가루와 펠릿","수입",1800,39973
"202101","뉴질랜드","골뱅이","수출",1545,18323
"202101","뉴질랜드","곱상어와상어","수입",4820.5,9641
"202101","뉴질랜드","기타","수입",0.62,22
"202101","뉴질랜드","기타","수입",1000,39947
"202101","뉴질랜드","기타","수입",16258.5,64900
"202101","뉴질랜드","기타","수출",32.5,2577
"202101","뉴질랜드","기타","수출",162.72,1237
"202101","뉴질랜드","기타","수출",816,8255
"202101","뉴질랜드","김","수출",4344.84,128547
"202101","뉴질랜드","꽁치","수출",1296,4314
"202101","뉴질랜드","낙지","수출",60,432
"202101","뉴질랜드","냉동연육","수입",19500,27690
"202101","뉴질랜드","냉동연육","수출",853.48,4993
"202101","뉴질랜드","냉동한 것","수입",45802.24,128605
"202101","뉴질랜드","다랑어류","수출",180,1185
"202101","뉴질랜드","다랑어류","수출",702,3931
"202101","뉴질랜드","다시마","수출",40,68
"202101","뉴질랜드","다시마","수출",126.5,1685
"202101","뉴질랜드","멸치","수출",27,649
"202101","뉴질랜드","멸치","수출",1180.87,22736
"202101","뉴질랜드","명란","수출",60,432
"202101","뉴질랜드","명태","수출",33.6,346
"202101","뉴질랜드","명태","수출",124.4,3831
"202101","뉴질랜드","명태","수출",603,2815
"202101","뉴질랜드","문어","수출",900,14820
"202101","뉴질랜드","미역","수출",140,171
"202101","뉴질랜드","미역","수출",1024,4154
"202101","뉴질랜드","미역","수출",1200,1482
"202101","뉴질랜드","분.조분 및 펠리트","수입",105500,153748
"202101","뉴질랜드","생선묵","수출",588,2569
"202101","뉴질랜드","생선묵","수출",12472.183,45084
"202101","뉴질랜드","생선소시지","수출",790,3542
"202101","뉴질랜드","소금","수입",21.706,628
"202101","뉴질랜드","수우프","수출",90,298
"202101","뉴질랜드","순염화나트륨","수입",480400,144900
"202101","뉴질랜드","스리루리나 효모","수입",499.05,41094
"202101","뉴질랜드","식염","수출",1536.8,5312
"202101","뉴질랜드","액스","수입",0.9,16
"202101","뉴질랜드","어란","수입",2.45,54
"202101","뉴질랜드","어류","수입",15770,46978
"202101","뉴질랜드","어류조제품","수입",0.27,3
"202101","뉴질랜드","어류조제품","수출",17.28,871
"202101","뉴질랜드","어류조제품","수출",54,1398
"202101","뉴질랜드","옴마스트레페스","수입",82680,377991
"202101","뉴질랜드","전갱이","수출",286,6747
"202101","뉴질랜드","조기","수출",234,1626
"202101","뉴질랜드","조미오징어","수출",425,7379
"202101","뉴질랜드","조제품한 해조류 김 제외","수출",20,351
"202101","뉴질랜드","쥐치포","수출",30,684
"202101","뉴질랜드","즙","수출",1930,3354
"202101","뉴질랜드","캐비아 대용물","수출",20.4,526
"202101","뉴질랜드","태평양연어","수입",324,8640
"202101","뉴질랜드","태평양연어","수입",1314.92,22897
"202101","뉴질랜드","태평양연어","수입",1500,50024
"202101","뉴질랜드","패각","수출",0.2,60
"202101","뉴질랜드","홍합","수입",56480,367440
"202101","니카라과","김","수출",75,7713
"202101","니카라과","해삼","수입",1.5,82
"202101","대만","게","수출",19845,1005904
"202101","대만","게 조제품","수출",586,8560
"202101","대만","고등어","수출",264900,313512
"202101","대만","골뱅이","수출",576,6888
"202101","대만","곱상어와상어","수입",97323,328662
"202101","대만","그 밖","수입",131,33768
"202101","대만","기타","수입",5,9005
"202101","대만","기타","수입",158.9,17041
"202101","대만","기타","수입",2610,23161
"202101","대만","기타","수입",8303,130918
"202101","대만","기타","수출",540,3810
"202101","대만","기타","수출",24422,82135
"202101","대만","김","수출",1280,17705
"202101","대만","김","수출",41537.57,1338525
"202101","대만","김","수출",57679.28,1178993
"202101","대만","꽁치","수입",7053142.052,20158256
"202101","대만","날개다랑어","수출",61607,181629
"202101","대만","냉동한 것","수출",75807.5,358122
"202101","대만","넙치","수출",673.5,15505
"202101","대만","눈다랑어","수입",15357.5,36433
"202101","대만","다랑어","수입",48488.8,539935
"202101","대만","대게","수출",1390,64678
"202101","대만","명태","수출",100,2156
"202101","대만","미역","수출",1895,24702
"202101","대만","붉은 대게살","수출",7511.6,121716
"202101","대만","붕장어","수출",54,1690
"202101","대만","삼치","수출",22431.5,105660
"202101","대만","생선묵","수입",2640,13906
"202101","대만","생선묵","수출",33400,99611
"202101","대만","생선소시지","수출",62.68,603
"202101","대만","소금","수입",190,308
"202101","대만","소금","수출",29.4,513
"202101","대만","수생무척추동물","수입",22.2,2778
"202101","대만","수우프","수출",960,3147
"202101","대만","순염화나트륨","수출",1,40
"202101","대만","스리루리나 효모","수출",491,31553
"202101","대만","식염","수출",10260.08,11712
"202101","대만","어란","수입",0.5,9
"202101","대만","어류","수입",114714,387799
"202101","대만","어류","수출",92,2200
"202101","대만","어류","수출",54000,42168
"202101","대만","어류","수출",64000,83622
"202101","대만","어류","수출",81183,217432
"202101","대만","어류조제품","수입",1336.5,11218
"202101","대만","어류조제품","수입",2400,14304
"202101","대만","어류조제품","수출",832.5,9404
"202101","대만","어류조제품","수출",9874.24,22886
"202101","대만","연체동물","수입",2.1,40
"202101","대만","연체동물","수출",546,19257
"202101","대만","오징어","수입",0.53,15
"202101","대만","오징어","수출",403,5367
"202101","대만","전복","수출",7540,197999
"202101","대만","쥐치포","수출",148,1647
"202101","대만","즙","수출",4014,6336
"202101","대만","캐비아","수입",0.72,49
"202101","대만","클로렐라 효모","수입",500,13456
"202101","대만","클로렐라 효모","수출",10000,124660
"202101","대만","틸라피아","수입",21620,189687
"202101","대만","황새치","수입",11773.5,185439
"202101","대만","황새치","수입",138261.5,679170
"202101","덴마아크","다랑어","수출",11125,203251
"202101","덴마아크","대구","수출",360837,1075507
"202101","덴마아크","분.조분 및 펠리트","수입",195880,301884
"202101","덴마아크","소금","수입",16141,195971
"202101","덴마아크","순염화나트륨","수입",350592,404051
"202101","덴마아크","천연진주로만든 것","수입",0.275,75
"202101","덴마아크","캐비아 대용물","수입",34650,268580
"202101","덴마아크","패각","수입",0.45,165
"202101","독일","고등어","수출",1440,4725
"202101","독일","기타","수입",67,4710
"202101","독일","김","수출",15.4,719
"202101","독일","김","수출",11467.89,328394
"202101","독일","꽁치","수출",1440,5250
"202101","독일","냉동연육","수출",479.6,3512
"202101","독일","냉동한 전복","수출",31.2,1698
"202101","독일","다랑어","수출",16500,291340
"202101","독일","다랑어류","수입",6.34,64
"202101","독일","다시마","수출",1324.832,13599
"202101","독일","미꾸라지","수입",0.2,5
"202101","독일","미역","수출",734.7,2008
"202101","독일","미역","수출",1826.552,27904
"202101","독일","생선묵","수출",5632.9,23508
"202101","독일","소금","수입",4402.717,13468
"202101","독일","수우프","수입",10.599,472
"202101","독일","순염화나트륨","수입",35,809
"202101","독일","식염","수입",155.2,1980
"202101","독일","식염","수출",409.6,853
"202101","독일","암염","수입",26,339
"202101","독일","어류조제품","수입",3.4,42
"202101","독일","어류조제품","수입",3.75,42
"202101","독일","어류조제품","수입",8.32,80
"202101","독일","연체동물","수출",180,1709
"202101","독일","오징어","수출",74.62,2653
"202101","독일","조개껍질로 만든것","수출",8,642
"202101","독일","지방과 기름 및 그 분획물","수입",1052.36,47618
"202101","독일","천일염","수입",11613.2,10323
"202101","독일","톳","수출",236.292,4374
"202101","라오스","김","수출",1174.87,18304
"202101","라오스","다랑어류","수출",163.2,723
"202101","라오스","멸치","수출",53.58,1489
"202101","라오스","명태","수출",7.44,260
"202101","라오스","미역","수출",262.5,4204
"202101","라오스","생선묵","수출",824.48,3535
"202101","라오스","수생무척추동물","수출",163.71,1309
"202101","라오스","어란","수출",14.88,280
"202101","라오스","조기","수출",44.65,699
"202101","라오스","조미오징어","수출",7.2,17
"202101","라트비아","김","수출",1710,39672
"202101","러시아","가리비과","수입",7500,27760
"202101","러시아","가오리","수입",5232,9679
"202101","러시아","가자미","수입",3620,11114
"202101","러시아","가자미","수입",9270.5,7467
"202101","러시아","갑각류","수입",22813.2,556490
"202101","러시아","게","수입",514279,21791039
"202101","러시아","게 조제품","수입",90.7,9329
"202101","러시아","게살","수출",3320,12711
"202101","러시아","굴치패","수출",1060,12914
"202101","러시아","기타","수입",5640,21082
"202101","러시아","기타","수입",12469.5,177216
"202101","러시아","기타","수입",20360,93404
"202101","러시아","기타","수입",207725,599282
"202101","러시아","기타","수입",796765.5,1407339
"202101","러시아","김","수출",12648,295512
"202101","러시아","김","수출",61319.251,1370865
"202101","러시아","냉동한 것","수입",62.64,7413
"202101","러시아","냉수성 새우류","수입",16212,167440
"202101","러시아","넙치류","수입",1000,3687
"202101","러시아","넙치류","수입",905914.5,1564451
"202101","러시아","다랑어","수입",510,5117
"202101","러시아","대게","수입",476107,16517583
"202101","러시아","대구","수입",79818,373456
"202101","러시아","대구","수입",1199992,2914605
"202101","러시아","머리 꼬리","수입",23900,82166
"202101","러시아","명란","수입",868632.1,4082390
"202101","러시아","명태","수입",447743.4,4567452
"202101","러시아","명태","수입",2637921.088,7588693
"202101","러시아","명태","수입",16443429.5,18686976
"202101","러시아","명태 냉동연육","수입",23000,42627
"202101","러시아","미역","수출",1387.5,17130
"202101","러시아","미역","수출",3000,41292
"202101","러시아","민대구","수출",135000,180450
"202101","러시아","백합","수입",4200,5903
"202101","러시아","볼락","수입",132631.4,270645
"202101","러시아","분.조분 및 펠리트","수입",256560,309716
"202101","러시아","브레그마세로티대과","수입",3520,33622
"202101","러시아","생선묵","수출",9400,72048
"202101","러시아","성게","수입",326.4,141578
"202101","러시아","소금","수출",10378,11204
"202101","러시아","식염","수출",2.43,1006
"202101","러시아","어란","수출",100,2500
"202101","러시아","어류","수입",12680,3804
"202101","러시아","어류","수입",50627,74672
"202101","러시아","어류조제품","수입",3585,20895
"202101","러시아","오징어","수출",200,3400
"202101","러시아","왕게","수입",120,4200
"202101","러시아","임연수어","수입",1042326,2165115
"202101","러시아","정어리","수입",6504872.049,2799673
"202101","러시아","정어리","수출",2000,1700
"202101","러시아","조개껍질로 만든것","수입",0.2,3
"202101","러시아","지방과 기름 및 그 분획물","수입",82000,104140
"202101","러시아","청어","수입",908100.407,560288
"202101","러시아","청어","수출",58008.407,35746
"202101","러시아","클램","수입",5160,17852
"202101","러시아","태평양연어","수입",24000,41327
"202101","러시아","포유동물","수입",69,15331
"202101","레바논","김","수출",36.9,1247
"202101","레바논","다시마","수출",13.44,210
"202101","레바논","미역","수출",14,220
"202101","루마니아","연체동물","수입",6100,42670
"202101","루안다","고등어","수출",277950,280660
"202101","룩셈부르그","김","수출",8.48,371
"202101","리비아","기타","수입",480,7305
"202101","리비아","대서양참다랑어","수입",944.3,9686
"202101","리비아","참다랑어","수입",5348.7,207584
"202101","리투아니아","김","수출",753.84,27287
"202101","리투아니아","김","수출",9418,182369
"202101","마다카스카르","민어","수입",44080,80261
"202101","마다카스카르","패각","수입",0.1,6
"202101","마샬군도","김","수출",3,112
"202101","마샬군도","다랑어류","수출",10.8,101
"202101","마카오","골뱅이","수출",124.8,1841
"202101","마카오","연체동물","수출",112.32,1833
"202101","말레이시아","가다랑어","수출",369.3,2574
"202101","말레이시아","갑오징어","수출",6,108
"202101","말레이시아","게","수출",570,28984
"202101","말레이시아","골뱅이","수출",67.2,590
"202101","말레이시아","굴치패","수출",21,363
"202101","말레이시아","기타","수입",688.4,34367
"202101","말레이시아","기타","수입",8100,120151
"202101","말레이시아","기타","수입",9140,53810
"202101","말레이시아","기타","수입",349439.4,2830664
"202101","말레이시아","기타","수출",3.6,396
"202101","말레이시아","기타","수출",4652.5,9343
"202101","말레이시아","김","수입",80,2293
"202101","말레이시아","김","수출",1.6,9
"202101","말레이시아","김","수출",359.81,14081
"202101","말레이시아","김","수출",4136.974,106386
"202101","말레이시아","낙지","수입",61806,462825
"202101","말레이시아","냉동연육","수입",18000,61255
"202101","말레이시아","넙치","수출",70,1958
"202101","말레이시아","넙치류","수출",1,47
"202101","말레이시아","넙치류","수출",1.8,158
"202101","말레이시아","다랑어","수출",2121.468,12041
"202101","말레이시아","다랑어류","수출",144,931
"202101","말레이시아","다랑어류","수출",9827.28,38167
"202101","말레이시아","다시마","수출",12,78
"202101","말레이시아","다시마","수출",23,409
"202101","말레이시아","다시마","수출",100,290
"202101","말레이시아","멸치","수입",1.75,14
"202101","말레이시아","미역","수출",283.9,4144
"202101","말레이시아","바지락","수출",3,22
"202101","말레이시아","새우류","수입",4.8,122
"202101","말레이시아","생선묵","수출",2265.8,8181
"202101","말레이시아","소금","수출",898,13204
"202101","말레이시아","수우프","수입",0.1,7
"202101","말레이시아","수우프","수출",39.6,231
"202101","말레이시아","식염","수출",700,37434
"202101","말레이시아","어류","수입",1936,3876
"202101","말레이시아","어류","수출",18,1754
"202101","말레이시아","어류","수출",46,400
"202101","말레이시아","어류","수출",162000,131020
"202101","말레이시아","어류조제품","수입",0.9,12
"202101","말레이시아","어류조제품","수입",1,3
"202101","말레이시아","어류조제품","수입",11.6,13
"202101","말레이시아","염장이나 염수장한 것","수출",20,64
"202101","말레이시아","우렁쉥이","수출",10.8,202
"202101","말레이시아","이빨고기","수출",20331.65,250065
"202101","말레이시아","전갱이","수출",44.24,997
"202101","말레이시아","전복","수입",5308,76553
"202101","말레이시아","전복","수출",64,2184
"202101","말레이시아","정어리","수출",489368.019,246120
"202101","말레이시아","조미오징어","수출",124.22,1369
"202101","말레이시아","즙","수출",380,641
"202101","말레이시아","쭈꾸미","수입",19703.4,110973
"202101","말레이시아","클램","수출",10,162
"202101","말레이시아","터벗","수출",10,264
"202101","말레이시아","포유동물","수입",11,137
"202101","말레이시아","피레트","수입",1,22
"202101","말레이시아","해삼","수입",162,11134
"202101","멕시코","가다랑어","수출",1068000,1028151
"202101","멕시코","갑각류","수입",14200,53665
"202101","멕시코","김","수출",10186,217122
"202101","멕시코","눈다랑어","수출",10000,9806
"202101","멕시코","성게","수입",88.92,6080
"202101","멕시코","연체동물","수출",25992,105166
"202101","멕시코","정어리","수입",2613840,1001168
"202101","멕시코","청패각","수입",8975,94238
"202101","멕시코","태평양참다랑어","수입",2942.4,57510
"202101","멕시코","해파리","수입",95745,248937
"202101","멕시코","황다랑어","수출",22000,23142
"202101","모로코","갈치","수입",315360,957534
"202101","모로코","기타","수입",257.76,14775
"202101","모로코","기타","수입",1413,6726
"202101","모로코","뱀장어","수입",9876,126493
"202101","모로코","우뭇가사리","수입",21469,73207
"202101","모로코","정어리","수입",1,31
"202101","모로코","정어리","수입",46800,39312
"202101","모로코","참다랑어","수입",21319.1,772664
"202101","모리셔스","가다랑어","수출",1171063,1529351
"202101","모리셔스","눈다랑어","수출",71726,94699
"202101","모리셔스","황다랑어","수출",170721,271282
"202101","모리타니아","기타","수입",120,2600
"202101","모리타니아","문어","수입",156441.3,1320386
"202101","모리타니아","민어","수입",2260,4307
"202101","모리타니아","분.조분 및 펠리트","수입",0.4,17
"202101","모리타니아","연체동물","수입",23146,68227
"202101","모잠비크","갑각류","수입",20898,54764
"202101","몰타","기타","수입",1964.2,25571
"202101","몰타","대서양참다랑어","수입",4384.7,39514
"202101","몰타","참다랑어","수입",23873.9,619134
"202101","몽고","갈치","수출",288,2100
"202101","몽고","고등어","수출",8.64,122
"202101","몽고","고등어","수출",28.8,133
"202101","몽고","기타","수출",979.2,8400
"202101","몽고","김","수출",7590.911,112373
"202101","몽고","김","수출",19297,144326
"202101","몽고","꽁치","수출",13.44,88
"202101","몽고","다랑어","수출",22107.6,144654
"202101","몽고","다랑어류","수출",4794,31842
"202101","몽고","다랑어류","수출",15240,91410
"202101","몽고","다시마","수출",5.1,90
"202101","몽고","멸치","수출",1.5,56
"202101","몽고","멸치","수출",8.4,188
"202101","몽고","미역","수출",3161.36,27048
"202101","몽고","생선묵","수출",3500,11085
"202101","몽고","생선묵","수출",8951.84,23147
"202101","몽고","소금","수입",0.2,6
"202101","몽고","소금","수출",738,1944
"202101","몽고","수우프","수출",27,116
"202101","몽고","식염","수출",592.05,1903
"202101","미국","가다랑어","수출",15971.13,91015
"202101","미국","가리비과","수입",75,5592
"202101","미국","가오리","수출",2.5,70
"202101","미국","가자미","수입",84975,312426
"202101","미국","가자미","수출",1100,10978
"202101","미국","가자미","수출",4711.77,26579
"202101","미국","간","수입",1279.81,2560
"202101","미국","간유","수입",506.58,23548
"202101","미국","갈치","수출",1322.7,13355
"202101","미국","갈치","수출",67474.02,305377
"202101","미국","갑각류","수출",960,6719
"202101","미국","갑오징어","수출",205,12364
"202101","미국","개아지살","수입",3134.592,95197
"202101","미국","건조한 것","수출",49,18225
"202101","미국","건조한 것","수출",410,8826
"202101","미국","게","수입",2362,54587
"202101","미국","게","수출",4507,243685
"202101","미국","게 조제품","수출",1904.2,16941
"202101","미국","게살","수입",12.75,158
"202101","미국","게살","수입",25.58,537
"202101","미국","게살","수출",78,3204
"202101","미국","게살","수출",12246.99,171974
"202101","미국","고등어","수입",1.07,14
"202101","미국","고등어","수출",38.4,480
"202101","미국","고등어","수출",2204.8,12718
"202101","미국","고등어","수출",2976,8271
"202101","미국","고등어","수출",18654.38,143552
"202101","미국","고운 가루ㆍ거친 가루와 펠릿","수출",1268.2,5395
"202101","미국","골뱅이","수입",11.52,172
"202101","미국","골뱅이","수출",26092.08,267241
"202101","미국","곱상어와상어","수입",2920,5548
"202101","미국","굴","수입",5.37,120
"202101","미국","굴","수입",51.59,854
"202101","미국","굴","수출",312.5,7142
"202101","미국","굴","수출",16140.96,123102
"202101","미국","굴","수출",61467.8,460697
"202101","미국","굴치패","수출",24,829
"202101","미국","그 밖","수입",268.06,374435
"202101","미국","그 밖","수입",300,1898
"202101","미국","그 밖","수출",2400,20754
"202101","미국","기타","수입",0.425,31
"202101","미국","기타","수입",0.6,41
"202101","미국","기타","수입",19,10
"202101","미국","기타","수입",20,8254
"202101","미국","기타","수입",38561.06,123735
"202101","미국","기타","수입",566343.04,1641496
"202101","미국","기타","수입",1453242.25,3758441
"202101","미국","기타","수출",62.5,1162
"202101","미국","기타","수출",72,581
"202101","미국","기타","수출",77,682
"202101","미국","기타","수출",147.139,5091
"202101","미국","기타","수출",250,4838
"202101","미국","기타","수출",598.4,14803
"202101","미국","기타","수출",720,5917
"202101","미국","기타","수출",810.79,21974
"202101","미국","기타","수출",1000,9583
"202101","미국","기타","수출",2692.5,64199
"202101","미국","기타","수출",2740.3,126443
"202101","미국","기타","수출",2796,12315
"202101","미국","기타","수출",3300,12369
"202101","미국","기타","수출",55329.56,676229
"202101","미국","기타","수출",90394.48,368910
"202101","미국","김","수입",1.932,69
"202101","미국","김","수입",3.388,69
"202101","미국","김","수입",9.68,295
"202101","미국","김","수입",2823.5,73822
"202101","미국","김","수출",26561.2,573692
"202101","미국","김","수출",230848.798,7309705
"202101","미국","꽁치","수출",676.5,3653
"202101","미국","꽁치","수출",11088,40434
"202101","미국","꽃게","수출",3288.2,21942
"202101","미국","낙지","수출",422.306,15887
"202101","미국","냉동연육","수출",4939.68,38835
"202101","미국","냉동한 것","수출",240.2,2339
"202101","미국","냉동한 것","수출",94417.16,734109
"202101","미국","냉동한 전복","수출",1348.4,44712
"202101","미국","넙치","수출",6421.58,144787
"202101","미국","넙치","수출",37101.333,1045450
"202101","미국","넙치류","수입",2555655.42,3617016
"202101","미국","넙치류","수출",2250,6461
"202101","미국","농어","수출",12,296
"202101","미국","다랑어","수입",7.14,156
"202101","미국","다랑어","수입",20.5,461
"202101","미국","다랑어","수출",1794,12422
"202101","미국","다랑어","수출",43629.4,758823
"202101","미국","다랑어류","수입",2.088,45
"202101","미국","다랑어류","수입",76.207,1450
"202101","미국","다랑어류","수출",2340,15846
"202101","미국","다랑어류","수출",35611.6,199557
"202101","미국","다시마","수출",1281.99,2878
"202101","미국","다시마","수출",1820.5,11222
"202101","미국","다시마","수출",5213.9,16503
"202101","미국","다시마","수출",12564.47,139709
"202101","미국","대구","수입",21731.78,165943
"202101","미국","대구","수입",236177.7,504707
"202101","미국","대구","수출",324,3888
"202101","미국","대구","수출",864,2574
"202101","미국","돔","수출",12,308
"202101","미국","돔","수출",230,3806
"202101","미국","동물성","수입",1.6,18
"202101","미국","머리 꼬리","수출",7711.1,65167
"202101","미국","먹장어","수입",24140,207721
"202101","미국","먹장어","수입",93317,324702
"202101","미국","먹장어","수출",4.8,96
"202101","미국","먹장어","수출",156,1797
"202101","미국","멸치","수입",114.786,1912
"202101","미국","멸치","수출",980,14382
"202101","미국","멸치","수출",1565,29312
"202101","미국","멸치","수출",49531.16,698872
"202101","미국","멸치젓","수입",1,37
"202101","미국","멸치젓","수출",3684.48,14817
"202101","미국","명란","수입",744704.43,2149387
"202101","미국","명란","수출",8954,64069
"202101","미국","명태","수입",222472.4,765801
"202101","미국","명태","수입",3114445.72,4283623
"202101","미국","명태","수출",235,3215
"202101","미국","명태","수출",972,7387
"202101","미국","명태","수출",18570.9,319643
"202101","미국","명태","수출",52813.6,165991
"202101","미국","명태 냉동연육","수입",1213260,3802687
"202101","미국","문어","수출",200,2942
"202101","미국","문어","수출",429.5,21750
"202101","미국","문어","수출",1450,16914
"202101","미국","문어","수출",3040,30876
"202101","미국","미꾸라지","수출",427,7228
"202101","미국","미역","수출",500,1207
"202101","미국","미역","수출",7449.89,18634
"202101","미국","미역","수출",23519.324,254679
"202101","미국","미역","수출",35803.592,89184
"202101","미국","미역","수출",44813,130427
"202101","미국","민대구","수출",720,4866
"202101","미국","민어","수출",4214.4,32112
