"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
460,"기아","중형차",209799,"오토","LPG","흰색","Y",91,1
1780,"현대","중형차",99633,"오토","LPG","흰색","N",36,2
1260,"기아","중형차",91208,"오토","LPG","진주색","N",64,1
1290,"기아","중형차",89022,"오토","LPG","검정색","N",59,2
1730,"현대","중형차",102190,"오토","LPG","흰색","N",36,2
1270,"기아","중형차",123829,"오토","가솔린","흰색","N",80,2
490,"현대","중형차",97828,"오토","가솔린","은색","N",146,6
1580,"기아","중형차",77232,"오토","가솔린","청색","N",78,2
850,"기아","중형차",219000,"오토","LPG","흰색","Y",95,4
790,"기아","중형차",94000,"오토","가솔린","흰색","N",117,3
1130,"현대","중형차",134893,"오토","가솔린","흰색","N",44,4
330,"현대","중형차",103000,"오토","가솔린","은색","N",205,4
1690,"기아","중형차",61964,"오토","가솔린","흰색","Y",39,0
870,"기아","중형차",120659,"오토","LPG","흰색","N",132,4
400,"현대","중형차",211993,"오토","가솔린","흰색","N",130,1
790,"현대","중형차",135025,"오토","가솔린","흰색","N",112,4
2620,"기아","중형차",19608,"오토","가솔린","흰색","N",28,1
830,"현대","중형차",80000,"오토","가솔린","진주색","N",114,0
2830,"기아","중형차",24758,"오토","가솔린","쥐색","N",30,1
1390,"현대","중형차",92304,"오토","가솔린","검정색","Y",43,1
830,"기아","중형차",142571,"오토","가솔린","은색","N",104,2
1220,"기아","중형차",75800,"오토","LPG","흰색","N",56,3
930,"현대","중형차",163203,"오토","LPG","흰색","Y",97,3
700,"기아","중형차",117024,"오토","가솔린","흰색","N",145,3
780,"기아","중형차",140574,"오토","가솔린","흰색","N",143,1
790,"기아","중형차",150000,"오토","가솔린","쥐색","N",124,8
1599,"기아","중형차",50000,"오토","LPG","흰색","N",54,2
960,"기아","중형차",131400,"오토","가솔린","청색","N",106,1
720,"기아","중형차",109001,"오토","가솔린","흰색","N",144,3
450,"현대","중형차",124948,"오토","가솔린","검정색","Y",138,1
1320,"현대","중형차",109325,"오토","가솔린","흰색","N",96,4
1899,"현대","중형차",73175,"오토","LPG","흰색","N",39,1
640,"기아","중형차",136749,"오토","가솔린","흰색","Y",134,1
380,"현대","중형차",180316,"오토","가솔린","쥐색","Y",149,3
560,"기아","중형차",119675,"오토","가솔린","은색","N",141,5
599,"기아","중형차",147000,"오토","가솔린","진주색","N",134,1
2280,"기아","중형차",28412,"오토","가솔린","검정색","Y",24,1
1260,"기아","중형차",125730,"오토","LPG","쥐색","Y",46,1
1950,"현대","중형차",63513,"오토","LPG","흰색","N",39,1
3150,"기아","중형차",6139,"오토","가솔린","청색","N",6,1
1220,"기아","중형차",120000,"오토","LPG","쥐색","N",52,2
2290,"기아","중형차",20543,"오토","가솔린","쥐색","Y",31,2
480,"현대","중형차",162907,"오토","LPG","은색","N",121,3
470,"현대","중형차",214247,"오토","가솔린","은색","Y",90,3
540,"기아","중형차",134442,"오토","LPG","은색","N",109,2
990,"현대","중형차",85775,"오토","LPG","은색","N",44,1
380,"기아","중형차",295728,"오토","LPG","흰색","N",144,5
1190,"현대","중형차",72004,"오토","LPG","은색","N",56,1
340,"현대","중형차",189200,"오토","LPG","진주색","N",163,3
2230,"현대","중형차",22000,"오토","가솔린","검정색","N",22,1
499,"현대","중형차",162000,"오토","가솔린","검정색","N",145,3
1220,"기아","중형차",85024,"오토","LPG","쥐색","N",73,1
1210,"현대","중형차",135660,"오토","가솔린","쥐색","Y",63,2
720,"기아","중형차",106182,"오토","가솔린","검정색","N",124,7
3050,"기아","중형차",10589,"오토","가솔린","청색","N",25,1
740,"현대","중형차",185926,"오토","LPG","흰색","N",96,6
1740,"기아","중형차",43792,"오토","디젤","쥐색","N",52,1
2949,"기아","중형차",24907,"오토","가솔린","청색","N",20,1
1880,"기아","중형차",62351,"오토","가솔린","검정색","N",43,1
1430,"기아","중형차",77377,"오토","가솔린","흰색","N",84,2
1050,"기아","중형차",88961,"오토","가솔린","흰색","N",109,3
690,"기아","중형차",87810,"오토","가솔린","은회색","N",140,1
830,"현대","중형차",202099,"오토","LPG","흰색","N",90,3
1030,"기아","중형차",129671,"오토","LPG","흰색","N",56,3
490,"현대","중형차",149900,"오토","가솔린","쥐색","N",148,1
1430,"현대","중형차",69610,"오토","가솔린","은회색","N",79,1
360,"기아","중형차",219074,"오토","가솔린","검정색","Y",139,7
500,"현대","중형차",84895,"오토","가솔린","검정색","Y",135,3
699,"현대","중형차",200876,"오토","LPG","흰색","N",82,5
699,"기아","중형차",160062,"오토","LPG","흰색","N",92,3
470,"현대","중형차",72548,"오토","가솔린","은색","N",169,1
3140,"기아","중형차",12039,"오토","가솔린","쥐색","N",21,0
2790,"현대","중형차",45275,"오토","가솔린","검정색","N",27,1
2790,"기아","중형차",48233,"오토","가솔린","검정색","N",30,0
770,"기아","중형차",112306,"오토","LPG","은색","N",108,1
329,"현대","중형차",137751,"오토","가솔린","검정색","N",156,3
1290,"현대","중형차",82931,"오토","가솔린","은색","N",94,2
620,"기아","중형차",106855,"오토","가솔린","검정색","N",138,1
1660,"기아","중형차",67443,"오토","가솔린","흰색","N",79,1
620,"현대","중형차",106492,"오토","가솔린","흰색","N",141,5
1690,"현대","중형차",43205,"오토","LPG","쥐색","N",38,1
750,"기아","중형차",119197,"오토","가솔린","흰색","N",120,4
2650,"기아","중형차",45221,"오토","가솔린","쥐색","N",28,1
1040,"기아","중형차",144302,"오토","디젤","검정색","N",73,4
560,"현대","중형차",177763,"오토","LPG","흰색","Y",116,8
2650,"기아","중형차",16199,"오토","가솔린","쥐색","N",26,1
550,"현대","중형차",138706,"오토","가솔린","쥐색","N",149,3
1130,"현대","중형차",91474,"오토","LPG","흰색","N",63,1
2470,"현대","중형차",23957,"오토","가솔린","빨간색","N",27,0
1490,"현대","중형차",72996,"오토","가솔린","검정색","N",77,4
1750,"기아","중형차",25536,"오토","LPG","쥐색","N",40,1
530,"현대","중형차",60398,"오토","가솔린","검정색","N",143,1
450,"현대","중형차",76608,"오토","가솔린","은색","N",160,1
420,"현대","중형차",14800,"오토","가솔린","은색","N",205,1
280,"현대","중형차",271164,"오토","LPG","진주색","N",158,1
1190,"현대","중형차",72000,"오토","디젤","하늘색","Y",71,3
1850,"기아","중형차",39000,"오토","가솔린","검정색","N",43,1
550,"기아","중형차",197042,"오토","LPG","연금색","N",134,2
1400,"현대","중형차",145717,"오토","LPG","검정색","N",38,1
3190,"기아","중형차",31017,"오토","가솔린","진주색","N",31,1
1270,"기아","중형차",88550,"오토","LPG","검정색","N",77,2
920,"기아","중형차",86398,"오토","가솔린","흰색","N",134,3
520,"현대","중형차",124980,"오토","가솔린","흰색","N",141,4
599,"기아","중형차",140159,"오토","가솔린","흰색","N",138,2
1149,"기아","중형차",98943,"오토","가솔린","흰색","N",86,2
1040,"기아","중형차",92223,"오토","가솔린","청색","N",89,1
1750,"현대","중형차",41151,"오토","가솔린","검정색","N",44,1
1740,"기아","중형차",104454,"오토","가솔린","쥐색","N",45,0
800,"기아","중형차",159839,"오토","LPG","은색","Y",51,1
699,"현대","중형차",197437,"오토","LPG","흰색","N",82,5
1350,"현대","중형차",90432,"오토","가솔린","검정색","N",67,1
920,"기아","중형차",98649,"오토","LPG","은색","N",51,1
699,"기아","중형차",149744,"오토","가솔린","흰색","N",127,0
1400,"기아","중형차",67596,"오토","LPG","진주색","N",46,2
1360,"현대","중형차",94458,"오토","가솔린","검정색","N",84,5
1150,"현대","중형차",126549,"오토","가솔린","흰색","N",99,0
750,"현대","중형차",177727,"오토","LPG","은색","Y",86,1
570,"현대","중형차",178953,"오토","LPG","은회색","N",132,3
499,"현대","중형차",177285,"오토","LPG","흰색","N",108,3
450,"현대","중형차",179000,"오토","가솔린","검정색","N",154,2
599,"현대","중형차",91503,"오토","가솔린","빨간색","N",148,1
1650,"현대","중형차",89540,"오토","LPG","검정색","N",38,1
1680,"기아","중형차",68424,"오토","가솔린","검정색","N",43,0
3090,"기아","중형차",6949,"오토","가솔린","청색","N",14,0
1390,"현대","중형차",48149,"오토","가솔린","검정색","N",49,1
600,"기아","중형차",194286,"오토","LPG","검정색","N",86,1
750,"현대","중형차",157869,"오토","LPG","명은색","N",87,2
1360,"현대","중형차",83217,"오토","가솔린","검정색","N",75,6
1690,"현대","중형차",48425,"오토","디젤","흰색","N",82,2
1150,"현대","중형차",98728,"오토","LPG","검정색","N",86,1
1150,"현대","중형차",136355,"오토","가솔린","흰색","Y",74,1
1720,"현대","중형차",58030,"오토","가솔린","흰색","N",46,1
1790,"현대","중형차",77277,"오토","가솔린","쥐색","N",41,0
1450,"현대","중형차",48516,"오토","가솔린","은색","N",78,0
1260,"기아","중형차",119057,"오토","LPG","쥐색","N",46,1
1820,"현대","중형차",78299,"오토","가솔린","검정색","N",46,2
1860,"현대","중형차",51145,"오토","가솔린","검정색","N",41,1
1320,"현대","중형차",82253,"오토","LPG","흰색","N",88,1
480,"현대","중형차",225188,"오토","가솔린","흰색","N",122,1
600,"기아","중형차",153180,"오토","가솔린","흰색","N",126,5
620,"기아","중형차",138991,"오토","가솔린","흰색","N",140,5
970,"기아","중형차",78698,"오토","가솔린","은색","Y",108,3
268,"현대","중형차",122343,"오토","가솔린","검정색","Y",186,2
850,"기아","중형차",218964,"오토","디젤","검정색","Y",80,1
920,"현대","중형차",183296,"오토","LPG","쥐색","N",63,1
1290,"기아","중형차",58228,"오토","LPG","흰색","Y",55,2
720,"기아","중형차",147368,"오토","가솔린","흰색","N",87,3
360,"현대","중형차",104582,"오토","LPG","흰색","N",167,2
2999,"기아","중형차",22642,"오토","가솔린","흰색","N",11,1
850,"현대","중형차",140950,"오토","가솔린","은색","N",99,3
2420,"기아","중형차",20750,"오토","가솔린","쥐색","Y",16,1
1620,"현대","중형차",71000,"오토","LPG","쥐색","N",45,1
850,"현대","중형차",68500,"오토","가솔린","쥐색","N",124,1
2540,"현대","중형차",17000,"오토","가솔린","흰색","N",31,1
400,"현대","중형차",167489,"오토","LPG","은색","N",121,2
2399,"기아","중형차",10825,"오토","가솔린","검정색","Y",22,1
390,"현대","중형차",101824,"오토","가솔린","쥐색","N",154,2
1060,"기아","중형차",83928,"오토","가솔린","청색","N",74,1
1099,"현대","중형차",75773,"오토","LPG","은색","N",49,2
990,"현대","중형차",143118,"오토","LPG","쥐색","N",97,3
2050,"현대","중형차",61831,"오토","가솔린","흰색","N",38,2
1580,"기아","중형차",58889,"오토","가솔린","검정색","N",82,2
650,"현대","중형차",53191,"오토","가솔린","검정색","Y",152,2
1870,"현대","중형차",92123,"오토","가솔린","흰색","N",37,2
1680,"현대","중형차",56000,"오토","가솔린","쥐색","Y",42,1
1350,"현대","중형차",127800,"오토","가솔린","흰색","N",52,4
1449,"현대","중형차",47763,"오토","LPG","흰색","N",58,1
440,"현대","중형차",149720,"오토","가솔린","은색","N",151,1
1250,"기아","중형차",70447,"오토","가솔린","흰색","N",78,1
950,"현대","중형차",124997,"오토","LPG","검정색","N",84,1
1870,"현대","중형차",70545,"오토","가솔린","노란색","N",38,1
1070,"기아","중형차",94716,"오토","가솔린","흰색","N",101,0
850,"현대","중형차",100676,"오토","LPG","흰색","Y",77,1
799,"기아","중형차",127551,"오토","가솔린","흰색","N",140,1
780,"기아","중형차",87974,"오토","가솔린","흰색","Y",129,7
2170,"기아","중형차",49818,"오토","가솔린","흰색","N",49,5
1665,"현대","중형차",104353,"오토","LPG","흰색","N",39,2
990,"현대","중형차",99862,"오토","LPG","검정색","N",81,3
450,"현대","중형차",211697,"오토","가솔린","은색","N",115,2
590,"현대","중형차",166502,"오토","LPG","흰색","N",109,4
1490,"현대","중형차",60000,"오토","가솔린","흰색","N",87,5
1890,"현대","중형차",40742,"오토","가솔린","쥐색","N",42,1
459,"현대","중형차",144517,"오토","가솔린","은색","N",147,0
499,"현대","중형차",106000,"오토","가솔린","검정색","Y",179,4
2130,"기아","중형차",69588,"오토","가솔린","담녹색","N",52,1
499,"현대","중형차",161554,"오토","가솔린","흰색","N",127,7
1460,"현대","중형차",53556,"오토","디젤","검정색","N",53,2
290,"현대","중형차",235566,"오토","LPG","흰색","N",171,4
1299,"현대","중형차",144663,"오토","LPG","흰색","N",56,2
1099,"현대","중형차",90797,"오토","LPG","검정색","N",85,4
1070,"현대","중형차",118328,"오토","LPG","흰색","N",63,2
850,"기아","중형차",167226,"오토","LPG","흰색","N",77,5
1550,"기아","중형차",144085,"오토","가솔린","검정색","N",43,0
2390,"현대","중형차",20448,"오토","가솔린","청색","N",38,0
439,"현대","중형차",154678,"오토","가솔린","검정색","N",140,2
380,"현대","중형차",226332,"오토","LPG","검정색","N",103,4
700,"현대","중형차",164324,"오토","가솔린","은색","N",138,2
650,"현대","중형차",101381,"오토","LPG","검정색","N",147,6
1370,"현대","중형차",83022,"오토","디젤","흰색","N",83,6
570,"현대","중형차",175737,"오토","가솔린","은회색","N",102,3
2599,"현대","중형차",54046,"오토","가솔린","흰색","N",37,4
2000,"현대","중형차",48380,"오토","가솔린","청색","N",35,1
950,"현대","중형차",192328,"오토","LPG","진주색","N",98,5
579,"기아","중형차",124698,"수동","LPG","흰색","N",102,6
790,"기아","중형차",177952,"오토","디젤","쥐색","Y",63,2
630,"현대","중형차",80470,"오토","가솔린","진주색","Y",142,2
1450,"현대","중형차",106041,"오토","가솔린","청색","N",54,5
990,"기아","중형차",138052,"오토","디젤","흰색","N",73,3
1350,"현대","중형차",84391,"오토","LPG","흰색","N",63,2
1365,"현대","중형차",54518,"오토","가솔린","은회색","Y",86,2
980,"기아","중형차",119896,"오토","LPG","검정색","N",52,1
