"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
"2716";18.7;"2020-10-21";"개포주공5단지";"개포동";940;151;912;61.19;14
"2717";4.2;"2020-10-21";"거평프리젠";"논현동";113;332;72;39.035;4
"2718";2.16;"2020-10-21";"한양수자인어반게이트(도시형)";"논현동";108;249;37;16.2;4
"2719";3.58;"2020-10-21";"마일스디오빌";"논현동";260;599;200;36.29;8
"2720";3.65;"2020-10-21";"마일스디오빌";"논현동";260;599;200;36.29;10
"2721";10.2;"2020-10-21";"은탑리더스카운티";"논현동";18;299;30;81.61;5
"2722";18.5;"2020-10-21";"논현신동아파밀리에";"논현동";644;245;684;114.34;10
"2723";8.475;"2020-10-21";"LH강남아이파크";"자곡동";716;150;880;74.97;4
"2724";19.7;"2020-10-21";"가람";"일원동";496;109;496;84.95;2
"2725";10;"2020-10-21";"까치마을";"수서동";1404;208;1410;39.6;15
"2726";15.5;"2020-10-22";"대림역삼";"역삼동";129;325;129;59.66;16
"2727";3.52;"2020-10-22";"역삼디오빌";"역삼동";457;966;338;30.03;18
"2728";9.9;"2020-10-22";"대청";"개포동";822;0;700;33.18;10
"2729";9.9;"2020-10-22";"대치2단지";"개포동";1758;174;1758;33.18;10
"2730";8.99;"2020-10-22";"우성";"논현동";14;239;18;93.31;6
"2731";11.75;"2020-10-22";"논현e-편한세상";"논현동";63;249;95;84.9876;5
"2732";38.8;"2020-10-22";"현대6,7차";"압구정동";1288;210;1120;144.2;5
"2733";38.8;"2020-10-22";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;5
"2734";26.5;"2020-10-22";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;3
"2735";16.5;"2020-10-22";"LH강남아이파크";"자곡동";716;150;880;84.92;1
"2736";12.25;"2020-10-22";"삼익";"수서동";645;224;650;60;1
"2737";40;"2020-10-22";"강남더샵포레스트";"수서동";400;199;840;214.7076;12
"2738";21.3;"2020-10-22";"타워팰리스1차";"도곡동";1297;919;3695;84.15;27
"2739";8.4;"2020-10-22";"양재SK허브프리모";"도곡동";176;629;261;63.09;19
"2740";15.8;"2020-10-23";"동부센트레빌";"역삼동";206;350;208;59.82;8
"2741";27.7;"2020-10-23";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;9
"2742";9.51;"2020-10-23";"LH강남아이파크";"자곡동";716;150;880;84.92;3
"2743";8.23;"2020-10-23";"LH강남아이파크";"자곡동";716;150;880;74.89;2
"2744";8.37;"2020-10-23";"LH강남아이파크";"자곡동";716;150;880;74.97;2
"2745";8.5;"2020-10-23";"LH강남아이파크";"자곡동";716;150;880;74.97;6
"2746";9.935;"2020-10-23";"LH강남아이파크";"자곡동";716;150;880;84.92;12
"2747";14.95;"2020-10-23";"삼성";"수서동";680;211;1020;59.86;5
"2748";19;"2020-10-24";"네스빌";"역삼동";9;187;20;231.23;5
"2749";9.3;"2020-10-24";"역삼골든베리힐";"역삼동";14;289;20;112.91;6
"2750";15.7;"2020-10-24";"대청";"개포동";822;0;700;60;10
"2751";15.7;"2020-10-24";"대치2단지";"개포동";1758;174;1758;60;10
"2752";29.65;"2020-10-24";"래미안블레스티지";"개포동";1957;249;3153;99.967;3
"2753";16.5;"2020-10-24";"대원칸타빌";"신사동";130;293;170;113.31;1
"2754";44.5;"2020-10-24";"압구정하이츠파크";"신사동";86;297;269;213.05;14
"2755";20;"2020-10-24";"영동한양1차";"압구정동";936;211;561;63.87;7
"2756";27.4;"2020-10-24";"현대13차";"압구정동";234;150;201;108.47;9
"2757";16.9;"2020-10-24";"강남데시앙포레";"수서동";787;165;957;84.86;6
"2758";16.35;"2020-10-24";"개포럭키";"도곡동";128;187;130;79.89;3
"2759";21;"2020-10-24";"삼익";"도곡동";247;177;272;153.71;8
"2760";29.9;"2020-10-25";"래미안블레스티지";"개포동";1957;249;3153;99.991;10
"2761";17.7;"2020-10-25";"역삼우성";"도곡동";390;185;468;84.83;9
"2762";4.27;"2020-10-26";"한화진넥스빌";"역삼동";294;1045;213;43.58;25
"2763";2.8;"2020-10-26";"대명벨리온(도시형)";"역삼동";71;248;24;30.522;6
"2764";3.2;"2020-10-26";"역삼디오빌";"역삼동";457;966;338;30.03;5
"2765";5;"2020-10-26";"공간쉐르빌";"역삼동";17;269;15;43.27;4
"2766";3.8;"2020-10-26";"역삼하나빌";"역삼동";77;799;62;31.12;7
"2767";4.55;"2020-10-26";"한화진넥스빌";"역삼동";294;1045;213;43.58;6
"2768";12.95;"2020-10-26";"대청";"개포동";822;0;700;49.86;1
"2769";12.95;"2020-10-26";"대치2단지";"개포동";1758;174;1758;49.86;1
"2770";20.45;"2020-10-26";"개포주공6단지";"개포동";1060;0;300;73.26;13
"2771";20.45;"2020-10-26";"개포주공7단지";"개포동";900;0;400;73.26;13
"2772";30.7;"2020-10-26";"강변상지리츠빌";"청담동";12;397;28;171.79;11
"2773";6.9;"2020-10-26";"라테라스청담(도시형)";"청담동";88;358;53;35.07;3
"2774";37.3;"2020-10-26";"청담동양파라곤";"청담동";92;225;301;197.4675;12
"2775";18;"2020-10-26";"삼성대우멤버스카운티3차";"삼성동";11;254;20;142.31;1
"2776";9;"2020-10-26";"논현신동아파밀리에";"논현동";644;245;684;35.73;8
"2777";23.4;"2020-10-26";"미성1차";"압구정동";322;93;386;105.62;4
"2778";7.4;"2020-10-26";"LH강남아이파크";"자곡동";716;150;880;59.96;4
"2779";9.61;"2020-10-26";"LH강남아이파크";"자곡동";716;150;880;84.92;6
"2780";8.9;"2020-10-26";"LH강남아이파크";"자곡동";716;150;880;59.96;12
"2781";16.95;"2020-10-26";"삼익";"도곡동";247;177;272;104.01;3
"2782";11.95;"2020-10-27";"대청";"개포동";822;0;700;39.53;11
"2783";11.95;"2020-10-27";"대치2단지";"개포동";1758;174;1758;39.53;11
"2784";27;"2020-10-27";"래미안블레스티지";"개포동";1957;249;3153;84.943;14
"2785";19.5;"2020-10-27";"래미안블레스티지";"개포동";1957;249;3153;59.967;18
"2786";18.2;"2020-10-27";"개포주공6단지";"개포동";1060;0;300;60.13;3
"2787";18.2;"2020-10-27";"개포주공7단지";"개포동";900;0;400;60.13;3
"2788";NA;"2020-10-27";"현대6,7차";"압구정동";1288;210;1120;245.2;9
"2789";NA;"2020-10-27";"현대65동(대림아크로빌)";"압구정동";56;240;89;245.2;9
"2790";8.66;"2020-10-27";"LH강남아이파크";"자곡동";716;150;880;74.89;11
"2791";8.715;"2020-10-27";"LH강남아이파크";"자곡동";716;150;880;74.97;14
"2792";19.4;"2020-10-27";"샘터마을";"일원동";628;249;950;101.97;5
"2793";17;"2020-10-27";"우성캐릭터빌";"도곡동";47;853;211;158.28;17
"2794";38;"2020-10-27";"타워팰리스3차";"도곡동";480;791;1785;185.622;66
"2795";34;"2020-10-27";"타워팰리스1차";"도곡동";1297;919;3695;174.67;32
"2796";21;"2020-10-28";"현대3차";"압구정동";432;0;864;82.5;1
"2797";23.2;"2020-10-28";"현대3차";"압구정동";432;0;864;82.5;2
"2798";9.495;"2020-10-28";"LH강남아이파크";"자곡동";716;150;880;84.92;5
"2799";9.855;"2020-10-28";"LH강남아이파크";"자곡동";716;150;880;84.92;15
"2800";9.655;"2020-10-28";"LH강남아이파크";"자곡동";716;150;880;84.92;8
"2801";17.5;"2020-10-28";"역삼럭키";"도곡동";1094;248;1077;84.97;3
"2802";3.75;"2020-10-28";"현대비젼21";"도곡동";232;990;291;32.65;19
"2803";26.4;"2020-10-29";"역삼IPARK";"역삼동";541;273;914;116.285;4
"2804";9;"2020-10-29";"논현신동아파밀리에";"논현동";644;245;684;35.73;13
"2805";19.5998;"2020-10-29";"논현아이파크";"논현동";99;359;0;84.89;19
"2806";26;"2020-10-29";"논현동양파라곤";"논현동";203;264;572;160.33;3
"2807";17.4;"2020-10-29";"LH강남아이파크";"자곡동";716;150;880;84.92;9
"2808";14.9;"2020-10-29";"경남";"도곡동";348;356;389;59.76;16
"2809";56.54;"2020-10-29";"도곡상지카일룸";"도곡동";23;199;90;210.5;4
"2810";22.2;"2020-10-29";"타워팰리스1차";"도곡동";1297;919;3695;84.16;22
"2811";17.4;"2020-10-30";"대원칸타빌";"신사동";130;293;170;97.08;4
"2812";26.9;"2020-10-30";"한양7차";"압구정동";239;320;0;106.22;10
"2813";8.385;"2020-10-30";"LH강남아이파크";"자곡동";716;150;880;74.97;5
"2814";8.67;"2020-10-30";"LH강남아이파크";"자곡동";716;150;880;74.97;9
"2815";20.5;"2020-10-30";"우성7차";"일원동";802;157;641;83.69;5
"2816";13.895;"2020-10-31";"대청";"개포동";822;0;700;49.86;7
"2817";13.895;"2020-10-31";"대치2단지";"개포동";1758;174;1758;49.86;7
"2818";18.4;"2020-10-31";"래미안블레스티지";"개포동";1957;249;3153;59.967;5
"2819";8.8;"2020-10-31";"현대";"삼성동";198;251;275;32.61;11
"2820";35.9;"2020-10-31";"래미안대치팰리스1단지";"대치동";1278;258;2478;94.49;12
"2821";35.9;"2020-10-31";"래미안대치팰리스2단지";"대치동";330;258;601;94.49;12
"2822";20.3;"2020-10-31";"논현브라운스톤로얄스위트";"논현동";19;202;43;242.57;3
"2823";23.3;"2020-10-31";"한양4차";"압구정동";286;187;143;101.09;2
"2824";15.35;"2020-10-31";"강남데시앙파크";"세곡동";546;169;850;114.69;7
"2825";14.25;"2020-10-31";"푸른마을";"일원동";930;249;930;59.76;1
"2826";14.2;"2020-10-31";"푸른마을";"일원동";930;249;930;59.76;6
"2827";17.3;"2020-10-31";"역삼우성";"도곡동";390;185;468;84.83;4
"2828";26;"2020-11-01";"경남";"개포동";678;174;816;123.28;12
"2829";18;"2020-11-01";"개포주공5단지";"개포동";940;151;912;53.98;1
"2830";18.3;"2020-11-02";"역삼래미안";"역삼동";1050;276;1066;59.4;3
"2831";27;"2020-11-02";"래미안그레이튼2차";"역삼동";464;266;626;120.37;27
"2832";18.8;"2020-11-02";"개포주공6단지";"개포동";1060;0;300;60.13;10
"2833";18.8;"2020-11-02";"개포주공7단지";"개포동";900;0;400;60.13;10
"2834";22.1;"2020-11-02";"개포주공6단지";"개포동";1060;0;300;83.21;14
"2835";22.1;"2020-11-02";"개포주공7단지";"개포동";900;0;400;83.21;14
"2836";33.25;"2020-11-02";"선경1,2차";"대치동";1034;179;1661;127.75;8
"2837";16.5;"2020-11-02";"동현";"논현동";548;174;1096;84.92;14
"2838";26.6;"2020-11-02";"한양3차";"압구정동";312;198;156;117.26;4
"2839";8.495;"2020-11-02";"LH강남아이파크";"자곡동";716;150;880;74.97;4
"2840";8.52;"2020-11-02";"LH강남아이파크";"자곡동";716;150;880;74.97;5
"2841";7.405;"2020-11-02";"LH강남아이파크";"자곡동";716;150;880;59.96;7
"2842";8.92;"2020-11-02";"까치마을";"수서동";1404;208;1410;34.44;15
"2843";11.191;"2020-11-02";"까치마을";"수서동";1404;208;1410;49.5;15
"2844";28;"2020-11-02";"타워팰리스1차";"도곡동";1297;919;3695;137.24;49
"2845";18;"2020-11-02";"아카데미스위트";"도곡동";414;996;808;128.74;39
"2846";8.8;"2020-11-03";"더블루";"역삼동";68;370;50;71.26;4
"2847";25;"2020-11-03";"한양6차";"압구정동";227;0;136;106.71;8
"2848";17.2;"2020-11-03";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;12
"2849";7.63;"2020-11-03";"LH강남아이파크";"자곡동";716;150;880;59.96;15
"2850";8.825;"2020-11-03";"LH강남아이파크";"자곡동";716;150;880;74.97;13
"2851";9.67;"2020-11-03";"LH강남아이파크";"자곡동";716;150;880;84.92;6
"2852";16.7;"2020-11-03";"삼성";"수서동";680;211;1020;84.97;5
"2853";16.4;"2020-11-03";"수서한아름";"수서동";498;249;996;97.63;2
"2854";17.88;"2020-11-03";"아카데미스위트";"도곡동";414;996;808;122.07;18
"2855";8;"2020-11-04";"역삼IPARK";"역삼동";541;273;914;28.246;8
"2856";19.5;"2020-11-04";"청담삼성3차";"청담동";217;345;319;114.83;6
"2857";26.7;"2020-11-04";"진흥";"청담동";375;178;375;145.69;12
"2858";11.3;"2020-11-04";"한양빌라트";"논현동";19;253;32;129.6;4
"2859";37.5;"2020-11-04";"현대6,7차";"압구정동";1288;210;1120;144.2;9
"2860";37.5;"2020-11-04";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;9
"2861";25;"2020-11-04";"현대8차";"압구정동";515;173;0;107.64;4
"2862";7.415;"2020-11-04";"LH강남아이파크";"자곡동";716;150;880;59.96;4
"2863";8.715;"2020-11-04";"LH강남아이파크";"자곡동";716;150;880;74.97;10
"2864";7.545;"2020-11-04";"LH강남아이파크";"자곡동";716;150;880;59.96;9
"2865";8.635;"2020-11-04";"LH강남아이파크";"자곡동";716;150;880;74.89;14
"2866";13.3;"2020-11-04";"까치마을";"수서동";1404;208;1410;49.5;14
"2867";12.796;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;84.725;10
"2868";8.877;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;58.776;9
"2869";8.694;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;58.776;8
"2870";12.455;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;84.202;7
"2871";12.532;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;84.725;7
"2872";8.511;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;58.776;6
"2873";11.799;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;84.202;3
"2874";8.236;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;58.776;2
"2875";13.708;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;83.849;14
"2876";9.152;"2020-11-05";"삼성월드타워";"삼성동";46;333;48;58.776;11
"2877";14.4;"2020-11-05";"논현한진로즈힐";"논현동";81;222;124;84.94;6
"2878";35.5;"2020-11-05";"한양3차";"압구정동";312;198;156;161.9;13
"2879";42.8;"2020-11-05";"현대1,2차";"압구정동";960;224;720;160.28;6
"2880";8.9;"2020-11-05";"까치마을";"수서동";1404;208;1410;34.44;14
"2881";29.3;"2020-11-05";"타워팰리스1차";"도곡동";1297;919;3695;137.24;35
"2882";40;"2020-11-05";"로덴하우스이스트빌리지";"도곡동";33;249;124;243.36;2
"2883";17.9;"2020-11-06";"청담e-편한세상1차";"청담동";271;296;400;81.84;9
"2884";13.192;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;84.725;11
"2885";12.455;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;84.202;8
"2886";12.532;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;84.725;8
"2887";8.694;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;58.776;7
"2888";8.511;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;58.776;6
"2889";8.511;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;58.776;5
"2890";12.137;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;84.725;4
"2891";13.708;"2020-11-06";"삼성월드타워";"삼성동";46;333;48;83.849;12
"2892";13.6;"2020-11-06";"강남LH1단지(e편한세상)";"세곡동";809;173;998;74.74;2
"2893";7.705;"2020-11-06";"LH강남아이파크";"자곡동";716;150;880;59.96;13
"2894";8.67;"2020-11-06";"LH강남아이파크";"자곡동";716;150;880;74.89;14
"2895";8.575;"2020-11-06";"LH강남아이파크";"자곡동";716;150;880;74.97;6
"2896";7.6;"2020-11-06";"LH강남아이파크";"자곡동";716;150;880;59.96;13
"2897";15;"2020-11-06";"삼성사원";"일원동";80;12;80;84.67;1
"2898";17.7;"2020-11-07";"개포주공6단지";"개포동";1060;0;300;60.13;1
"2899";17.7;"2020-11-07";"개포주공7단지";"개포동";900;0;400;60.13;1
"2900";20.7;"2020-11-07";"개포주공6단지";"개포동";1060;0;300;73.26;14
"2901";20.7;"2020-11-07";"개포주공7단지";"개포동";900;0;400;73.26;14
"2902";19;"2020-11-07";"개포주공5단지";"개포동";940;151;912;53.98;7
"2903";30;"2020-11-07";"현대3차";"개포동";198;147;100;163.85;2
"2904";30.45;"2020-11-07";"현대13차";"압구정동";234;150;201;105.45;11
"2905";13.8;"2020-11-07";"LH강남아이파크";"자곡동";716;150;880;74.97;7
"2906";26;"2020-11-08";"우성3차";"개포동";405;179;450;133.46;6
"2907";14.99;"2020-11-08";"청담삼성3차";"청담동";217;345;319;59.99;10
"2908";8;"2020-11-09";"라테라스청담(도시형)";"청담동";88;358;53;35.31;6
"2909";9.152;"2020-11-09";"삼성월드타워";"삼성동";46;333;48;58.776;11
"2910";12.796;"2020-11-09";"삼성월드타워";"삼성동";46;333;48;84.725;9
"2911";8.694;"2020-11-09";"삼성월드타워";"삼성동";46;333;48;58.776;7
"2912";12.268;"2020-11-09";"삼성월드타워";"삼성동";46;333;48;84.725;6
"2913";30.5;"2020-11-09";"한양5차";"압구정동";343;192;172;115.24;8
"2914";8.29;"2020-11-09";"LH강남아이파크";"자곡동";716;150;880;74.89;4
"2915";30.2;"2020-11-09";"개포우성4차";"도곡동";459;149;0;152.74;9
"2916";19.3;"2020-11-09";"아카데미스위트";"도곡동";414;996;808;122.07;33
"2917";19.5;"2020-11-10";"역삼e-편한세상";"역삼동";840;282;852;59.606;25
"2918";32;"2020-11-10";"개나리SK뷰";"역삼동";240;257;397;127.27;14
"2919";16.5;"2020-11-10";"청담영풍마드레빌";"청담동";49;231;83;122.2;9
"2920";13.11;"2020-11-10";"삼성월드타워";"삼성동";46;333;48;84.202;11
"2921";12.268;"2020-11-10";"삼성월드타워";"삼성동";46;333;48;84.725;5
"2922";8.236;"2020-11-10";"삼성월드타워";"삼성동";46;333;48;58.776;3
"2923";13.708;"2020-11-10";"삼성월드타워";"삼성동";46;333;48;83.849;13
"2924";24.6;"2020-11-10";"대치삼성1차";"대치동";960;261;1259;97.35;6
"2925";32.95;"2020-11-10";"대치아이파크";"대치동";768;274;1171;119.58;16
"2926";19;"2020-11-10";"대치쌍용2차";"대치동";364;176;364;84.49;3
"2927";14.9;"2020-11-10";"진흥아마란스";"신사동";17;294;39;175.64;3
"2928";29.5;"2020-11-10";"한양5차";"압구정동";343;192;172;115.24;8
"2929";23.9;"2020-11-10";"한양5차";"압구정동";343;192;172;100.5;9
"2930";8.825;"2020-11-10";"LH강남아이파크";"자곡동";716;150;880;74.97;11
"2931";7.62;"2020-11-10";"LH강남아이파크";"자곡동";716;150;880;59.96;11
"2932";8.485;"2020-11-10";"LH강남아이파크";"자곡동";716;150;880;74.97;7
"2933";7.705;"2020-11-10";"LH강남아이파크";"자곡동";716;150;880;59.96;12
"2934";8.9;"2020-11-10";"수서1-2단지";"일원동";720;177;529;39.98;14
"2935";8.9;"2020-11-10";"까치마을";"수서동";1404;208;1410;34.44;7
"2936";15.3;"2020-11-10";"경남";"도곡동";348;356;389;59.76;9
"2937";24.5;"2020-11-11";"역삼e-편한세상";"역삼동";840;282;852;84.991;7
"2938";20;"2020-11-11";"현대1차";"개포동";416;179;453;128.62;1
"2939";22.9;"2020-11-11";"미성2차";"압구정동";911;0;1093;74.4;14
"2940";26.9;"2020-11-11";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;12
"2941";35.4;"2020-11-11";"현대6,7차";"압구정동";1288;210;1120;144.7;5
"2942";35.4;"2020-11-11";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.7;5
"2943";8.275;"2020-11-11";"LH강남아이파크";"자곡동";716;150;880;74.97;1
"2944";8.67;"2020-11-11";"LH강남아이파크";"자곡동";716;150;880;74.89;11
"2945";8.67;"2020-11-11";"LH강남아이파크";"자곡동";716;150;880;74.97;10
"2946";18.5;"2020-11-11";"샘터마을";"일원동";628;249;950;101.97;8
"2947";14.5;"2020-11-11";"푸른마을";"일원동";930;249;930;59.76;3
"2948";9;"2020-11-11";"까치마을";"수서동";1404;208;1410;34.44;13
"2949";15.5;"2020-11-11";"매봉";"도곡동";132;386;132;83.49;2
"2950";22;"2020-11-11";"타워팰리스1차";"도곡동";1297;919;3695;84.16;32
"2951";27;"2020-11-12";"진흥";"청담동";375;178;375;180.67;12
"2952";44.9;"2020-11-12";"아이파크삼성";"삼성동";449;296;1253;156.857;27
"2953";24.5;"2020-11-12";"삼성롯데캐슬킹덤";"삼성동";118;234;276;148.5;2
"2954";7.8;"2020-11-12";"테헤란로대우아이빌";"대치동";371;1096;180;59.83;14
"2955";39;"2020-11-12";"동부센트레빌";"대치동";805;297;1824;145.83;18
"2956";26.1;"2020-11-12";"한양7차";"압구정동";239;320;0;106.22;12
"2957";11.45;"2020-11-12";"신동아";"수서동";1162;203;325;49.96;8
"2958";32;"2020-11-12";"타워팰리스1차";"도곡동";1297;919;3695;164.97;3
"2959";3.7;"2020-11-13";"한양럭스";"역삼동";18;242;15;44;1
"2960";8.85;"2020-11-13";"논현신동아파밀리에";"논현동";644;245;684;35.73;10
"2961";10.6584;"2020-11-13";"논현아이파크";"논현동";99;359;0;59.75;10
"2962";24;"2020-11-13";"한양6차";"압구정동";227;0;136;106.71;8
"2963";8.355;"2020-11-13";"LH강남아이파크";"자곡동";716;150;880;74.97;1
"2964";8.365;"2020-11-13";"LH강남아이파크";"자곡동";716;150;880;74.97;2
"2965";8.44;"2020-11-13";"LH강남아이파크";"자곡동";716;150;880;74.97;5
"2966";7.62;"2020-11-13";"LH강남아이파크";"자곡동";716;150;880;59.96;11
"2967";18.5;"2020-11-13";"우성7차";"일원동";802;157;641;68.39;13
"2968";12.8;"2020-11-13";"삼익";"수서동";645;224;650;60;11
"2969";23.8;"2020-11-13";"강남더샵포레스트";"수서동";400;199;840;124.5802;11
"2970";15.3;"2020-11-13";"삼익";"수서동";645;224;650;84.48;10
"2971";38.8;"2020-11-13";"타워팰리스2차";"도곡동";813;923;2376;154.35;47
"2972";22.4;"2020-11-14";"역삼푸르지오";"역삼동";738;283;753;84.9097;11
"2973";13.6;"2020-11-14";"대청";"개포동";822;0;700;51.12;10
"2974";13.6;"2020-11-14";"대치2단지";"개포동";1758;174;1758;51.12;10
"2975";24;"2020-11-14";"개포주공6단지";"개포동";1060;0;300;83.7;12
"2976";24;"2020-11-14";"개포주공7단지";"개포동";900;0;400;83.7;12
"2977";20.4;"2020-11-14";"개포주공6단지";"개포동";1060;0;300;73.02;2
"2978";20.4;"2020-11-14";"개포주공7단지";"개포동";900;0;400;73.02;2
"2979";23;"2020-11-14";"래미안삼성1차(301,302,303동)";"삼성동";133;227;231;106.98;6
"2980";2.97;"2020-11-14";"선릉역대우아이빌5차";"대치동";150;694;154;28.34;14
"2981";18;"2020-11-14";"현대넥서스(261-8)";"논현동";16;249;22;163.2;7
"2982";24.3;"2020-11-14";"한양4차";"압구정동";286;187;143;101.09;8
"2983";12.65;"2020-11-14";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.86;10
"2984";13.9;"2020-11-14";"LH강남아이파크";"자곡동";716;150;880;84.92;6
"2985";20.8;"2020-11-14";"목련타운";"일원동";650;249;975;99.79;13
"2986";12;"2020-11-14";"수서1-2단지";"일원동";720;177;529;59.94;9
"2987";18.75;"2020-11-14";"목련타운";"일원동";650;249;975;99.79;1
"2988";10.4;"2020-11-14";"신동아";"수서동";1162;203;325;39.53;15
"2989";16.35;"2020-11-14";"강남데시앙포레";"수서동";787;165;957;84.92;3
"2990";8.8;"2020-11-14";"신동아";"수서동";1162;203;325;33.18;4
"2991";19.1;"2020-11-14";"아카데미스위트";"도곡동";414;996;808;122.07;16
"2992";24.3;"2020-11-15";"역삼e-편한세상";"역삼동";840;282;852;84.991;8
"2993";27.8;"2020-11-15";"현대1차";"개포동";416;179;453;177.19;10
"2994";32;"2020-11-15";"미성2차";"압구정동";911;0;1093;140.9;9
"2995";27;"2020-11-15";"현대14차";"압구정동";388;194;371;84.98;5
"2996";37.9;"2020-11-15";"한양2차";"압구정동";296;143;147;147.41;10
"2997";24.9;"2020-11-15";"타워팰리스2차";"도곡동";813;923;2376;115.63;23
"2998";13.9;"2020-11-16";"대청";"개포동";822;0;700;49.86;11
"2999";13.9;"2020-11-16";"대치2단지";"개포동";1758;174;1758;49.86;11
"3000";14.8;"2020-11-16";"삼성힐스테이트2단지";"삼성동";926;273;1291;39.552;22
"3001";13;"2020-11-16";"논현e-편한세상";"논현동";63;249;95;84.9876;6
"3002";11.5;"2020-11-16";"논현아이파크";"논현동";99;359;0;59.75;12
"3003";23.6;"2020-11-16";"한양6차";"압구정동";227;0;136;106.71;3
"3004";28;"2020-11-16";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;111.38;5
"3005";28.1;"2020-11-16";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;4
"3006";23.65;"2020-11-16";"현대8차";"압구정동";515;173;0;111.5;2
"3007";21;"2020-11-16";"현대3차";"압구정동";432;0;864;82.5;1
"3008";37.8;"2020-11-16";"한양2차";"압구정동";296;143;147;147.41;9
"3009";16;"2020-11-16";"세곡푸르지오";"세곡동";912;174;1148;84.84;7
"3010";9.82;"2020-11-16";"LH강남아이파크";"자곡동";716;150;880;84.92;9
"3011";9.2;"2020-11-16";"LH강남아이파크";"자곡동";716;150;880;84.83;3
"3012";9.145;"2020-11-16";"LH강남아이파크";"자곡동";716;150;880;84.83;2
"3013";8.615;"2020-11-16";"LH강남아이파크";"자곡동";716;150;880;74.89;15
"3014";28.5;"2020-11-16";"도곡렉슬";"도곡동";3002;274;4443;84.9984;6
"3015";31.5;"2020-11-16";"도곡렉슬";"도곡동";3002;274;4443;114.9931;17
"3016";23.45;"2020-11-17";"개포주공6단지";"개포동";1060;0;300;83.21;6
"3017";23.45;"2020-11-17";"개포주공7단지";"개포동";900;0;400;83.21;6
"3018";15.5;"2020-11-17";"삼성씨엘케이";"삼성동";12;299;16;99.47;3
"3019";35;"2020-11-17";"선경1,2차";"대치동";1034;179;1661;136.68;7
"3020";7.85;"2020-11-17";"테헤란로대우아이빌";"대치동";371;1096;180;59.83;26
"3021";19.8;"2020-11-17";"미성2차";"압구정동";911;0;1093;74.4;1
"3022";27.5;"2020-11-17";"현대14차";"압구정동";388;194;371;84.94;8
"3023";23.9;"2020-11-17";"한양4차";"압구정동";286;187;143;101.09;5
"3024";24.15;"2020-11-17";"한양6차";"압구정동";227;0;136;106.71;6
"3025";13;"2020-11-17";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.89;5
"3026";16.95;"2020-11-17";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;3
"3027";8.555;"2020-11-17";"LH강남아이파크";"자곡동";716;150;880;74.97;7
"3028";8.1;"2020-11-17";"까치마을";"수서동";1404;208;1410;34.44;5
"3029";32.7;"2020-11-17";"타워팰리스3차";"도곡동";480;791;1785;163.702;27
"3030";24;"2020-11-18";"LG개포자이";"개포동";212;250;502;168.42;20
"3031";3.6;"2020-11-18";"마일스디오빌";"논현동";260;599;200;36.29;9
"3032";23.3;"2020-11-18";"현대3차";"압구정동";432;0;864;82.5;5
"3033";28.5;"2020-11-18";"현대14차";"압구정동";388;194;371;84.98;15
"3034";30;"2020-11-18";"현대13차";"압구정동";234;150;201;108.47;8
"3035";25.8;"2020-11-18";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;111.38;1
"3036";23.95;"2020-11-18";"현대8차";"압구정동";515;173;0;107.64;2
"3037";39;"2020-11-18";"현대6,7차";"압구정동";1288;210;1120;144.2;10
"3038";39;"2020-11-18";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;10
"3039";9.875;"2020-11-18";"LH강남아이파크";"자곡동";716;150;880;84.92;10
"3040";7.535;"2020-11-18";"LH강남아이파크";"자곡동";716;150;880;59.96;8
"3041";9.52;"2020-11-18";"LH강남아이파크";"자곡동";716;150;880;84.83;9
"3042";8.68;"2020-11-18";"LH강남아이파크";"자곡동";716;150;880;74.97;10
