"거래금액","건축년도","거래일","시도명","시군구","법정동","지번","전용면적","층"
"   132,000",2005,20190103,"서울시","강남구"," 역삼동","755-4",59.606,14
"    61,000",2004,20190105,"서울시","강남구"," 역삼동","826-29",59.81,8
"   132,000",2005,20190111,"서울시","강남구"," 역삼동","755-4",59.606,12
"    19,500",2014,20190116,"서울시","강남구"," 역삼동","735-15",15.25,14
"   130,000",2014,20190123,"서울시","강남구"," 역삼동","709-5",84.641,8
"   172,500",2005,20190126,"서울시","강남구"," 역삼동","755-4",84.991,7
"   180,000",2002,20190131,"서울시","강남구"," 역삼동","760-7",165.23,5
"    88,200",1992,20190109,"서울시","강남구"," 개포동","12",39.53,8
"   197,000",1984,20190112,"서울시","강남구"," 개포동","652",133.46,12
"   102,000",1993,20190113,"서울시","강남구"," 개포동","1242-2",132.63,6
"   101,900",1992,20190114,"서울시","강남구"," 개포동","12",49.86,14
"   140,500",1982,20190115,"서울시","강남구"," 개포동","189",42.55,3
"   143,440",1991,20190116,"서울시","강남구"," 개포동","651-1",81.42,7
"   139,000",1982,20190121,"서울시","강남구"," 개포동","189",42.55,4
"   176,000",1983,20190122,"서울시","강남구"," 개포동","187",83.17,9
"   152,000",1986,20190123,"서울시","강남구"," 개포동","177",84.87,9
"   132,000",1983,20190125,"서울시","강남구"," 개포동","185",60.76,6
"   135,000",1983,20190125,"서울시","강남구"," 개포동","185",60.13,8
"   229,500",1984,20190126,"서울시","강남구"," 개포동","649",182.2,6
"   137,000",1982,20190126,"서울시","강남구"," 개포동","189",41.99,1
"    87,500",1992,20190126,"서울시","강남구"," 개포동","12",39.53,15
"   182,500",2004,20190111,"서울시","강남구"," 청담동","110-4",148.5,4
"   162,000",1999,20190117,"서울시","강남구"," 청담동","42",114.83,11
"   145,000",2002,20190119,"서울시","강남구"," 청담동","30-33",81.84,4
"   170,000",2004,20190121,"서울시","강남구"," 청담동","110-13",147.91,2
"   285,000",2010,20190121,"서울시","강남구"," 청담동","102-1",217.2,1
"   348,000",1999,20190123,"서울시","강남구"," 청담동","117-3",244.95,5
"   195,000",1997,20190124,"서울시","강남구"," 청담동","113-16",197.8,2
"   133,000",2011,20190131,"서울시","강남구"," 청담동","134-38",49.639,3
"   260,000",1981,20190104,"서울시","강남구"," 삼성동","79",162.47,3
"   147,000",2004,20190105,"서울시","강남구"," 삼성동","14-1",59.98,8
"   165,500",2000,20190111,"서울시","강남구"," 삼성동","17",91.77,11
"   299,000",2009,20190120,"서울시","강남구"," 삼성동","8-2",219.48,15
"   227,000",2004,20190124,"서울시","강남구"," 삼성동","14-1",152.98,1
"   121,000",2007,20190126,"서울시","강남구"," 삼성동","144-14",84.97,11
"   210,000",2010,20190129,"서울시","강남구"," 삼성동","82-1",169.28,2
"   200,000",2008,20190131,"서울시","강남구"," 삼성동","50",84.349,5
"   175,000",2000,20190104,"서울시","강남구"," 대치동","1014-3",97.35,10
"    23,750",2004,20190104,"서울시","강남구"," 대치동","890-49",25.42,14
"   150,000",1999,20190108,"서울시","강남구"," 대치동","974",85,11
"   175,000",1985,20190108,"서울시","강남구"," 대치동","511",84.96,3
"   185,000",1983,20190111,"서울시","강남구"," 대치동","511",84.48,13
"    86,000",2005,20190112,"서울시","강남구"," 대치동","934-1",84.9,4
"   156,800",1979,20190114,"서울시","강남구"," 대치동","316",76.79,10
"   157,000",1979,20190116,"서울시","강남구"," 대치동","316",76.79,10
"   238,000",1983,20190119,"서울시","강남구"," 대치동","506",117.7,6
"   140,000",1979,20190124,"서울시","강남구"," 대치동","316",76.79,1
"   179,000",1983,20190124,"서울시","강남구"," 대치동","511",84.48,2
"   256,000",2005,20190131,"서울시","강남구"," 대치동","670",121.74,16
"   151,200",1979,20190131,"서울시","강남구"," 대치동","316",76.79,4
"    92,000",1996,20190112,"서울시","강남구"," 신사동","622",59.67,3
"    80,000",2005,20190130,"서울시","강남구"," 신사동","606-2",135.72,4
"   415,000",1978,20190105,"서울시","강남구"," 압구정동","456",196.7,7
"   390,000",1984,20190108,"서울시","강남구"," 압구정동","510",210.1,13
"   228,500",1983,20190110,"서울시","강남구"," 압구정동","448",108.47,3
"   395,000",1979,20190115,"서울시","강남구"," 압구정동","456",196.7,5
"   302,000",1979,20190115,"서울시","강남구"," 압구정동","456",144.2,6
"   230,000",1983,20190116,"서울시","강남구"," 압구정동","433",183.41,6
"   285,000",1980,20190119,"서울시","강남구"," 압구정동","481",163.67,5
"   127,000",2014,20190110,"서울시","강남구"," 자곡동","611",91.96,3
"   120,000",2014,20190123,"서울시","강남구"," 자곡동","611",91.95,7
"   173,000",2018,20190107,"서울시","강남구"," 일원동","741",84.99,12
"   150,000",1994,20190122,"서울시","강남구"," 일원동","718",101.97,5
"    79,000",1992,20190110,"서울시","강남구"," 수서동","708",49.2,3
"   190,000",2016,20190115,"서울시","강남구"," 수서동","537",114.4856,5
"    37,000",2006,20190107,"서울시","강남구"," 도곡동","953-1",33.8,17
"   185,000",1999,20190107,"서울시","강남구"," 도곡동","467-6",177.255,8
"   265,000",2002,20190111,"서울시","강남구"," 도곡동","467",164.95,18
"   315,000",2004,20190111,"서울시","강남구"," 도곡동","467-29",185.622,56
"   108,000",1994,20190114,"서울시","강남구"," 도곡동","161",54.81,10
"   120,000",1978,20190116,"서울시","강남구"," 도곡동","933",66,8
"   163,000",2007,20190121,"서울시","강남구"," 도곡동","543-7",130.259,4
"   150,000",2016,20190123,"서울시","강남구"," 도곡동","538-3",71.85,4
"   187,500",2006,20190125,"서울시","강남구"," 도곡동","527",84.9984,10
"    25,600",2004,20190126,"서울시","강남구"," 도곡동","952",25.89,6
"   230,000",2002,20190128,"서울시","강남구"," 도곡동","467",164.97,50
"   114,000",1986,20190109,"서울시","강동구"," 명일동","44",112.93,3
"    46,000",2002,20190111,"서울시","강동구"," 명일동","352-5",84.82,1
"    80,000",1983,20190114,"서울시","강동구"," 명일동","15",84.755,5
"    76,000",1983,20190123,"서울시","강동구"," 명일동","15",66.87,6
"    76,000",1985,20190125,"서울시","강동구"," 명일동","257",83.34,15
"    86,000",1986,20190128,"서울시","강동구"," 명일동","44",81.07,13
"    98,000",2016,20190116,"서울시","강동구"," 고덕동","688",84.9,15
"    98,500",2016,20190121,"서울시","강동구"," 고덕동","688",84.88,28
"    40,000",2005,20190102,"서울시","강동구"," 길동","324-6",84.93,6
"    10,500",2013,20190102,"서울시","강동구"," 길동","456-3",12.49,17
"    72,500",1994,20190102,"서울시","강동구"," 길동","400",84.75,14
"    10,400",2012,20190103,"서울시","강동구"," 길동","343-1",16.959,5
"    48,000",2004,20190103,"서울시","강동구"," 길동","385-3",84.13,7
"    60,000",1982,20190103,"서울시","강동구"," 길동","53",72.89,7
"    30,000",2004,20190105,"서울시","강동구"," 길동","384-5",42.3,6
"    43,000",2009,20190111,"서울시","강동구"," 길동","339-1",84.82,4
"   103,500",2003,20190112,"서울시","강동구"," 길동","474",147.17,10
"    29,000",2018,20190112,"서울시","강동구"," 길동","456-4",22.96,16
"    11,100",2013,20190112,"서울시","강동구"," 길동","415-13",15.12,11
"    11,100",2013,20190112,"서울시","강동구"," 길동","415-13",15.12,6
"    31,600",2018,20190114,"서울시","강동구"," 길동","456-4",22.82,20
"    17,100",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,13
"    17,200",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,14
"    17,000",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,7
"    17,100",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,12
"    17,100",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,11
"    17,000",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,10
"    40,000",1982,20190115,"서울시","강동구"," 길동","53",62.91,5
"    16,900",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,6
"    24,400",2018,20190115,"서울시","강동구"," 길동","456-4",20.85,7
"    38,300",2001,20190115,"서울시","강동구"," 길동","383-7",74.47,5
"    17,000",2018,20190115,"서울시","강동구"," 길동","456-4",15.96,8
"    24,500",2018,20190115,"서울시","강동구"," 길동","456-4",20.85,13
"    11,000",2013,20190116,"서울시","강동구"," 길동","415-13",15.12,9
"    18,800",2018,20190116,"서울시","강동구"," 길동","456-4",17.38,10
"    17,000",2018,20190117,"서울시","강동구"," 길동","456-4",15.96,9
"    17,600",2018,20190117,"서울시","강동구"," 길동","456-4",15.96,20
"    17,500",2018,20190117,"서울시","강동구"," 길동","456-4",15.96,19
"    29,600",2018,20190117,"서울시","강동구"," 길동","456-4",23.39,17
"    29,300",2018,20190117,"서울시","강동구"," 길동","456-4",23.39,12
"    24,700",2018,20190118,"서울시","강동구"," 길동","456-4",20.85,17
"    17,300",2018,20190118,"서울시","강동구"," 길동","456-4",15.96,17
"    17,200",2018,20190118,"서울시","강동구"," 길동","456-4",15.96,16
"    30,900",1996,20190119,"서울시","강동구"," 길동","382-6",48.3,4
"    25,000",2018,20190119,"서울시","강동구"," 길동","456-4",20.85,19
"    24,400",2018,20190120,"서울시","강동구"," 길동","456-4",20.85,10
"    18,800",2018,20190120,"서울시","강동구"," 길동","456-4",17.38,9
"    29,700",2018,20190121,"서울시","강동구"," 길동","456-4",23.39,18
"    29,400",2018,20190124,"서울시","강동구"," 길동","456-4",23.39,14
"    12,000",2013,20190125,"서울시","강동구"," 길동","457",14.495,11
"    28,700",2018,20190125,"서울시","강동구"," 길동","456-4",22.96,6
"    53,000",1999,20190125,"서울시","강동구"," 길동","344-5",114.94,14
"    12,000",2013,20190129,"서울시","강동구"," 길동","415-13",15.12,14
"    29,400",2018,20190129,"서울시","강동구"," 길동","456-4",23.39,13
"   139,500",1980,20190105,"서울시","강동구"," 둔촌동","170-1",99.61,5
"   140,000",1980,20190105,"서울시","강동구"," 둔촌동","174-1",88.26,4
"    76,000",1984,20190107,"서울시","강동구"," 둔촌동","30-4",84.36,3
"    53,200",2016,20190107,"서울시","강동구"," 둔촌동","64",55.94,2
"   155,000",1980,20190109,"서울시","강동구"," 둔촌동","170-1",99.61,6
"   124,000",1980,20190110,"서울시","강동구"," 둔촌동","174-1",50.84,4
"   139,800",1980,20190111,"서울시","강동구"," 둔촌동","174-1",88.26,5
"   139,000",1980,20190115,"서울시","강동구"," 둔촌동","170-1",99.61,1
"   139,000",1980,20190115,"서울시","강동구"," 둔촌동","170-1",99.61,2
"    38,000",2003,20190118,"서울시","강동구"," 둔촌동","425-3",84.95,4
"   123,500",1980,20190119,"서울시","강동구"," 둔촌동","170-1",71.58,5
"   140,000",1980,20190122,"서울시","강동구"," 둔촌동","174-1",88.43,2
"   123,500",1980,20190123,"서울시","강동구"," 둔촌동","170-1",50.84,2
"    41,500",2012,20190129,"서울시","강동구"," 둔촌동","435-2",59.79,6
"   150,000",1980,20190130,"서울시","강동구"," 둔촌동","170-1",88.43,4
"   135,000",1980,20190131,"서울시","강동구"," 둔촌동","170-1",97.72,5
"    91,000",2008,20190105,"서울시","강동구"," 암사동","414-2",84.98,9
"    70,500",1999,20190105,"서울시","강동구"," 암사동","442-1",84.93,20
"   120,000",2008,20190109,"서울시","강동구"," 암사동","414-2",133.97,5
"    63,000",1999,20190124,"서울시","강동구"," 암사동","442-1",71.91,6
"    39,200",2000,20190103,"서울시","강동구"," 성내동","438-2",78.54,4
"    28,400",2004,20190107,"서울시","강동구"," 성내동","194",33.71,9
"    58,500",2006,20190109,"서울시","강동구"," 성내동","13-15",83.5,9
"    32,000",2010,20190112,"서울시","강동구"," 성내동","203-5",69.72,3
"    89,700",2016,20190114,"서울시","강동구"," 성내동","606",84.88,11
"    71,500",2002,20190114,"서울시","강동구"," 성내동","595",107.23,4
"    68,900",1987,20190116,"서울시","강동구"," 성내동","30-2",84.56,8
"    56,000",2018,20190116,"서울시","강동구"," 성내동","549-5",52.57,6
"    52,600",2004,20190118,"서울시","강동구"," 성내동","413-6",84.91,7
"    58,500",2006,20190119,"서울시","강동구"," 성내동","13-15",83.5,9
"    60,000",2003,20190124,"서울시","강동구"," 성내동","320-1",127.73,6
"    39,800",2001,20190131,"서울시","강동구"," 성내동","420-9",67.32,9
"    28,250",2017,20190103,"서울시","강동구"," 천호동","121-32",39.01,2
"    30,000",1990,20190108,"서울시","강동구"," 천호동","410-105",45.11,10
"    60,000",1997,20190110,"서울시","강동구"," 천호동","287-9",84.78,7
"    37,000",1990,20190112,"서울시","강동구"," 천호동","168-6",44.1,8
"    40,000",2004,20190114,"서울시","강동구"," 천호동","54-4",84.95,5
"    49,500",1985,20190116,"서울시","강동구"," 천호동","19-1",51.44,3
"    71,000",1997,20190116,"서울시","강동구"," 천호동","528",114.65,14
"    45,000",1988,20190128,"서울시","강동구"," 천호동","410-100",82.5,3
"    44,000",1997,20190128,"서울시","강동구"," 천호동","287-9",55.98,18
"    46,000",1998,20190129,"서울시","강동구"," 천호동","305",59.85,4
"    51,000",2004,20190130,"서울시","강동구"," 천호동","155-5",59.96,11
"    73,000",2009,20190109,"서울시","강동구"," 강일동","668",84.53,1
"    57,800",2004,20190102,"서울시","강북구"," 미아동","1353",114.85,16
"    49,500",2004,20190103,"서울시","강북구"," 미아동","1354",114.68,2
"    38,300",1996,20190105,"서울시","강북구"," 미아동","1351",84.24,7
"    76,000",2006,20190105,"서울시","강북구"," 미아동","474",84.89,9
"    42,400",2004,20190107,"서울시","강북구"," 미아동","1353",59.98,11
"    55,800",2003,20190112,"서울시","강북구"," 미아동","1357",84.705,20
"    55,500",2017,20190114,"서울시","강북구"," 미아동","4",59.98,9
"    59,000",2003,20190114,"서울시","강북구"," 미아동","1357",114.88,9
"    68,000",2010,20190116,"서울시","강북구"," 미아동","812",84.29,15
"    35,400",2009,20190116,"서울시","강북구"," 미아동","318-5",68.675,7
"    51,000",2008,20190118,"서울시","강북구"," 미아동","796",84.9898,12
"    40,500",2004,20190122,"서울시","강북구"," 미아동","1353",59.98,8
"    59,000",2003,20190123,"서울시","강북구"," 미아동","1356",84.873,18
"    36,000",2009,20190123,"서울시","강북구"," 미아동","318-5",68.675,4
"    63,000",2006,20190125,"서울시","강북구"," 미아동","474",59.96,13
"    56,500",2003,20190126,"서울시","강북구"," 미아동","1357",114.88,8
"    42,500",2004,20190131,"서울시","강북구"," 미아동","1353",59.98,7
"    38,000",1992,20190108,"서울시","강북구"," 번동","133-1",84.67,9
"    27,500",2000,20190109,"서울시","강북구"," 번동","191",59.94,7
"    45,500",2003,20190124,"서울시","강북구"," 번동","139",84.93,14
"    39,000",2000,20190125,"서울시","강북구"," 번동","204",84.6,8
"    39,000",1996,20190128,"서울시","강북구"," 번동","148-490",126.67,13
"    38,000",1992,20190105,"서울시","강북구"," 수유동","553-61",84.99,5
"    16,300",2016,20190110,"서울시","강북구"," 수유동","48-8",23.4,12
"    53,000",1993,20190111,"서울시","강북구"," 수유동","205",122.58,9
"    12,400",1975,20190111,"서울시","강북구"," 수유동","461-13",58.51,3
"    25,500",2003,20190115,"서울시","강북구"," 수유동","710-15",73.23,5
"    38,000",2000,20190125,"서울시","강북구"," 수유동","729",84.51,8
"    45,500",2001,20190130,"서울시","강북구"," 수유동","562-4",136.75,5
"    57,400",1994,20190104,"서울시","강서구"," 염창동","288",84.34,6
"    59,000",1999,20190112,"서울시","강서구"," 염창동","258-1",59.7,17
"    56,000",1994,20190116,"서울시","강서구"," 염창동","288",84.34,13
"    49,950",2006,20190122,"서울시","강서구"," 염창동","271-5",82.53,2
"    52,000",2005,20190125,"서울시","강서구"," 염창동","242-8",84.92,6
"    51,000",1998,20190130,"서울시","강서구"," 염창동","292",59.97,8
"    29,000",1991,20190106,"서울시","강서구"," 등촌동","365-195",59.49,6
"    50,000",1999,20190108,"서울시","강서구"," 등촌동","642",59.95,19
"    42,900",1994,20190109,"서울시","강서구"," 등촌동","687",41.85,6
"    39,500",1997,20190116,"서울시","강서구"," 등촌동","653-13",84.86,5
"    44,500",1995,20190126,"서울시","강서구"," 등촌동","688",37.67,9
"    63,000",1995,20190128,"서울시","강서구"," 등촌동","688",58.14,12
"    61,800",2000,20190129,"서울시","강서구"," 등촌동","631-9",84.95,14
"    58,300",2003,20190129,"서울시","강서구"," 등촌동","714",84.96,2
"    25,700",2002,20190102,"서울시","강서구"," 화곡동","343-45",56.88,5
"    43,000",2013,20190102,"서울시","강서구"," 화곡동","1071-19",78.93,8
"    21,000",2017,20190103,"서울시","강서구"," 화곡동","920-15",32.07,7
"    41,000",2013,20190103,"서울시","강서구"," 화곡동","1071-19",84.03,5
"    32,000",2004,20190107,"서울시","강서구"," 화곡동","919-1",76.23,2
"    25,500",2003,20190108,"서울시","강서구"," 화곡동","1087",44.91,11
"    27,500",1996,20190108,"서울시","강서구"," 화곡동","1087-5",83.7,10
"    34,000",2018,20190109,"서울시","강서구"," 화곡동","915-39",46.03,8
"    41,500",2013,20190110,"서울시","강서구"," 화곡동","1071-19",82.88,3
"    40,000",2007,20190111,"서울시","강서구"," 화곡동","1101-8",65,7
"    10,000",2012,20190112,"서울시","강서구"," 화곡동","1161",14.677,5
"   107,500",2015,20190112,"서울시","강서구"," 화곡동","1165",128.81,18
"    40,300",2004,20190113,"서울시","강서구"," 화곡동","992-10",84.88,7
"    24,900",2018,20190113,"서울시","강서구"," 화곡동","899-8",29.1,7
"    99,000",2008,20190113,"서울시","강서구"," 화곡동","1159",114.98,5
"    11,500",2013,20190116,"서울시","강서구"," 화곡동","925-26",21.7,10
"    25,800",1999,20190117,"서울시","강서구"," 화곡동","913-1",70.84,9
"    22,800",2018,20190118,"서울시","강서구"," 화곡동","899-8",26.24,9
"     9,500",2013,20190119,"서울시","강서구"," 화곡동","926-5",13.79,7
"    25,400",1988,20190119,"서울시","강서구"," 화곡동","351-89",56.88,10
"    24,200",2018,20190120,"서울시","강서구"," 화곡동","899-8",28.82,11
"    24,000",2000,20190121,"서울시","강서구"," 화곡동","350-34",70.94,1
"    23,400",2018,20190121,"서울시","강서구"," 화곡동","899-8",26.24,10
"    18,800",2018,20190122,"서울시","강서구"," 화곡동","922-17",26.36,4
"    18,800",2018,20190122,"서울시","강서구"," 화곡동","922-17",26.36,5
"    18,800",2018,20190122,"서울시","강서구"," 화곡동","922-17",26.36,5
"    33,500",1997,20190124,"서울시","강서구"," 화곡동","854-1",140.68,8
"    10,100",2012,20190125,"서울시","강서구"," 화곡동","1161",14.677,4
"    10,100",2012,20190125,"서울시","강서구"," 화곡동","1161",14.677,4
"    37,000",2001,20190125,"서울시","강서구"," 화곡동","914-3",114.23,7
"    43,000",2013,20190125,"서울시","강서구"," 화곡동","1071-19",78.93,10
"    24,000",1988,20190126,"서울시","강서구"," 화곡동","351-89",56.88,2
"    40,000",2013,20190130,"서울시","강서구"," 화곡동","1071-19",83.13,7
"    10,100",2012,20190131,"서울시","강서구"," 화곡동","1161",14.677,7
"    78,000",2013,20190112,"서울시","강서구"," 가양동","1500",59.9382,20
"    40,000",1992,20190112,"서울시","강서구"," 가양동","1475",39.6,3
"    54,500",1992,20190112,"서울시","강서구"," 가양동","1485",49.5,14
"    43,500",1992,20190112,"서울시","강서구"," 가양동","1461",39.6,14
"    36,500",1992,20190113,"서울시","강서구"," 가양동","1461",39.6,1
"    52,500",1992,20190119,"서울시","강서구"," 가양동","1485",49.5,10
"   102,000",2013,20190130,"서울시","강서구"," 가양동","1500",124.4246,16
"    50,500",1992,20190131,"서울시","강서구"," 가양동","1485",49.5,3
"   104,800",2014,20190114,"서울시","강서구"," 마곡동","743",84.88,14
"    90,000",2016,20190114,"서울시","강서구"," 마곡동","741",84.89,7
"    89,800",2014,20190122,"서울시","강서구"," 마곡동","751",84.5,5
"    95,000",2016,20190122,"서울시","강서구"," 마곡동","747",84.89,14
"    90,000",2014,20190130,"서울시","강서구"," 마곡동","750",84.88,4
"    85,000",2005,20190110,"서울시","강서구"," 내발산동","657",59.98,16
"    65,900",2005,20190114,"서울시","강서구"," 내발산동","734",84.4476,5
"   105,000",2005,20190118,"서울시","강서구"," 내발산동","657",101.87,7
"    50,000",1997,20190119,"서울시","강서구"," 내발산동","673-14",106.38,10
"    64,000",2008,20190128,"서울시","강서구"," 내발산동","749",59.87,12
"    72,000",2007,20190130,"서울시","강서구"," 내발산동","759",84.68,9
"    40,500",1994,20190101,"서울시","강서구"," 방화동","852",51.03,9
"    37,200",1994,20190103,"서울시","강서구"," 방화동","814",39.6,12
"    50,000",1994,20190109,"서울시","강서구"," 방화동","841",59.04,9
"     9,500",2013,20190112,"서울시","강서구"," 방화동","619-7",14.1,4
"    43,000",2005,20190115,"서울시","강서구"," 방화동","168-114",84.42,4
"     9,450",2013,20190116,"서울시","강서구"," 방화동","619-7",14.1,4
"    41,800",2007,20190124,"서울시","강서구"," 방화동","887",67.06,1
"    31,000",1994,20190126,"서울시","강서구"," 방화동","814",33.18,4
"    74,000",2003,20190126,"서울시","강서구"," 방화동","875",114.99,6
"    10,000",2013,20190126,"서울시","강서구"," 방화동","619-7",14.5,4
"    20,000",1988,20190126,"서울시","강서구"," 방화동","547-11",47.06,6
"    21,000",1988,20190130,"서울시","강서구"," 방화동","547-11",47.06,1
"    35,300",2018,20190130,"서울시","강서구"," 방화동","903",64.46,3
"    12,500",2012,20190102,"서울시","관악구"," 봉천동","863-9",14.25,9
"    17,000",1971,20190102,"서울시","관악구"," 봉천동","645-87",47.61,5
"    17,600",1971,20190104,"서울시","관악구"," 봉천동","645-87",47.61,3
"    22,000",1985,20190105,"서울시","관악구"," 봉천동","1021",38.92,2
"    56,500",2004,20190105,"서울시","관악구"," 봉천동","1717",59.58,21
"    23,000",1998,20190106,"서울시","관악구"," 봉천동","875-1",35.76,8
"    59,800",1997,20190107,"서울시","관악구"," 봉천동","729-22",170.11,33
"    75,000",2002,20190107,"서울시","관악구"," 봉천동","1713",84.925,18
"    58,300",2004,20190108,"서울시","관악구"," 봉천동","1717",59.58,18
"    49,000",2006,20190110,"서울시","관악구"," 봉천동","1560-61",59.96,12
"    51,000",1996,20190110,"서울시","관악구"," 봉천동","729-32",84.33,10
"    12,400",2012,20190111,"서울시","관악구"," 봉천동","869-6",12.25,19
"    40,500",2009,20190112,"서울시","관악구"," 봉천동","196-215",66.38,6
"    62,540",2006,20190112,"서울시","관악구"," 봉천동","1560-61",59.96,5
"    60,000",2015,20190114,"서울시","관악구"," 봉천동","1729",84.32,4
"    16,500",2013,20190117,"서울시","관악구"," 봉천동","463-1",19.63,10
"    64,000",2005,20190120,"서울시","관악구"," 봉천동","1718",84.99,12
"    48,000",2005,20190120,"서울시","관악구"," 봉천동","1722",81.892,6
"    38,000",1978,20190122,"서울시","관악구"," 봉천동","1500",49.02,1
"    16,350",2012,20190122,"서울시","관악구"," 봉천동","869-3",14.38,15
"    21,300",2013,20190122,"서울시","관악구"," 봉천동","463-1",25.12,9
"    69,000",2005,20190123,"서울시","관악구"," 봉천동","1718",84.99,17
"    51,800",1992,20190124,"서울시","관악구"," 봉천동","1000",68.8,4
"    51,000",2009,20190125,"서울시","관악구"," 봉천동","916-22",82.04,3
"    28,700",2014,20190126,"서울시","관악구"," 봉천동","893-1",30.12,14
"    65,000",2003,20190126,"서울시","관악구"," 봉천동","1712",84.96,3
"    18,300",2013,20190127,"서울시","관악구"," 봉천동","867-12",20.45,8
"    28,000",2002,20190129,"서울시","관악구"," 봉천동","673-82",67.75,3
"    13,450",2012,20190129,"서울시","관악구"," 봉천동","893-12",14.49,7
"    66,000",2005,20190129,"서울시","관악구"," 봉천동","1718",84.99,19
"    33,500",1997,20190102,"서울시","관악구"," 신림동","1705",59.4,2
"    49,300",2000,20190103,"서울시","관악구"," 신림동","1716",84.8,8
"    38,200",1999,20190104,"서울시","관악구"," 신림동","1715",59.74,8
"    33,500",2004,20190104,"서울시","관악구"," 신림동","1729",59.91,10
"    78,500",2005,20190104,"서울시","관악구"," 신림동","1730",114.84,2
"    30,000",1984,20190105,"서울시","관악구"," 신림동","746-43",41.04,10
"    43,000",1993,20190105,"서울시","관악구"," 신림동","1695",50.57,11
"    42,500",1993,20190106,"서울시","관악구"," 신림동","1695",50.57,17
"    54,500",1984,20190107,"서울시","관악구"," 신림동","746-43",74.22,11
"    32,000",1983,20190111,"서울시","관악구"," 신림동","244",57.43,2
"    33,500",1997,20190111,"서울시","관악구"," 신림동","1705",59.4,7
"    42,000",1996,20190111,"서울시","관악구"," 신림동","1703-1",69.17,10
"    48,700",1993,20190112,"서울시","관악구"," 신림동","1694",59.85,9
"    30,500",1995,20190112,"서울시","관악구"," 신림동","1704-1",59.5,5
"    63,500",1993,20190113,"서울시","관악구"," 신림동","1694",105.36,14
"    62,800",1993,20190113,"서울시","관악구"," 신림동","1694",105.36,7
"    15,150",2018,20190114,"서울시","관악구"," 신림동","626-11",26.66,3
"    15,350",2018,20190114,"서울시","관악구"," 신림동","626-11",27.11,3
"    15,350",2018,20190114,"서울시","관악구"," 신림동","626-11",27.12,3
"    14,350",2018,20190114,"서울시","관악구"," 신림동","626-11",25.31,4
"    15,550",2018,20190114,"서울시","관악구"," 신림동","626-11",28.13,4
"    21,700",2018,20190114,"서울시","관악구"," 신림동","626-11",39.39,4
"    14,050",2018,20190114,"서울시","관악구"," 신림동","626-11",25.31,5
"    15,950",2018,20190114,"서울시","관악구"," 신림동","626-11",28.13,2
"    15,150",2018,20190114,"서울시","관악구"," 신림동","626-11",26.66,2
"    15,350",2018,20190114,"서울시","관악구"," 신림동","626-11",27.11,2
"    14,650",2018,20190114,"서울시","관악구"," 신림동","626-11",25.31,3
"    15,950",2018,20190114,"서울시","관악구"," 신림동","626-11",28.13,3
"    15,350",2018,20190114,"서울시","관악구"," 신림동","626-11",27.12,2
"    14,650",2018,20190114,"서울시","관악구"," 신림동","626-11",25.31,2
"    45,000",1974,20190114,"서울시","관악구"," 신림동","1644",65.09,4
"    15,250",2018,20190114,"서울시","관악구"," 신림동","626-11",28.13,5
"    15,550",2018,20190114,"서울시","관악구"," 신림동","626-11",28.23,5
"    13,000",2012,20190114,"서울시","관악구"," 신림동","497-5",12.89,8
"    37,000",2008,20190115,"서울시","관악구"," 신림동","1735",59.96,17
"    34,000",1993,20190115,"서울시","관악구"," 신림동","1694",34.86,10
"    12,500",2010,20190116,"서울시","관악구"," 신림동","534-1",17.94,4
"    41,500",2016,20190119,"서울시","관악구"," 신림동","1739",82.18,6
"    35,250",2000,20190119,"서울시","관악구"," 신림동","1714",58.55,12
"    30,000",1984,20190119,"서울시","관악구"," 신림동","746-43",41.04,6
"    50,000",2005,20190119,"서울시","관악구"," 신림동","86-3",84.505,9
"    43,500",2003,20190121,"서울시","관악구"," 신림동","1719",90.041,1
"    44,000",1993,20190121,"서울시","관악구"," 신림동","1694",59.85,15
"    47,500",2008,20190126,"서울시","관악구"," 신림동","1735",59.96,19
"    64,000",1993,20190127,"서울시","관악구"," 신림동","1694",119.49,4
"    29,800",1993,20190127,"서울시","관악구"," 신림동","1694",34.86,1
"    32,000",1991,20190128,"서울시","관악구"," 신림동","255-189",84.44,3
"    31,000",1993,20190129,"서울시","관악구"," 신림동","1693",59.94,9
"    25,800",1974,20190130,"서울시","관악구"," 신림동","1644",46.72,3
"    10,500",2010,20190130,"서울시","관악구"," 신림동","534-1",17.94,2
"    46,000",1996,20190131,"서울시","관악구"," 신림동","1703-1",69.17,8
"    23,750",1988,20190131,"서울시","관악구"," 신림동","721-2",43.92,12
"    31,000",1976,20190111,"서울시","광진구"," 중곡동","190-26",55.87,1
"    40,700",2005,20190115,"서울시","광진구"," 중곡동","252-8",84.96,5
"    37,800",1998,20190126,"서울시","광진구"," 중곡동","681",59.82,20
"    40,000",2002,20190129,"서울시","광진구"," 중곡동","109-2",77.22,5
"    68,000",2007,20190110,"서울시","광진구"," 구의동","58-25",143.17,2
"    25,000",2002,20190114,"서울시","광진구"," 구의동","47-23",77.7,3
