선수명,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR
노진혁,NC,115,451,396,111,15,50,75,44,105,2,0.342,0.28,0.353,0.455,0.808,0.356,3.32
김선빈,KIA,140,587,505,145,3,51,61,65,47,13,0.31,0.287,0.373,0.35,0.723,0.34,3.27
마티니,NC,139,576,510,151,16,67,85,51,86,12,0.325,0.296,0.365,0.461,0.826,0.365,3.25
박동원,KIA,112,407,352,86,17,51,53,38,87,1,0.277,0.244,0.333,0.44,0.773,0.343,2.97
허경민,두산,121,493,432,125,8,59,60,36,40,10,0.299,0.289,0.36,0.398,0.758,0.345,2.94
박해민,LG,144,636,570,165,3,97,49,44,85,24,0.332,0.289,0.347,0.368,0.715,0.329,2.87
홍창기,LG,118,525,437,125,1,76,51,59,75,13,0.339,0.286,0.39,0.355,0.745,0.356,2.85
추신수,SSG,112,499,409,106,16,77,58,71,100,15,0.303,0.259,0.382,0.43,0.812,0.373,2.77
렉스,롯데,56,251,218,72,8,32,34,26,44,3,0.381,0.33,0.41,0.495,0.905,0.404,2.67
박찬호,KIA,130,566,493,134,4,81,45,57,67,42,0.303,0.272,0.344,0.341,0.685,0.317,2.57
오재일,삼성,135,536,470,126,21,57,94,57,133,2,0.325,0.268,0.345,0.491,0.836,0.36,2.54
문성주,LG,106,390,327,99,6,55,41,51,36,9,0.325,0.303,0.401,0.422,0.823,0.377,2.5
김재환*,두산,128,517,448,111,23,64,72,61,133,2,0.297,0.248,0.34,0.46,0.8,0.352,2.44
전준우,롯데,120,517,470,143,11,73,68,35,73,6,0.334,0.304,0.35,0.445,0.795,0.351,2.4
알포드,KT,80,323,283,81,14,48,50,33,90,5,0.366,0.286,0.362,0.509,0.871,0.378,2.39
조용호,KT,131,531,474,146,3,52,44,49,74,5,0.358,0.308,0.374,0.382,0.756,0.347,2.27
류지혁,KIA,127,477,405,111,2,55,48,56,83,8,0.339,0.274,0.369,0.346,0.715,0.338,2.25
강민호,삼성,130,444,396,102,13,38,67,41,58,0,0.271,0.258,0.33,0.409,0.739,0.329,2.22
배정대,KT,144,575,508,135,6,64,56,54,126,19,0.339,0.266,0.339,0.356,0.695,0.321,2.18
유강남,LG,139,469,416,106,8,54,47,34,98,0,0.314,0.255,0.326,0.351,0.677,0.313,2.16
황재균,KT,141,581,519,136,10,59,64,53,99,6,0.306,0.262,0.335,0.378,0.713,0.323,2.11
김현준,삼성,118,422,363,100,0,57,22,45,80,6,0.353,0.275,0.365,0.35,0.715,0.337,2.09
김지찬,삼성,113,429,361,101,0,62,26,45,64,25,0.338,0.28,0.361,0.332,0.693,0.328,2.08
채은성,LG,126,526,467,138,12,48,83,28,88,6,0.333,0.296,0.354,0.437,0.791,0.353,2.06
최형우,KIA,132,530,454,120,14,55,70,73,92,1,0.303,0.264,0.366,0.421,0.787,0.355,2.04
노시환,한화,115,490,434,122,6,55,59,48,95,6,0.344,0.281,0.355,0.382,0.737,0.337,2
박민우,NC,104,451,390,104,4,61,39,42,55,21,0.299,0.267,0.351,0.359,0.71,0.326,1.97
김준태,KT,98,270,231,63,4,28,27,33,77,2,0.386,0.273,0.36,0.403,0.763,0.346,1.95
이창진,KIA,111,404,346,104,7,56,48,41,63,3,0.346,0.301,0.374,0.402,0.776,0.354,1.92
김주원,NC,96,326,273,61,10,35,47,32,89,10,0.293,0.223,0.331,0.388,0.719,0.334,1.9
최재훈,한화,114,437,364,81,5,38,30,44,65,1,0.257,0.223,0.339,0.302,0.641,0.313,1.84
고승민,롯데,92,262,234,74,5,31,30,25,47,1,0.377,0.316,0.381,0.453,0.834,0.374,1.68
김재성,삼성,63,185,161,54,3,16,26,18,40,0,0.421,0.335,0.402,0.453,0.855,0.385,1.64
강한울,삼성,93,252,226,73,1,31,26,20,48,4,0.402,0.323,0.375,0.398,0.773,0.352,1.63
구자욱,삼성,99,442,409,120,5,69,38,27,84,11,0.357,0.293,0.34,0.401,0.741,0.332,1.49
김휘집,Hero,112,393,333,74,8,40,36,39,115,0,0.308,0.222,0.326,0.336,0.662,0.313,1.46
김태군,삼성,102,235,205,61,2,20,25,17,34,0,0.343,0.298,0.358,0.38,0.738,0.338,1.41
손아섭,NC,138,617,548,152,4,72,48,59,76,7,0.312,0.277,0.347,0.367,0.714,0.327,1.4
강승호,두산,134,487,444,117,10,54,62,29,100,13,0.316,0.264,0.31,0.399,0.709,0.315,1.4
김강민,SSG,84,202,178,54,5,24,18,18,39,1,0.363,0.303,0.375,0.449,0.824,0.367,1.39
페르난데스,두산,139,550,508,157,6,52,77,35,45,0,0.327,0.309,0.353,0.4,0.753,0.339,1.33
이원석,삼성,88,335,288,77,10,31,60,33,70,0,0.313,0.267,0.346,0.417,0.763,0.341,1.32
박세혁,두산,128,402,351,87,3,33,41,33,71,2,0.299,0.248,0.32,0.316,0.636,0.297,1.21
라가레스,SSG,49,202,181,57,6,24,32,14,18,3,0.319,0.315,0.362,0.464,0.826,0.363,1.2
심우준,KT,132,449,388,93,4,69,34,43,75,23,0.284,0.24,0.316,0.302,0.618,0.291,1.04
박동원,Hero,11,40,33,7,1,1,4,7,8,0,0.25,0.212,0.35,0.394,0.744,0.344,1.01
김인태,두산,83,279,235,58,5,25,25,41,47,1,0.29,0.247,0.366,0.336,0.702,0.334,0.94
이지영,Hero,137,450,420,112,2,38,37,20,44,1,0.294,0.267,0.303,0.326,0.629,0.286,0.89
안권수,두산,76,267,239,71,0,43,20,26,40,3,0.357,0.297,0.368,0.343,0.711,0.334,0.85
전의산,SSG,77,266,241,60,13,36,45,24,84,0,0.324,0.249,0.316,0.481,0.797,0.343,0.84
김도영,KIA,103,254,224,53,3,37,19,22,62,13,0.313,0.237,0.312,0.362,0.674,0.31,0.83
피터스,롯데,85,354,316,72,13,32,48,26,77,7,0.257,0.228,0.299,0.402,0.701,0.313,0.83
이재원,LG,85,253,223,50,13,31,43,18,77,3,0.278,0.224,0.316,0.453,0.769,0.343,0.83
하주석,한화,125,483,445,115,5,50,58,32,126,20,0.347,0.258,0.309,0.342,0.651,0.296,0.8
송성문,Hero,142,601,547,135,13,67,79,45,65,0,0.256,0.247,0.302,0.371,0.673,0.298,0.75
오선진,삼성,100,306,268,74,3,30,24,18,51,2,0.33,0.276,0.328,0.34,0.668,0.307,0.72
황성빈,롯데,102,353,320,94,1,62,16,22,55,10,0.35,0.294,0.341,0.366,0.707,0.324,0.71
양석환,두산,107,446,405,99,20,58,51,32,101,1,0.276,0.244,0.309,0.432,0.741,0.327,0.7
정수빈,두산,127,455,405,105,3,58,41,39,56,15,0.291,0.259,0.323,0.331,0.654,0.302,0.68
김민식,SSG,82,204,168,36,1,23,22,26,33,0,0.257,0.214,0.323,0.286,0.609,0.292,0.68
오윤석,KT,112,337,286,67,6,23,37,34,69,2,0.281,0.234,0.322,0.343,0.665,0.309,0.65
김민식,KIA,22,62,54,13,1,7,6,6,12,0,0.286,0.241,0.311,0.333,0.644,0.296,0.64
김민혁,두산,38,97,88,25,5,11,16,7,25,0,0.345,0.284,0.351,0.477,0.828,0.368,0.6
김태연,한화,119,464,404,97,7,46,53,48,106,3,0.305,0.24,0.325,0.337,0.662,0.307,0.6
황대인,KIA,129,524,476,122,14,40,91,36,92,0,0.288,0.256,0.315,0.401,0.716,0.319,0.51
김대한,두산,51,110,96,23,4,13,11,5,27,2,0.288,0.24,0.315,0.448,0.763,0.343,0.44
권희동,NC,82,280,238,54,5,30,22,32,44,2,0.258,0.227,0.335,0.319,0.654,0.312,0.4
가르시아,LG,39,156,136,28,4,21,19,19,40,4,0.261,0.206,0.308,0.353,0.661,0.306,0.36
김주형,Hero,55,130,110,22,1,16,5,4,29,1,0.259,0.2,0.305,0.309,0.614,0.302,0.36
이우성,KIA,80,137,120,35,1,23,12,12,20,1,0.343,0.292,0.361,0.375,0.736,0.339,0.35
고종욱,KIA,62,114,106,30,2,13,14,7,21,1,0.337,0.283,0.327,0.425,0.752,0.335,0.35
안승한,두산,30,39,36,12,0,5,8,2,12,0,0.5,0.333,0.368,0.417,0.785,0.353,0.34
박준영,NC,75,240,208,45,4,27,19,27,54,7,0.272,0.216,0.308,0.322,0.63,0.295,0.34
이재원,SSG,105,279,234,47,4,27,28,25,44,1,0.228,0.201,0.296,0.278,0.574,0.275,0.34
지시완,롯데,75,199,174,37,3,16,17,20,55,0,0.291,0.213,0.299,0.305,0.604,0.282,0.32
양찬열,두산,41,94,82,20,3,15,12,11,23,0,0.304,0.244,0.333,0.402,0.735,0.334,0.29
김호령,KIA,54,88,77,21,1,21,8,7,22,2,0.37,0.273,0.333,0.351,0.684,0.316,0.26
김인환,한화,113,429,398,104,16,48,54,24,111,2,0.32,0.261,0.305,0.417,0.722,0.317,0.26
김상수,삼성,72,260,235,59,2,30,29,18,44,2,0.298,0.251,0.305,0.323,0.628,0.288,0.24
손호영,LG,36,82,74,19,3,13,14,6,14,0,0.276,0.257,0.309,0.432,0.741,0.328,0.23
조민성,삼성,12,16,13,4,1,3,3,2,7,1,0.6,0.308,0.438,0.538,0.976,0.442,0.21
장준원,KT,35,63,57,14,3,7,10,3,17,1,0.297,0.246,0.283,0.439,0.722,0.314,0.21
박상언,한화,56,151,134,30,4,16,17,11,28,0,0.252,0.224,0.281,0.366,0.647,0.29,0.21
이병헌,삼성,3,4,4,3,0,1,1,0,1,0,1,0.75,0.75,1,1.75,0.766,0.2
라모스,KT,18,80,72,18,3,10,11,4,18,2,0.288,0.25,0.304,0.417,0.721,0.322,0.2
허도환,LG,64,92,85,21,1,7,6,2,26,0,0.345,0.247,0.281,0.341,0.622,0.282,0.19
신용수,롯데,49,73,68,16,2,8,7,4,15,3,0.275,0.235,0.288,0.441,0.729,0.323,0.16
김태근,두산,2,6,4,2,0,0,2,1,1,0,0.667,0.5,0.667,0.75,1.417,0.632,0.15
이재용,NC,8,6,5,1,1,1,2,1,2,0,0,0.2,0.333,0.8,1.133,0.455,0.11
강현구,두산,3,5,3,1,0,0,0,1,0,0,0.333,0.333,0.6,0.333,0.933,0.506,0.1
송찬의,LG,33,78,72,17,3,8,10,2,24,2,0.304,0.236,0.282,0.417,0.699,0.309,0.1
최경모,SSG,98,75,73,22,0,16,4,1,18,2,0.4,0.301,0.311,0.329,0.64,0.288,0.08
유상빈,한화,17,49,46,15,0,3,4,0,11,0,0.417,0.326,0.319,0.435,0.754,0.326,0.07
임지열,Hero,40,148,131,36,1,16,15,10,43,1,0.393,0.275,0.331,0.344,0.675,0.311,0.07
김선우,KIA,3,4,3,1,0,1,0,0,0,0,0.333,0.333,0.5,0.333,0.833,0.444,0.06
박승욱,롯데,100,228,198,45,1,29,16,16,69,8,0.344,0.227,0.292,0.298,0.59,0.277,0.06
김기환,NC,73,131,113,25,0,26,6,13,38,14,0.329,0.221,0.31,0.283,0.593,0.285,0.06
김성윤,삼성,48,49,42,8,1,14,2,5,10,10,0.226,0.19,0.292,0.333,0.625,0.292,0.06
최용제,두산,1,1,0,0,0,0,0,0,0,0,,,1,,,0.871,0.06
문상준,KT,2,3,3,1,0,0,0,0,2,0,1,0.333,0.333,0.667,1,0.419,0.04
최준우,SSG,10,16,12,3,0,0,1,3,3,0,0.3,0.25,0.375,0.25,0.625,0.311,0.04
김재혁,삼성,15,39,33,8,0,5,3,4,9,4,0.32,0.242,0.333,0.273,0.606,0.294,0.04
최주환,SSG,97,333,298,63,9,36,41,29,56,0,0.23,0.211,0.288,0.362,0.65,0.293,0.04
김세민,롯데,4,4,1,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.378,0.04
권혁경,KIA,2,2,2,1,0,0,1,0,0,0,0.5,0.5,0.5,0.5,1,0.452,0.03
권광민,한화,32,87,71,16,0,6,8,13,30,0,0.372,0.225,0.345,0.296,0.641,0.311,0.03
전민재,두산,35,46,45,13,0,11,0,0,12,3,0.394,0.289,0.289,0.311,0.6,0.269,0.01
변우혁,한화,21,61,61,16,3,5,8,0,21,0,0.351,0.262,0.262,0.459,0.721,0.307,0.01
김민수(내),롯데,57,156,140,36,0,9,11,9,48,0,0.391,0.257,0.32,0.3,0.62,0.294,0.01
김동진,삼성,5,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.5,0.75,0.314,0.01
박정우,KIA,16,3,3,1,0,2,2,0,1,0,0.5,0.333,0.333,0.333,0.666,0.301,0
전진영,KT,4,3,3,1,0,0,1,0,0,0,0.333,0.333,0.333,0.333,0.666,0.301,0
박유연,두산,13,19,17,4,0,0,2,1,5,0,0.333,0.235,0.316,0.235,0.551,0.276,0
하재훈,SSG,60,114,107,23,6,18,13,4,40,1,0.27,0.215,0.246,0.458,0.704,0.299,0
안상현,SSG,46,47,38,6,2,12,5,5,12,2,0.167,0.158,0.273,0.316,0.589,0.278,-0.01
이재홍,Hero,4,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.25,0.5,0.226,-0.02
백용환,한화,4,5,5,1,0,1,0,0,1,0,0.25,0.2,0.2,0.4,0.6,0.251,-0.02
최승민,NC,44,34,34,11,0,19,3,0,7,6,0.407,0.324,0.324,0.324,0.648,0.292,-0.03
김민혁,KT,132,434,373,106,0,47,35,37,62,6,0.338,0.284,0.349,0.322,0.671,0.313,-0.03
이명기,NC,94,341,300,78,0,36,23,30,56,5,0.317,0.26,0.331,0.317,0.648,0.305,-0.03
신준우,Hero,76,54,43,6,0,6,0,7,19,0,0.25,0.14,0.288,0.209,0.497,0.26,-0.03
강민국,Hero,3,4,3,0,0,0,1,1,1,0,0,0,0.25,0,0.25,0.189,-0.03
나지완,KIA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
전경원,SSG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
고우석(타),LG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
이명기,Hero,2,4,4,1,0,0,0,0,2,0,0.5,0.25,0.25,0.25,0.5,0.226,-0.04
노수광,한화,117,361,315,72,4,33,30,32,107,17,0.329,0.229,0.299,0.362,0.661,0.3,-0.04
추재현,롯데,33,66,58,13,0,10,5,7,17,1,0.317,0.224,0.318,0.293,0.611,0.293,-0.04
문상철,KT,28,52,49,11,2,5,4,3,17,1,0.3,0.224,0.269,0.408,0.677,0.296,-0.04
장두성,롯데,53,28,23,4,0,7,0,5,11,4,0.333,0.174,0.321,0.174,0.495,0.264,-0.04
안익훈,LG,14,4,3,0,0,0,0,1,0,0,0,0,0.25,0,0.25,0.189,-0.04
안중열,롯데,33,84,71,11,2,8,2,11,19,0,0.18,0.155,0.286,0.239,0.525,0.264,-0.05
이정범,SSG,7,11,11,3,0,2,1,0,2,0,0.333,0.273,0.273,0.273,0.546,0.246,-0.06
김기연,LG,12,9,9,2,0,0,1,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.06
최민창,LG,4,5,5,1,0,1,0,0,1,0,0.25,0.2,0.2,0.2,0.4,0.181,-0.06
임석진,KIA,10,17,14,1,1,4,1,2,9,0,0,0.071,0.235,0.286,0.521,0.256,-0.06
박민,KIA,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06
김호은,LG,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06
송승환,두산,11,28,28,7,1,3,4,0,7,0,0.3,0.25,0.25,0.393,0.643,0.277,-0.07
홍현빈,KT,61,92,76,18,0,8,2,10,26,4,0.36,0.237,0.326,0.263,0.589,0.285,-0.07
김준완,Hero,111,398,317,61,1,43,28,64,71,1,0.242,0.192,0.339,0.246,0.585,0.298,-0.07
조형우,SSG,9,13,12,2,0,2,1,1,3,0,0.222,0.167,0.231,0.25,0.481,0.224,-0.07
박주홍,Hero,21,57,49,11,0,4,3,8,18,0,0.355,0.224,0.333,0.286,0.619,0.293,-0.08
이천웅,LG,19,23,20,4,0,3,0,3,3,0,0.235,0.2,0.304,0.2,0.504,0.256,-0.08
예진원,Hero,20,14,10,1,0,0,0,3,3,0,0.143,0.1,0.308,0.1,0.408,0.244,-0.08
문상인,KT,11,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,-0.08
류승현,KIA,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08
신범수,KIA,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08
이형종,LG,26,63,53,14,0,3,7,5,10,0,0.304,0.264,0.323,0.321,0.644,0.296,-0.09
서건창,LG,77,247,219,49,2,39,18,20,44,8,0.27,0.224,0.299,0.306,0.605,0.284,-0.09
정범모,NC,5,7,7,1,0,0,1,0,1,0,0.167,0.143,0.143,0.143,0.286,0.129,-0.09
권민석,두산,16,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,-0.09
오태양,NC,15,4,3,0,0,5,0,0,1,2,0,0,0.25,0,0.25,0.218,-0.09
장운호,한화,57,146,122,29,1,12,15,17,24,0,0.283,0.238,0.34,0.287,0.627,0.301,-0.1
박계범,두산,77,168,145,32,2,21,14,12,40,5,0.286,0.221,0.29,0.317,0.607,0.278,-0.1
전민수,NC,20,41,40,11,0,3,2,1,14,0,0.423,0.275,0.293,0.325,0.618,0.278,-0.11
석정우,SSG,9,9,9,2,0,1,0,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.11
허관회,한화,15,25,23,5,0,3,1,1,7,1,0.313,0.217,0.25,0.304,0.554,0.249,-0.11
조대현,KT,6,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.11
박정현,한화,81,220,205,50,3,23,19,12,56,6,0.322,0.244,0.289,0.317,0.606,0.278,-0.12
김재현,SSG,18,20,18,4,0,2,4,0,3,0,0.267,0.222,0.222,0.278,0.5,0.22,-0.12
김민수(외),롯데,5,7,7,1,0,0,1,0,4,0,0.333,0.143,0.143,0.143,0.286,0.129,-0.12
이유찬,두산,13,31,29,7,1,3,2,0,12,1,0.353,0.241,0.233,0.345,0.578,0.246,-0.13
유준규,KT,7,16,14,3,0,3,0,1,6,0,0.375,0.214,0.267,0.214,0.481,0.231,-0.13
김영웅,삼성,13,15,15,2,1,2,1,0,7,0,0.143,0.133,0.133,0.333,0.466,0.192,-0.13
김수윤,NC,10,18,17,2,1,1,2,1,7,0,0.111,0.118,0.167,0.353,0.52,0.221,-0.13
한석현,LG,6,10,9,2,0,1,0,0,3,0,0.333,0.222,0.222,0.222,0.444,0.201,-0.14
김재호,두산,102,264,223,48,1,26,21,28,33,0,0.244,0.215,0.304,0.26,0.564,0.272,-0.14
이정훈,KIA,6,10,8,0,0,0,0,2,3,0,0,0,0.2,0,0.2,0.151,-0.14
김규남,SSG,2,5,5,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.14
장승현,두산,60,109,96,20,0,6,9,5,27,0,0.286,0.208,0.274,0.24,0.514,0.249,-0.15
허인서,한화,8,19,18,3,0,1,0,1,8,0,0.3,0.167,0.211,0.167,0.378,0.183,-0.15
신민재,LG,14,3,3,0,0,2,0,0,0,2,0,0,0,0,0,0,-0.15
양승혁,KT,11,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.17
정진기,NC,39,59,53,10,1,4,4,6,19,1,0.273,0.189,0.271,0.283,0.554,0.26,-0.18
윤동희,롯데,4,13,13,2,0,1,1,0,2,0,0.182,0.154,0.154,0.231,0.385,0.166,-0.18
이시원,KT,31,16,15,2,0,6,1,0,4,2,0.182,0.133,0.188,0.133,0.321,0.167,-0.18
김시앙,Hero,13,14,12,1,0,1,0,1,8,0,0.25,0.083,0.154,0.083,0.237,0.128,-0.18
안재석,두산,99,264,235,50,3,22,17,19,71,4,0.288,0.213,0.281,0.294,0.575,0.267,-0.19
이상호,LG,60,80,72,18,0,9,5,4,6,1,0.273,0.25,0.299,0.278,0.577,0.271,-0.2
이태훈,삼성,10,18,17,3,0,2,0,1,6,0,0.273,0.176,0.222,0.176,0.398,0.193,-0.2
이흥련,SSG,22,55,45,6,0,4,1,5,22,0,0.261,0.133,0.25,0.178,0.428,0.224,-0.2
최상민,SSG,27,18,14,1,0,3,1,3,4,3,0.1,0.071,0.235,0.071,0.306,0.187,-0.2
이호연,롯데,88,222,205,50,2,20,16,11,38,3,0.291,0.244,0.289,0.332,0.621,0.281,-0.21
홍성호,두산,12,19,18,3,0,3,0,1,7,0,0.273,0.167,0.211,0.167,0.378,0.183,-0.21
이현석,SSG,9,15,15,2,0,0,1,0,5,0,0.2,0.133,0.133,0.133,0.266,0.12,-0.21
김성표,삼성,17,18,17,2,0,5,0,1,5,2,0.167,0.118,0.167,0.118,0.285,0.142,-0.21
조수행,두산,117,134,119,28,1,36,9,10,31,22,0.303,0.235,0.295,0.311,0.606,0.281,-0.22
김재현,Hero,56,88,82,17,1,4,9,2,19,0,0.254,0.207,0.233,0.293,0.526,0.235,-0.22
공민규,삼성,15,22,19,3,0,0,2,1,10,0,0.3,0.158,0.227,0.158,0.385,0.197,-0.22
박준태,Hero,52,84,70,11,1,9,10,11,33,0,0.278,0.157,0.289,0.257,0.546,0.271,-0.22
강백호,KT,62,264,237,58,6,24,29,23,44,0,0.275,0.245,0.312,0.371,0.683,0.306,-0.23
김웅빈,Hero,45,135,115,26,1,17,11,13,38,0,0.329,0.226,0.326,0.313,0.639,0.303,-0.23
최영진,삼성,43,91,80,15,2,5,10,8,20,2,0.224,0.188,0.278,0.313,0.591,0.277,-0.23
박석민,NC,16,58,47,7,0,3,2,9,8,0,0.179,0.149,0.298,0.191,0.489,0.258,-0.24
오준혁,SSG,47,67,61,14,0,3,6,5,15,0,0.304,0.23,0.288,0.262,0.55,0.26,-0.25
한승택,KIA,65,119,102,18,1,11,12,9,30,0,0.236,0.176,0.261,0.225,0.486,0.239,-0.26
서예일,두산,35,27,25,4,0,2,2,1,6,0,0.211,0.16,0.192,0.2,0.392,0.182,-0.26
이재현,삼성,75,239,230,54,7,23,23,5,44,0,0.263,0.235,0.254,0.343,0.597,0.264,-0.27
안주형,삼성,18,23,20,3,0,2,2,1,6,0,0.2,0.15,0.182,0.15,0.332,0.158,-0.28
이해창,한화,4,11,10,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.28
이병규,Hero,24,40,38,7,0,7,5,2,11,1,0.259,0.184,0.225,0.263,0.488,0.226,-0.29
신성현,두산,17,25,23,2,1,3,2,2,5,1,0.059,0.087,0.16,0.217,0.377,0.176,-0.29
윤정빈,삼성,13,10,10,0,0,1,0,0,5,0,0,0,0,0,0,0,-0.29
김태훈,KT,7,10,10,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.29
최항,SSG,15,24,20,2,0,0,1,2,7,0,0.143,0.1,0.208,0.1,0.308,0.175,-0.3
장진혁,한화,41,132,116,27,2,11,17,12,28,2,0.281,0.233,0.298,0.302,0.6,0.277,-0.31
원혁재,한화,11,23,21,2,0,2,0,2,12,0,0.222,0.095,0.174,0.143,0.317,0.16,-0.32
이성규,삼성,13,34,27,2,0,5,1,5,8,0,0.105,0.074,0.265,0.074,0.339,0.216,-0.32
김민성,LG,92,157,140,29,3,16,20,10,27,0,0.234,0.207,0.273,0.3,0.573,0.266,-0.33
김태진,Hero,70,272,250,68,0,35,20,17,28,1,0.305,0.272,0.32,0.3,0.62,0.289,-0.34
도태훈,NC,91,163,139,30,2,18,13,13,23,0,0.239,0.216,0.282,0.309,0.591,0.272,-0.34
천재환,NC,29,36,35,5,1,4,1,0,11,1,0.174,0.143,0.167,0.257,0.424,0.189,-0.35
김호재,삼성,21,29,28,4,0,1,1,1,9,0,0.211,0.143,0.172,0.179,0.351,0.163,-0.35
김수환,Hero,57,168,140,25,4,18,14,21,56,0,0.259,0.179,0.297,0.307,0.604,0.288,-0.36
이영빈,LG,60,83,76,14,1,16,5,7,25,0,0.26,0.184,0.253,0.263,0.516,0.242,-0.37
오영수,NC,83,259,231,55,6,25,31,22,58,0,0.288,0.238,0.309,0.359,0.668,0.305,-0.38
김규성,KIA,70,52,50,9,1,14,4,1,12,0,0.216,0.18,0.196,0.28,0.476,0.212,-0.38
권동진,KT,48,40,38,5,0,9,4,1,16,4,0.227,0.132,0.154,0.211,0.365,0.166,-0.38
정민규,한화,9,24,23,3,0,3,0,0,11,0,0.25,0.13,0.167,0.13,0.297,0.149,-0.38
오재원,두산,18,31,29,5,0,2,4,1,9,1,0.238,0.172,0.194,0.241,0.435,0.193,-0.39
이원석,한화,20,39,35,4,1,4,1,3,18,0,0.188,0.114,0.184,0.2,0.384,0.183,-0.4
강태율,롯데,19,38,32,3,0,0,3,2,9,0,0.13,0.094,0.171,0.125,0.296,0.156,-0.4
오태곤,SSG,130,295,263,61,4,48,23,15,68,11,0.294,0.232,0.293,0.338,0.631,0.289,-0.41
김병희,KT,41,85,74,15,1,8,6,7,26,0,0.292,0.203,0.294,0.27,0.564,0.273,-0.41
김태진,KIA,7,4,4,0,0,2,0,0,2,0,0,0,0,0,0,0,-0.41
송준석,삼성,17,32,29,4,0,3,1,1,5,0,0.167,0.138,0.194,0.138,0.332,0.169,-0.42
임종찬,한화,20,57,53,10,2,2,6,3,23,0,0.276,0.189,0.228,0.321,0.549,0.233,-0.43
이주형,Hero,32,85,71,12,1,7,8,10,27,0,0.25,0.169,0.294,0.211,0.505,0.26,-0.43
