"month","nation","itemNm","imxprt","weight","dollar"
"202004","중국","대게","수출",6000,118300
"202004","홍콩","게","수출",44565,1549868
"202004","대만","게","수출",8168,385797
"202004","러시아","게","수입",553890,19019968
"202004","태국","게","수출",987,45618
"202004","인도네시아","게","수입",17,1447
"202004","베트남","게","수출",7265,309516
"202004","일본","게","수입",1485,15322
"202004","필리핀","게","수출",550,22850
"202004","미국","게","수출",465,26202
"202004","미국","게","수입",1948.31,36286
"202004","싱가포르","게","수출",2358,81305
"202004","중국","게","수출",136193,5358556
"202004","중국","게","수입",619220,1304799
"202004","노르웨이","게","수입",8088.77,335442
"202004","대만","그 밖의 새우류","수입",143.8,30003
"202004","스리랑카","그 밖의 새우류","수입",3,2047
"202004","태국","그 밖의 새우류","수입",25,7007
"202004","인도네시아","그 밖의 새우류","수입",146.1,6311
"202004","태국","기타","수입",8,3621
"202004","인도네시아","기타","수입",10,2263
"202004","대만","기타","수입",10,200
"202004","카나다","기타","수출",10,111
"202004","인도네시아","기타","수입",11.2,288
"202004","일본","기타","수입",3800,10712
"202004","미국","기타","수출",349,6441
"202004","중국","기타","수출",25825,35462
"202004","홍콩","대구","수출",332.4,10634
"202004","중국","대구","수입",108,360
"202004","카나다","기타 어류의 머리 꼬리","수출",52.8,818
"202004","카나다","기타 어류의 머리 꼬리","수출",52.8,818
"202004","러시아","기타 어류의 머리 꼬리","수입",27840,99461
"202004","인도네시아","기타 어류의 머리 꼬리","수입",3,71
"202004","미국","기타 어류의 머리 꼬리","수출",3055.8,55481
"202004","중국","기타 어류의 머리 꼬리","수입",15593,51676
"202004","미국","닭새우류","수입",600,18600
"202004","일본","클램","수출",11780,118202
"202004","일본","클램","수입",46323,166826
"202004","중국","클램","수출",149630,75151
"202004","중국","클램","수입",116498,238899
"202004","대만","곱상어","수입",34131,97227
"202004","뉴질랜드","곱상어","수입",11160,22392
"202004","나미비아","곱상어","수입",49334,152148
"202004","스페인","곱상어","수입",24742,79818
"202004","바누아트","곱상어","수입",6895,21347
"202004","카나다","해삼","수출",8,267
"202004","일본","해삼","수입",1050,11436
"202004","미국","해삼","수출",101,2918
"202004","싱가포르","해삼","수출",12,88
"202004","중국","해삼","수출",560,4940
"202004","대만","수생무척추동물의","수입",39,2716
"202004","인도네시아","수생무척추동물의","수입",948,50778
"202004","베트남","수생무척추동물의","수입",30,10541
"202004","미국","수생무척추동물의","수입",1,142
"202004","호주","수생무척추동물의","수입",442,19202
"202004","싱가포르","수생무척추동물의","수출",41,471
"202004","싱가포르","수생무척추동물의","수입",12,129
"202004","중국","수생무척추동물의","수입",20158,266714
"202004","카나다","우렁쉥이","수출",45.4,813
"202004","미국","우렁쉥이","수출",203.4,973
"202004","호주","우렁쉥이","수출",90,2411
"202004","싱가포르","우렁쉥이","수출",200,700
"202004","알제리","수생무척추동물의","수출",100,138
"202004","카나다","수생무척추동물의","수출",142.56,615
"202004","인도네시아","수생무척추동물의","수출",1000,3867
"202004","미국","수생무척추동물의","수출",10042.08,30965
"202004","카나다","미역","수출",100.5,1613
"202004","러시아","미역","수출",6000,75252
"202004","중국","파래","수입",14407.48,8719
"202004","카나다","다시마","수출",612.44,1400
"202004","베트남","다시마","수출",77.8,985
"202004","미국","다시마","수출",284.6,2807
"202004","미국","다시마","수입",0.33,6
"202004","중국","다시마","수출",18,451
"202004","중국","다시마","수입",1920,1175
"202004","베트남","브레그마세로티대과외6종무리에놀레피디대과어류 건조한것","수입",6.1,7
"202004","중국","브레그마세로티대과외6종무리에놀레피디대과어류 건조한것","수입",6000,66224
"202004","미국","다랭이","수입",5.28,132
"202004","캄보디아","다랭이류","수출",1092.43,6235
"202004","홍콩","다랭이류","수출",61,440
"202004","몽고","다랭이류","수출",4006.8,23030
"202004","카나다","다랭이류","수출",3967.2,29675
"202004","태국","다랭이류","수출",658,3913
"202004","베트남","다랭이류","수출",4820,49636
"202004","베트남","다랭이류","수입",17856,45075
"202004","괌","다랭이류","수출",270,1674
"202004","부루나이","다랭이류","수출",198.45,1951
"202004","필리핀","다랭이류","수출",3146.4,19375
"202004","가나","다랭이류","수출",30,90
"202004","뉴질랜드","다랭이류","수출",144,926
"202004","미국","다랭이류","수출",1800,10986
"202004","호주","다랭이류","수출",12346.08,66209
"202004","이스라엘","다랭이류","수입",134.8,754
"202004","싱가포르","다랭이류","수출",48,213
"202004","중국","다랭이류","수출",13821.5,105424
"202004","홍콩","다랭이류","수출",300,2025
"202004","몽고","다랭이류","수출",6030,34625
"202004","카나다","다랭이류","수출",5972.4,45583
"202004","인디아","다랭이류","수출",35,30
"202004","인도네시아","다랭이류","수출",2043.6,12946
"202004","베트남","다랭이류","수출",7443,48905
"202004","베트남","다랭이류","수입",18612,54490
"202004","일본","다랭이류","수출",3240,19918
"202004","뉴질랜드","다랭이류","수출",2958,17541
"202004","아랍에미리트연합","다랭이류","수출",96,814
"202004","미국","다랭이류","수출",94468.03,520836
"202004","호주","다랭이류","수출",4230,26660
"202004","싱가포르","다랭이류","수출",3115.2,20214
"202004","중국","다랭이류","수출",49596,284033
"202004","말레이시아","다랭이류","수출",406.32,2697
"202004","이탈리아","황새치","수출",45982.7,272567
"202004","대만","황새치","수입",154227.2,796118
"202004","일본","황새치","수출",47206,206926
"202004","포르투갈","황새치","수출",48134,220574
"202004","싱가포르","황새치","수출",24194,112612
"202004","중국","황새치","수입",148965,776742
"202004","파나마","황새치","수입",31334,168591
"202004","바누아트","황새치","수입",108863.5,512004
"202004","세이셜","황새치","수입",34145.6,181462
"202004","기니아","기타어류","수출",110160,109920
"202004","멕시코","기타어류","수입",25425,35947
"202004","미얀마","기타어류","수입",10275,22977
"202004","홍콩","기타어류","수출",299,2229
"202004","남아프리카","기타어류","수입",9219,32785
"202004","기네비소","기타어류","수출",1060,782
"202004","대만","기타어류","수출",39430,165012
"202004","대만","기타어류","수입",55160,232283
"202004","아르헨티나","기타어류","수입",280850,1410589
"202004","카나다","기타어류","수출",200,1857
"202004","러시아","기타어류","수입",180382,417041
"202004","우루과이","기타어류","수입",1320,6925
"202004","우루과이","기타어류","수입",1320,6925
"202004","인디아","기타어류","수입",109205,327856
"202004","인도네시아","기타어류","수입",117374,309428
"202004","베트남","기타어류","수출",147285,292809
"202004","베트남","기타어류","수입",52192.12,210426
"202004","일본","기타어류","수출",158044.4,405442
"202004","일본","기타어류","수입",12613,93886
"202004","필리핀","기타어류","수출",150736,120148
"202004","가나","기타어류","수출",236085,201862
"202004","파키스탄","기타어류","수입",2190,3383
"202004","미국","기타어류","수출",8638.6,27723
"202004","미국","기타어류","수입",225112.23,539776
"202004","우크라이나","기타어류","수출",25497,45918
"202004","브라질","기타어류","수입",76390,312654
"202004","호주","기타어류","수출",16380,16499
"202004","탄자니아","기타어류","수출",48912.55,66700
"202004","세네갈","기타어류","수출",68420,56532
"202004","중국","기타어류","수출",448331.4,1046251
"202004","중국","기타어류","수입",217663,310536
"202004","코르디봐르","기타어류","수출",40791,50304
"202004","스페인","기타어류","수입",42004.5,183091
"202004","바누아트","기타어류","수입",73959,214604
"202004","세이셜","기타어류","수입",4034,16634
"202004","미국","청어","수입",3.68,130
"202004","태국","정어리","수입",14105,44695
"202004","필리핀","정어리","수입",3410,5604
"202004","미국","정어리","수입",25.009,554
"202004","미국","정어리","수입",27,550
"202004","중국","민어","수입",185670,883451
"202004","대만","눈다랑어","수입",56812.9,227496
"202004","튀니지","눈다랑어","수출",3000,3910
"202004","태국","눈다랑어","수출",106000,132390
"202004","베트남","눈다랑어","수출",24000,36089
"202004","일본","눈다랑어","수출",65690.5,544564
"202004","일본","눈다랑어","수입",3453.4,12990
"202004","필리핀","눈다랑어","수출",113000,144563
"202004","중국","눈다랑어","수출",15649.1,67879
"202004","스페인","눈다랑어","수출",32000,41356
"202004","바누아트","눈다랑어","수입",404.6,1543
"202004","세이셜","눈다랑어","수입",690.5,2633
"202004","일본","기타어류","수입",8923,147985
"202004","미국","기타어류","수출",252,7838
"202004","싱가포르","기타어류","수출",370,4155
"202004","중국","기타어류","수입",175657,1431391
"202004","중국","갯지렁이","수입",53441,698044
"202004","대만","산호","수입",6,890
"202004","일본","산호","수입",12.1,137
"202004","중국","산호","수입",2125,2476
"202004","중국","첩패각과 지첩패각","수입",373050,185765
"202004","대만","연체동물","수출",173,4495
"202004","베트남","연체동물","수입",18000,3666
"202004","일본","연체동물","수출",1215,19742
"202004","중국","연체동물","수출",52800,30480
"202004","중국","연체동물","수입",40000,8481
"202004","베트남","기타패각","수입",201046.4,35167
"202004","일본","기타패각","수입",115000,9588
"202004","중국","기타패각","수입",889731.1,150247
"202004","홍콩","양식진주","수출",1.2,550
"202004","홍콩","양식진주","수입",1.1,711
"202004","태국","양식진주","수출",1.1,716
"202004","일본","양식진주","수입",8.83,47427
"202004","중국","양식진주","수입",12,3268
"202004","인도네시아","양식진주","수입",0.65,3013
"202004","태국","기타 냉동연육","수입",48000,136815
"202004","인디아","기타 냉동연육","수입",235520,572320
"202004","인도네시아","기타 냉동연육","수입",456000,929192
"202004","베트남","기타 냉동연육","수출",2000,7572
"202004","베트남","기타 냉동연육","수입",4631000,7691876
"202004","파키스탄","기타 냉동연육","수입",216000,333583
"202004","미국","기타 냉동연육","수입",205080,494384
"202004","중국","기타 냉동연육","수입",772000,975147
"202004","말레이시아","기타 냉동연육","수출",60,56
"202004","네덜란드","기타 냉동연육","수출",204,1220
"202004","카나다","기타 냉동연육","수출",1067,7557
"202004","인도네시아","기타 냉동연육","수출",720,5672
"202004","베트남","기타 냉동연육","수입",220000,304897
"202004","일본","기타 냉동연육","수출",9398.7,126640
"202004","뉴질랜드","기타 냉동연육","수출",954,7380
"202004","미국","기타 냉동연육","수출",7645.8,57627
"202004","호주","기타 냉동연육","수출",2561.8,17761
"202004","싱가포르","기타 냉동연육","수출",39,336
"202004","베트남","어류의 고운 가루ㆍ거친 가루","수출",4.8,206
"202004","일본","어류의 고운 가루ㆍ거친 가루","수입",300,5688
"202004","미국","어류의 고운 가루ㆍ거친 가루","수출",0.08,7
"202004","노르웨이","어류의 고운 가루ㆍ거친 가루","수입",3600,15840
"202004","싱가포르","새조개","수출",120,1141
"202004","일본","바지락","수출",688200,1912059
"202004","싱가포르","바지락","수출",200,1269
"202004","중국","바지락","수입",2057380,2082997
"202004","카나다","우렁쉥이","수출",12,169
"202004","미국","우렁쉥이","수출",469.2,4872
"202004","싱가포르","우렁쉥이","수출",60,246
"202004","온두라스","어류외기타 분.조분","수입",50000,49547
"202004","대만","어류외기타 분.조분","수출",54000,39770
"202004","태국","어류외기타 분.조분","수출",72000,63344
"202004","인도네시아","어류외기타 분.조분","수출",1332000,1048393
"202004","에쿠아도르","어류외기타 분.조분","수입",24000,28560
"202004","베트남","어류외기타 분.조분","수출",3165000,2553828
"202004","필리핀","어류외기타 분.조분","수출",18000,14644
"202004","중국","어류외기타 분.조분","수출",24000,72160
"202004","노르웨이","어류외기타 분.조분","수입",23400,58500
"202004","노르웨이","어류외기타 분.조분","수입",23400,58500
"202004","페루","어류의 분.조분","수입",651010,902940
"202004","그루지야","어류의 분.조분","수입",4.93,39
"202004","미얀마","어류의 분.조분","수입",100000,135000
"202004","덴마아크","어류의 분.조분","수입",242490.9,435012
"202004","솔로몬군도","어류의 분.조분","수입",40000,30800
"202004","러시아","어류의 분.조분","수입",245035,308391
"202004","미령사모아","어류의 분.조분","수입",37286,39710
"202004","베트남","어류의 분.조분","수입",356000,385115
"202004","일본","어류의 분.조분","수출",334140,224493
"202004","일본","어류의 분.조분","수입",3,17
"202004","뉴질랜드","어류의 분.조분","수입",100020,160032
"202004","모리타니아","어류의 분.조분","수입",0.425,12
"202004","미국","어류의 분.조분","수입",208590,382212
"202004","칠레","어류의 분.조분","수입",2137334,3603874
"202004","아이슬란드","어류의 분.조분","수입",99190,173087
"202004","프랑스","기타소금","수입",104.211,4506
"202004","오스트리아","기타소금","수입",2,124
"202004","불가리아","기타소금","수입",50,27
"202004","이탈리아","기타소금","수입",3755.648,4796
"202004","체코공화국","기타소금","수입",9.1,357
"202004","덴마아크","기타소금","수입",0.3,7
"202004","캄보디아","기타소금","수출",23.04,99
"202004","카자흐","기타소금","수출",703.85,3602
"202004","홍콩","기타소금","수출",77.3,763
"202004","홍콩","기타소금","수입",3.3,2
"202004","독일","기타소금","수출",1400,7896
"202004","독일","기타소금","수입",153.798,11028
"202004","라오스","기타소금","수출",144,183
"202004","대만","기타소금","수출",17.64,308
"202004","네덜란드","기타소금","수출",20,99
"202004","몽고","기타소금","수출",423,1581
"202004","카나다","기타소금","수출",2580,2854
"202004","카나다","기타소금","수입",8002.49,50155
"202004","리투아니아","기타소금","수입",20,320
"202004","러시아","기타소금","수출",19325.3,17816
"202004","태국","기타소금","수출",100,137
"202004","인도네시아","기타소금","수출",800,637
"202004","베트남","기타소금","수출",41469,42860
"202004","베트남","기타소금","수입",3.24,24
"202004","일본","기타소금","수출",1945000.5,46759
"202004","일본","기타소금","수입",2175.121,10540
"202004","필리핀","기타소금","수출",516.42,1300
"202004","뉴질랜드","기타소금","수입",1.38,28
"202004","파키스탄","기타소금","수출",5,20
"202004","파키스탄","기타소금","수입",12349.85,13614
"202004","스위스","기타소금","수입",100.5,3846
"202004","과테말라","기타소금","수출",200,37
"202004","미국","기타소금","수출",40052,86960
"202004","미국","기타소금","수입",15512.132,127071
"202004","호주","기타소금","수입",52286.593,28295
"202004","이스라엘","기타소금","수입",1,31
"202004","싱가포르","기타소금","수출",1127,1098
"202004","싱가포르","기타소금","수입",18,432
"202004","폴란드","기타소금","수입",15156,14003
"202004","중국","기타소금","수출",1363.4,17635
"202004","중국","기타소금","수입",3079059.71,315346
"202004","쿠웨이트","기타소금","수출",7.2,73
"202004","앙골라","기타소금","수출",15,1327
"202004","기타국","기타소금","수입",243.06,759
"202004","말레이시아","기타소금","수출",878.5,12232
"202004","칠레","기타소금","수출",200,200
"202004","영국","기타소금","수출",150,211
"202004","영국","기타소금","수입",13.282,2042
"202004","요르단","기타소금","수입",5.5,43
"202004","스페인","기타소금","수출",340,6676
"202004","스페인","기타소금","수입",3.565,111
"202004","오스트리아","순염화나트륨","수입",245000,73693
"202004","덴마아크","순염화나트륨","수입",174257,105003
"202004","독일","순염화나트륨","수출",1.65,23
"202004","독일","순염화나트륨","수입",95,3631
"202004","대만","순염화나트륨","수출",0.52,29
"202004","태국","순염화나트륨","수출",10,30
"202004","태국","순염화나트륨","수입",315000,85552
"202004","일본","순염화나트륨","수출",450,101
"202004","일본","순염화나트륨","수입",6031.035,7338
"202004","뉴질랜드","순염화나트륨","수입",630400,192408
"202004","미국","순염화나트륨","수출",25,6
"202004","미국","순염화나트륨","수입",14442.601,80058
"202004","중국","순염화나트륨","수출",24575,16896
"202004","중국","순염화나트륨","수입",1000,1587
"202004","말레이시아","순염화나트륨","수출",30,87
"202004","말레이시아","순염화나트륨","수입",1,1
"202004","영국","순염화나트륨","수출",12,178
"202004","영국","순염화나트륨","수입",5,30
"202004","프랑스","식염","수입",16517.85,42223
"202004","멕시코","식염","수출",14,162
"202004","오스트리아","식염","수출",1080,1351
"202004","오스트리아","식염","수입",9450,7038
"202004","사우디아라비아","식염","수출",560,537
"202004","이탈리아","식염","수입",381.6,12344
"202004","캄보디아","식염","수출",590,802
"202004","카자흐","식염","수출",219,1440
"202004","홍콩","식염","수출",7215,11665
"202004","이라크","식염","수출",34,31
"202004","독일","식염","수출",0.24,76
"202004","독일","식염","수입",2.01,69
"202004","네덜란드","식염","수입",40,144
"202004","몽고","식염","수출",511.75,553
"202004","카나다","식염","수출",22523.7,24200
"202004","카나다","식염","수입",2.425,25
"202004","카나다","식염","수입",2.425,25
"202004","태국","식염","수출",385,500
"202004","인디아","식염","수입",7000,30305
"202004","베트남","식염","수출",8004.2,11048
"202004","베트남","식염","수입",521.512,2774
"202004","괌","식염","수출",243,346
"202004","일본","식염","수출",7278,7794
"202004","일본","식염","수입",10.94,261
"202004","필리핀","식염","수출",311726.75,35775
"202004","가나","식염","수출",40,191
"202004","뉴질랜드","식염","수출",3300,3728
"202004","뉴질랜드","식염","수입",94800,19529
"202004","아랍에미리트연합","식염","수출",544,2857
"202004","미국","식염","수출",129051.63,153686
"202004","미국","식염","수입",2054.627,7359
"202004","우크라이나","식염","수출",60,63
"202004","호주","식염","수출",10044.05,17308
"202004","호주","식염","수입",0.45,9
"202004","이스라엘","식염","수입",84,36
"202004","키리바티","식염","수출",114000,12128
"202004","싱가포르","식염","수출",1524.5,2170
"202004","싱가포르","식염","수입",76.16,82
"202004","폴란드","식염","수입",1000.9,4099
"202004","중국","식염","수출",22921.19,29816
"202004","중국","식염","수입",36808830,2377336
"202004","말레이시아","식염","수출",93.6,1779
"202004","마카오","식염","수출",8,6
"202004","영국","식염","수출",1412.8,2058
"202004","영국","식염","수입",4363.5,33050
"202004","북마나리아나군도","식염","수출",612,443
"202004","프랑스","천일염","수입",1313.5,20470
"202004","오스트리아","천일염","수입",2160,2671
"202004","이탈리아","천일염","수입",120,4646
"202004","홍콩","천일염","수출",234.02,1511
"202004","몽고","천일염","수출",75,105
"202004","카나다","천일염","수출",2493,2184
"202004","러시아","천일염","수출",458554.04,71946
"202004","터키","천일염","수입",0.885,5
"202004","인디아","천일염","수입",178870000,6184261
"202004","괌","천일염","수출",130,189
"202004","일본","천일염","수출",20078,25872
"202004","파키스탄","천일염","수입",94890,4365
"202004","미국","천일염","수출",17565.58,29274
"202004","미국","천일염","수입",3002.88,7956
"202004","호주","천일염","수출",3960,3515
"202004","호주","천일염","수입",168600000,6123472
"202004","그리스","천일염","수입",136,1479
"202004","중국","천일염","수출",10100,10068
"202004","중국","천일염","수입",4473000,305283
"202004","마이크로네시아","천일염","수출",110000,22600
"202004","요르단","천일염","수입",16000,8029
"202004","칠레","송어","수입",1230,20983
"202004","알제리","가자미","수출",160,135
"202004","카나다","가자미","수출",403.2,2188
"202004","인도네시아","가자미","수출",288,1831
"202004","뉴질랜드","가자미","수출",326.1,2226
"202004","미국","가자미","수출",7950.03,42139
"202004","미국","가자미","수입",107726,526937
"202004","호주","가자미","수출",96,531
"202004","싱가포르","가자미","수출",43.48,311
"202004","중국","가자미","수입",1584,29318
"202004","일본","재첩","수출",14180,57502
"202004","중국","재첩","수입",43800,18116
"202004","카나다","틸라피아","수출",1,144
"202004","미국","틸라피아","수출",601.799,18829
"202004","미국","틸라피아","수입",1.56,32
"202004","중국","백합","수입",847240,894399
"202004","미국","넙치류","수입",8400,42260
"202004","이탈리아","황새치","수출",1707.4,14827
"202004","대만","황새치","수입",12511.3,180827
"202004","일본","황새치","수출",210872.8,1514594
"202004","일본","황새치","수입",2106.1,40767
"202004","필리핀","황새치","수출",13479,13725
"202004","호주","황새치","수입",407.1,6818
"202004","중국","황새치","수입",1402.9,24367
"202004","바누아트","황새치","수입",4177.2,73891
"202004","세이셜","황새치","수입",1488.4,30114
"202004","프랑스","참다랑어","수입",53924.3,1155399
"202004","이탈리아","참다랑어","수입",104099.7,2799580
"202004","튀니지","참다랑어","수입",2559.4,97647
"202004","터키","참다랑어","수입",2112.3,81840
"202004","일본","참다랑어","수출",9342.6,170668
"202004","모로코","참다랑어","수입",11787.9,288893
"202004","중국","참다랑어","수출",7429.1,246644
"202004","스페인","참다랑어","수입",1016.1,42618
"202004","프랑스","다랑어","수출",120016.3,1359087
"202004","이탈리아","다랑어","수출",24287.7,270848
"202004","대만","다랑어","수입",20458.4,258647
"202004","카나다","다랑어","수출",200,2200
"202004","일본","다랑어","수출",748691.6,7516596
"202004","일본","다랑어","수입",8347.9,105573
"202004","필리핀","다랑어","수출",46694.6,40894
"202004","가나","다랑어","수입",35799.4,190680
"202004","중국","다랑어","수출",20695,49858
"202004","중국","다랑어","수입",19340,163309
"202004","스페인","다랑어","수출",44001.4,300944
"202004","세이셜","다랑어","수입",1762.7,18835
"202004","미국","기타","수출",25.3,844
"202004","페루","붕장어의 것","수입",66996,466717
"202004","에쿠아도르","붕장어의 것","수입",4302,19764
"202004","일본","붕장어의 것","수출",14383,215309
"202004","일본","붕장어의 것","수출",14383,215309
"202004","중국","붕장어의 것","수입",15060,119494
"202004","미국","쥐치의 것","수출",0.5,55
"202004","이탈리아","기타어류의","수출",1320,4777
"202004","대만","기타어류의","수입",7983,133180
"202004","네덜란드","기타어류의","수입",55320,155865
"202004","카나다","기타어류의","수출",3258,19365
"202004","러시아","기타어류의","수입",14680,72013
"202004","태국","기타어류의","수출",316.8,3916
"202004","인도네시아","기타어류의","수출",1060.8,8109
"202004","베트남","기타어류의","수입",29920,131415
"202004","일본","기타어류의","수출",41524,379191
"202004","필리핀","기타어류의","수출",4578,5614
"202004","뉴질랜드","기타어류의","수출",2367.5,19210
"202004","뉴질랜드","기타어류의","수입",3998.4,23750
"202004","미국","기타어류의","수출",32762.64,423268
"202004","미국","기타어류의","수입",46000,146765
"202004","호주","기타어류의","수출",111.44,862
"202004","싱가포르","기타어류의","수출",244.8,1874
"202004","중국","기타어류의","수입",85893.6,330744
"202004","노르웨이","기타어류의","수입",292872,1370322
"202004","아이슬란드","기타어류의","수입",498,11508
"202004","미국","명태 냉동연육","수입",2667760,9045370
"202004","러시아","명태 냉동연육","수입",27210.64,45171
"202004","중국","피조개 종패용","수입",58707,77677
"202004","일본","피조개","수출",25692.72,421585
"202004","중국","피조개","수출",1149527,1886877
"202004","미얀마","갑각류","수입",3600,54993
"202004","홍콩","갑각류","수출",0.6,80
"202004","튀니지","갑각류","수입",118332,491360
"202004","바레인","갑각류","수입",29838,127477
"202004","러시아","갑각류","수입",31630,610398
"202004","태국","갑각류","수입",7650,112429
"202004","베트남","갑각류","수입",7000,22839
"202004","일본","갑각류","수출",2920,14479
"202004","파키스탄","갑각류","수입",173948.8,538245
"202004","미국","갑각류","수출",14345,258112
"202004","싱가포르","갑각류","수출",50,265
"202004","세네갈","갑각류","수출",1480,1208
"202004","중국","갑각류","수출",7600,11523
"202004","중국","갑각류","수입",197274.8,709793
"202004","앙골라","갑각류","수입",16971.23,113707
"202004","칠레","갑각류","수입",11759,66539
"202004","영국","갑각류","수입",16.49,94
"202004","아일랜드","노르웨이 바닷가재","수입",576,17346
"202004","알제리","어란","수출",65,153
"202004","카나다","어란","수출",52.8,1122
"202004","일본","어란","수출",100,800
"202004","미국","어란","수출",292.8,8312
"202004","대만","멸치","수출",72,535
"202004","몽고","멸치","수출",3.6,79
"202004","루안다","멸치","수출",2,30
"202004","미국","멸치","수입",2,115
"202004","싱가포르","멸치","수출",151.5,2551
"202004","폴란드","멸치","수출",0.3,15
"202004","대만","명태","수출",110,2127
"202004","카나다","명태","수출",56,1889
"202004","베트남","명태","수출",40,773
"202004","미국","명태","수출",1632,11484
"202004","태국","어류","수입",21008,139824
"202004","인도네시아","어류","수입",11200,92970
"202004","일본","어류","수출",7014,48488
"202004","일본","어류","수입",2027.6,50495
"202004","필리핀","어류","수입",7500,60090
"202004","미국","어류","수입",0.333,12
"202004","영국","어류","수입",8.5,78
"202004","이탈리아","어류의 수우프","수입",511.2,6640
"202004","캄보디아","어류의 수우프","수출",140.4,633
"202004","홍콩","어류의 수우프","수출",2091,5611
"202004","독일","어류의 수우프","수입",2.89,43
"202004","카나다","어류의 수우프","수출",1088.7,4174
"202004","인도네시아","어류의 수우프","수출",80,2491
"202004","베트남","어류의 수우프","수출",675,4012
"202004","괌","어류의 수우프","수출",108,601
"202004","일본","어류의 수우프","수출",980.04,42391
"202004","일본","어류의 수우프","수입",0.29,22
"202004","필리핀","어류의 수우프","수출",1005.6,4258
"202004","뉴질랜드","어류의 수우프","수출",54,289
"202004","미국","어류의 수우프","수출",16076,76322
"202004","호주","어류의 수우프","수출",324,1743
"202004","싱가포르","어류의 수우프","수출",120,735
"202004","싱가포르","어류의 수우프","수입",4.5,61
"202004","말레이시아","어류의 수우프","수출",108,449
"202004","영국","어류의 수우프","수입",0.9,47
"202004","북마나리아나군도","어류의 수우프","수출",174,1207
"202004","미얀마","기타의 새우류의 새우살","수입",3600,27705
"202004","홍콩","기타의 새우류의 새우살","수출",2,16
"202004","아르헨티나","기타의 새우류의 새우살","수입",19927.2,245435
"202004","태국","기타의 새우류의 새우살","수입",153745.94,1843643
"202004","인디아","기타의 새우류의 새우살","수입",94274,685599
"202004","인도네시아","기타의 새우류의 새우살","수입",48828.5,308686
"202004","베트남","기타의 새우류의 새우살","수입",1524787.585,13450626
"202004","중국","기타의 새우류의 새우살","수입",312053.85,2132125
"202004","칠레","기타의 새우류의 새우살","수입",4008,27254
"202004","태국","비단잉어","수입",2,405
"202004","일본","비단잉어","수입",64,4411
"202004","체코공화국","기타","수입",30,2789
"202004","대만","기타","수입",117,14890
"202004","스리랑카","기타","수입",306,13597
"202004","태국","기타","수입",1522,203154
"202004","인도네시아","기타","수입",1540.3,88633
"202004","인도네시아","기타","수입",1540.3,88633
"202004","일본","기타","수입",15.24,665
"202004","싱가포르","기타","수입",191,32888
"202004","중국","기타","수입",22,7392
"202004","일본","가오리","수입",71453.5,359623
"202004","필리핀","가오리","수출",10,16
"202004","중국","가오리","수입",75780,276167
"202004","카나다","기타 수생무척추동물의","수출",40,1285
"202004","일본","기타 수생무척추동물의","수입",0.3,59
"202004","미국","기타 수생무척추동물의","수출",891,5018
"202004","호주","기타 수생무척추동물의","수출",3818.6,14926
"202004","중국","기타 수생무척추동물의","수입",10001,47747
"202004","인도네시아","해삼","수입",1918.2,67162
"202004","필리핀","해삼","수입",270,25110
"202004","중국","해삼","수출",0.5,584
"202004","중국","해삼","수출",3022,149732
"202004","에스토니아","볼낙","수입",73150.9,107920
"202004","카나다","볼낙","수입",8145,6945
"202004","러시아","볼낙","수입",72127,134656
"202004","포르투갈","볼낙","수입",106143.04,229267
"202004","미국","볼낙","수입",18000,31395
"202004","중국","볼낙","수입",19952,95494
"202004","노르웨이","볼낙","수입",23200,33653
"202004","아이슬란드","볼낙","수입",208047,530386
"202004","스페인","볼낙","수입",28221.45,50136
"202004","홍콩","아귀","수출",20,146
"202004","남아프리카","아귀","수입",7686,30744
"202004","인도네시아","아귀","수출",3000,9710
"202004","베트남","아귀","수출",500,1191
"202004","미국","아귀","수입",134100,626499
"202004","브라질","아귀","수입",11330,48006
"202004","호주","아귀","수출",7355.5,42015
"202004","싱가포르","아귀","수출",2620,8696
"202004","중국","아귀","수입",2243800,3203795
"202004","카나다","먹장어","수입",43520,130560
"202004","미국","먹장어","수입",219779,656699
"202004","인도네시아","밀크피쉬","수입",190000,236671
"202004","기니아","민어","수입",963984.7,4779137
"202004","기네비소","민어","수입",84211.3,481038
"202004","감비아","민어","수입",57005,263199
"202004","인디아","민어","수입",29310,42191
"202004","인도네시아","민어","수입",1500,1725
"202004","베트남","민어","수입",5400,16275
"202004","필리핀","민어","수출",42.3,488
"202004","시에라리온","민어","수입",177799,860562
"202004","콩고민주공화국","민어","수입",114534,487633
"202004","파키스탄","민어","수입",80950,206373
"202004","미국","민어","수출",4,61
"202004","호주","민어","수출",338,3292
"202004","세네갈","민어","수입",119200,515559
"202004","중국","민어","수입",6750,35492
"202004","중국","까나리","수입",4295890,1989954
"202004","기니아","가오리","수입",1600.8,1726
"202004","미국","가오리","수입",7584.8,14942
"202004","중국","가오리","수출",3194,3957
"202004","노르웨이","가오리","수입",10577,23274
"202004","튀니지","홍어","수입",2.5,18
"202004","아르헨티나","홍어","수입",258758.5,1409207
"202004","카나다","홍어","수입",13812,55939
"202004","우루과이","홍어","수입",34816.7,122333
"202004","베트남","홍어","수출",600,2646
"202004","뉴질랜드","홍어","수입",14450,48407
"202004","미국","홍어","수입",111258.179,553677
"202004","브라질","홍어","수입",860,3544
"202004","호주","홍어","수출",152.5,2090
"202004","중국","홍어","수출",20730,28545
"202004","중국","홍어","수입",33600,86982
