"meanPrice","aptName","siggName","dongName","exclusiveArea","householdCnt","leaseCnt","dongCnt","floorAreaRate","parkingLotCnt"
13.7078947368421,"텐즈힐1","성동구","하왕십리동",84.96,1702,333,21,224,2431
13.88,"서울숲더샵","성동구","행당동",92.24,495,0,3,392,937
6.095625,"답십리청솔우성","동대문구","답십리동",59.74,1542,432,16,258,1377
2.35,"다우하임","동대문구","장안동",29.98,28,0,1,607,22
4.84,"면목삼익","중랑구","면목동",84.99,216,0,3,402,233
4.7,"주함해븐","중랑구","면목동",141.33,19,0,1,206,23
6.355,"용마산금호어울림","중랑구","면목동",84.699,165,0,3,194,201
5.95,"묵동신도1차","중랑구","묵동",84.89,221,0,2,380,247
6.72866666666667,"정릉힐스테이트3차","성북구","정릉동",84.97,522,0,19,179,601
8.0875,"정릉e-편한세상2차","성북구","정릉동",84.4,527,0,10,235,638
7.4675,"월곡두산위브","성북구","하월곡동",84.766,2197,0,30,279,2733
7.561,"두산","성북구","석관동",84.9,1998,0,25,277,2195
5.96263157894737,"SK북한산시티","강북구","미아동",84.86,3830,0,47,271,4804
4.47,"이너스내안에","강북구","미아동",84.96,71,0,1,196,75
6.9621875,"삼성래미안트리베라2차","강북구","미아동",59.38,1330,228,22,239,1580
5.63583333333333,"경남아너스빌(1356)","강북구","미아동",59.964,860,0,11,287,1069
5.99181818181818,"벽산라이브파크","강북구","미아동",114.68,1585,0,19,231,1875
6.417,"SK북한산시티","강북구","미아동",84.92,3830,0,47,271,4804
5.45645833333333,"수유벽산1차","강북구","수유동",84.92,1454,0,13,233,878
7.16807692307692,"삼성래미안","도봉구","창동",84.87,1668,0,18,249,1252
8.04909090909091,"창동신도브래뉴1차","도봉구","창동",84.989,456,0,7,298,664
6.19545454545455,"공릉두산힐스빌","노원구","공릉동",84.9,579,0,8,310,659
3.98273076923077,"태강","노원구","공릉동",49.6,1676,0,21,226,1239
5.17205882352941,"학여울청구","노원구","하계동",59.4,1476,0,16,214,1704
4.67307692307692,"상계현대2차","노원구","상계동",82.68,465,0,4,286,286
5.44521739130435,"상계현대3차","노원구","상계동",84.96,494,0,6,243,400
5.17,"갈현현대","은평구","갈현동",84.87,278,0,2,261,286
2.69,"효민아크로뷰","은평구","대조동",27.51,21,0,1,479,9
7.79230769230769,"백련산힐스테이트1차","은평구","응암동",84.59,1106,78,16,191,1344
5.05964285714286,"현대2차","은평구","신사동",84.83,380,0,3,350,247
5.77,"문화촌현대","서대문구","홍제동",59.94,768,0,4,280,775
6.79134615384615,"홍제원현대(홍제원힐스테이트)","서대문구","홍제동",59.93,939,0,15,269,1352
7.55,"DMC두산위브","서대문구","북가좌동",84.9631,235,0,4,237,269
9.33583333333333,"서강한화오벨리스크스위트","마포구","창전동",84.96,192,0,3,390,335
7.37833333333333,"목동성원(763-1)","양천구","목동",59.85,155,0,2,335,182
10.96,"대원칸타빌2단지","양천구","목동",84.98,392,0,5,299,523
8.30666666666667,"신안(422)","강서구","마곡동",84.97,253,0,3,200,253
5.98,"방화태승훼미리2차","강서구","방화동",83.58,71,0,1,239,84
7.68833333333333,"신도림현대","구로구","구로동",80.01,450,0,3,300,379
5.24,"구로지웰","구로구","구로동",59.651,148,0,2,223,124
5.75,"다울숲","구로구","구로동",84.32,79,0,2,229,91
6.38304347826087,"구로중앙하이츠(1269)","구로구","구로동",82.3019,597,0,5,341,617
5.914,"동아한신","구로구","고척동",84.92,355,0,4,293,448
7.76,"천왕연지타운2단지","구로구","천왕동",101.92,1018,670,16,192,1364
3.89833333333333,"건영2차","금천구","시흥동",61.14,619,0,3,244,434
8.09875,"상도삼호","동작구","상도동",114.63,682,221,5,295,432
11.1466666666667,"우성1차","동작구","신대방동",126.16,1335,0,16,209,1335
8.32975609756098,"현대","동작구","신대방동",84.57,880,0,6,301,892
5.922,"낙성대현대1차","관악구","봉천동",61.74,251,0,3,223,300
6.16,"건영1차","관악구","신림동",74.16,492,0,3,204,492
5.42695652173913,"문정시영","송파구","문정동",35.46,1316,0,10,215,900
5.925,"현대","강동구","천호동",60.76,156,0,2,191,108
16.2,"광화문풍림스페이스본2단지","종로구","사직동",163.33,87,0,1,377,219
7.44264705882353,"종로센트레빌","종로구","숭인동",59.92,416,0,6,187,514
4.72666666666667,"진양","중구","충무로4가",71.93,284,0,1,147,144
8.87882352941176,"롯데캐슬베네치아","중구","황학동",84.92,1870,336,6,557,2902
7.24238095238095,"롯데캐슬베네치아","중구","황학동",59.94,1870,336,6,557,2902
7.709,"한강타운","용산구","산천동",59.69,289,0,3,215,242
1.94642857142857,"용산큐브(도시형)","용산구","문배동",13.01,99,0,1,835,45
6.23333333333333,"태성","용산구","한남동",59.95,40,0,1,0,0
7.61875,"한남아이파크","용산구","한남동",46.2439,10,0,1,787,8
7.61875,"한남아이파크(도시형)","용산구","한남동",46.2439,270,0,1,787,240
7.2047619047619,"마장현대","성동구","마장동",59.91,1017,0,11,334,1096
7.67,"두산","성동구","행당동",59.94,251,0,2,394,210
12.3976923076923,"서울숲한신더휴","성동구","행당동",114.97,1410,0,20,295,1535
8.20588235294118,"벽산","성동구","금호동1가",59.9,1707,0,20,219,2371
11.018,"서울숲대림","성동구","성수동1가",59.885,372,0,6,281,380
9.53571428571428,"트리마제","성동구","성수동1가",25.3284,688,0,4,319,1120
14.01,"중앙하이츠빌","성동구","성수동1가",84.9673,256,0,3,249,294
13.4275,"광장현대3단지","광진구","광장동",84.97,1056,0,10,249,512
5.35,"동북아스위트힐(107)","광진구","광장동",84.64,13,0,1,214,15
4.8972,"전농우성","동대문구","전농동",59.78,1234,0,15,228,1200
6.9225,"동아","동대문구","답십리동",84.72,741,0,7,328,838
10.0355555555556,"장안래미안2차","동대문구","장안동",112.92,1786,0,24,299,2073
8.37365573770492,"장안래미안2차","동대문구","장안동",81.05,1786,0,24,299,2073
7.34764705882353,"청량리신현대","동대문구","회기동",84.96,736,0,8,225,736
6.27833333333333,"휘경미소지움","동대문구","휘경동",84.87,345,0,5,283,401
6.347125,"쌍용","동대문구","이문동",59.99,1318,0,15,343,1529
6.54166666666667,"중앙하이츠빌","동대문구","이문동",59.4,302,0,6,296,387
2.6,"삼성제이드","중랑구","면목동",53.86,26,0,1,220,24
6.91333333333333,"상봉우정","중랑구","상봉동",81.783,375,0,5,297,442
5.8345652173913,"한신,한진","성북구","돈암동",68.13,4515,580,31,276,4932
6.92875,"돈암브라운스톤","성북구","돈암동",59.99,1074,0,16,238,1177
6.82127272727273,"한신,한진","성북구","돈암동",84.87,4515,580,31,276,4932
7.405,"동선브라운스톤","성북구","동소문동7가",59.96,194,0,4,234,228
8.3,"동선브라운스톤","성북구","동소문동7가",84.96,194,0,4,234,228
6.68714285714286,"보문아이파크","성북구","보문동3가",59.49,431,0,8,233,480
4.7655,"정릉스카이쌍용","성북구","정릉동",59.9,406,0,3,373,454
7.04181818181818,"길음뉴타운10단지라온유","성북구","정릉동",84.65,236,23,3,359,341
3.5,"정릉태영","성북구","정릉동",55.46,514,0,6,273,517
3.14083333333333,"정릉중앙하이츠","성북구","정릉동",59.26,261,0,4,268,210
7.84575,"길음뉴타운2단지푸르지오","성북구","길음동",84.97,1634,0,28,254,2088
10.4009090909091,"길음뉴타운6단지래미안","성북구","길음동",84.049,977,0,12,233,1257
6.005,"길음뉴타운3단지푸르지오","성북구","길음동",59.77,434,0,6,254,473
5.2909,"동아에코빌","성북구","상월곡동",59.95,1253,0,15,281,1602
6.18522727272727,"두산","성북구","석관동",59.97,1998,0,25,277,2195
6.36811594202899,"SK북한산시티","강북구","미아동",84.76,3830,0,47,271,4804
4.50297872340426,"벽산라이브파크","강북구","미아동",59.67,1585,0,19,231,1875
5.52017857142857,"벽산라이브파크","강북구","미아동",84.89,1585,0,19,231,1875
6.90576388888889,"SK북한산시티","강북구","미아동",114.85,3830,0,47,271,4804
3.464375,"삼익세라믹","도봉구","쌍문동",58.77,1541,0,14,240,1849
4.13574074074074,"현대1차","도봉구","쌍문동",70.3,783,0,8,242,0
3.0094,"한양2,3,4차","도봉구","쌍문동",59.67,1635,0,9,256,500
3.83326086956522,"한양2,3,4차","도봉구","쌍문동",76.92,1635,0,9,256,500
2.75925,"벽산1차","도봉구","방학동",52.36,489,0,4,213,0
4.57186666666667,"청구","도봉구","방학동",84.97,978,0,10,239,638
6.64583333333333,"대우그린","도봉구","창동",84.93,366,0,5,288,371
6.91,"북한산한신休플러스","도봉구","창동",84.9499,194,0,2,309,332
8.2759756097561,"동아청솔","도봉구","창동",84.97,1981,0,18,249,2300
3.07111111111111,"월계주공2단지","노원구","월계동",44.94,2002,0,16,227,787
7.91444444444444,"하계현대","노원구","하계동",84.896,730,0,12,252,810
4.0775,"동아불암","노원구","상계동",59.4,673,0,5,353,637
4.85357142857143,"상계대림(1301)","노원구","상계동",83.87,230,0,2,326,254
3.67394736842105,"상계주공9단지","노원구","상계동",45.9,2830,0,23,207,1930
5.59906666666667,"상계주공5단지","노원구","상계동",31.98,840,0,19,93,340
4.07845238095238,"상계주공4단지","노원구","상계동",41.3,2136,0,17,204,1502
4.4826724137931,"상계주공12단지","노원구","상계동",49.94,1739,0,15,196,0
5.86428571428571,"두산","노원구","상계동",84.09,763,0,11,224,486
4.119,"은빛1단지","노원구","상계동",59.92,1391,0,10,246,781
4.416875,"상계불암대림","노원구","상계동",59.22,634,0,6,322,711
5.44607142857143,"동아불암","노원구","상계동",84.9,673,0,5,353,637
5.91785714285714,"건영2차","노원구","중계동",75.02,742,0,6,242,520
4.604,"중계주공8단지","노원구","중계동",49.72,696,0,6,191,315
8.86272727272727,"경남,롯데,상아","노원구","중계동",114.57,1890,0,15,234,963
3.83333333333333,"현대","은평구","녹번동",79.52,132,0,1,204,0
9.92057692307692,"북한산푸르지오","은평구","녹번동",84.99,1230,155,22,222,1532
8.22318181818182,"북한산현대힐스테이트3차","은평구","불광동",84.96,1185,0,19,216,1426
7.0113829787234,"북한산현대힐스테이트3차","은평구","불광동",59.99,1185,0,19,216,1426
3.1113125,"신동아","은평구","응암동",52.71,206,0,2,231,0
6.481,"백련산힐스테이트1차","은평구","응암동",59.63,1106,78,16,191,1344
6.9375,"증산중앙하이츠","은평구","증산동",84.81,122,0,1,356,164
1.21791666666667,"디오반(도시형)","은평구","증산동",14.46,112,0,1,248,27
10.23,"충정로SK뷰","서대문구","합동",84.909,180,0,3,244,201
10.26,"독립문삼호","서대문구","영천동",108.63,895,0,8,259,944
6.96542857142857,"문화촌현대","서대문구","홍제동",84.99,768,0,4,280,775
4.1725,"요진","서대문구","북가좌동",59.04,90,0,1,415,144
7.88846153846154,"북가좌삼호","서대문구","북가좌동",114.03,616,0,4,294,0
8.11318181818182,"남가좌현대","서대문구","남가좌동",84.78,1155,0,10,328,1322
12.2914285714286,"래미안공덕3차","마포구","공덕동",59.97,616,0,10,228,687
10.5375,"마포쌍용황금","마포구","마포동",84.9,339,0,6,295,337
7.586,"신촌금호","마포구","창전동",59.21,239,0,3,293,258
8.75871794871795,"성산시영","마포구","성산동",50.54,3710,0,33,148,2968
6.91470588235294,"현대1차","마포구","중동",59.88,477,0,6,353,558
9.78,"상암월드컵파크6단지","마포구","상암동",84.53,484,0,14,161,741
4.78058823529412,"학마을1단지","양천구","신정동",49.99,639,0,6,247,471
6.374,"신정이펜하우스4단지","양천구","신정동",84.96,546,329,12,160,656
5.105,"신정대성유니드2차","양천구","신정동",59.95,186,0,2,248,187
11.7,"목동롯데캐슬마에스트로","양천구","목동",84.9779,410,0,6,217,485
2.57928571428571,"금강","양천구","신월동",59.4,139,0,1,282,138
6.82375,"금호타운","강서구","염창동",59.88,290,0,4,347,282
4.1,"노블레스","강서구","염창동",78.5,18,0,1,249,20
7.30125,"송촌스페이스향","강서구","염창동",84.99,80,0,1,358,149
7.69444444444444,"염창동아1차","강서구","염창동",84.95,778,0,5,316,784
4.94190909090909,"등촌주공8단지","강서구","등촌동",41.85,445,0,5,0,0
1.7,"한백이(915-6)","강서구","화곡동",42.95,18,0,1,299,15
11.4944444444444,"강서힐스테이트","강서구","화곡동",84.99,2603,0,37,259,4418
4.85,"강서뉴타워","강서구","화곡동",82.14,122,0,1,333,170
10.6668103448276,"우장산아이파크e편한세상","강서구","화곡동",84.97,2517,0,42,264,3310
4.35,"보람5차","강서구","화곡동",84.97,92,0,1,0,104
5.08983333333333,"유림노르웨이숲","강서구","화곡동",76.23,225,0,1,518,265
8.6815625,"우장산롯데캐슬","강서구","화곡동",85,1164,0,21,256,1979
7.09092105263158,"강나루현대","강서구","가양동",59.76,642,0,9,377,652
5.28438775510204,"강변3단지","강서구","가양동",39.6,1556,0,12,212,616
5.2375,"그린씨티","강서구","내발산동",84.577,35,0,1,242,38
6.84608695652174,"방화개화","강서구","방화동",101.86,462,0,7,240,635
6.71,"신도림일신건영","구로구","구로동",84.66,124,0,1,384,121
5.47727272727273,"우성현대","구로구","고척동",79.32,440,0,4,217,0
7.17785714285714,"삼환로즈빌","구로구","고척동",84.994,600,0,7,318,671
3.45538461538462,"건영","구로구","개봉동",84.41,209,0,2,313,138
5.85728888888889,"현대","구로구","개봉동",59.94,2412,0,31,320,3060
7.195,"한마을","구로구","개봉동",84.57,1983,0,26,335,2504
5.31740740740741,"삼호","구로구","개봉동",84.88,369,0,2,398,318
4.20083333333333,"동부2차","구로구","오류동",84.9,205,0,2,387,240
1.3945,"가산지웰에스테이트(도시형)","금천구","가산동",16.26,99,0,1,649,39
4.71,"럭키","금천구","시흥동",41.26,986,0,9,123,435
8.264375,"남서울힐스테이트","금천구","시흥동",84.786,1764,0,19,249,2270
14.155,"아크로타워스퀘어","영등포구","영등포동7가",84.69,1221,200,7,369,1398
15.6333333333333,"롯데캐슬엠파이어","영등포구","여의도동",147.8,406,0,2,942,1005
8.36333333333333,"당산쌍용예가클래식","영등포구","당산동3가",68.28,284,0,3,242,285
8.00588235294118,"당산삼성2차","영등포구","당산동4가",59.76,392,0,4,393,392
7.275,"진주맨션","영등포구","문래동5가",83.72,160,0,3,165,160
6.395,"현대3차","영등포구","문래동5가",84.36,166,0,2,0,0
7.49696428571429,"삼환","영등포구","신길동",59.53,1174,0,11,246,1104
6.73071428571429,"신길우성1차","영등포구","신길동",49.64,688,0,6,176,1100
5.33153846153846,"대림현대","영등포구","대림동",59.76,217,0,1,0,0
5.705,"대림문영칸타빌레","영등포구","대림동",84.89,133,0,1,0,188
12.86375,"힐스테이트상도프레스티지","동작구","상도동",84.884,882,0,16,202,1185
12.1936363636364,"e편한세상상도노빌리티","동작구","상도동",59.7827,893,5,8,244,1168
8.2812,"사당자이","동작구","사당동",84.49,719,0,9,287,748
8.24710526315789,"대방대림","동작구","대방동",59.84,1628,0,14,272,2199
8.73521739130435,"대방현대1차","동작구","대방동",84.96,514,0,5,351,524
7.99,"경남","동작구","신대방동",112.05,427,0,5,289,499
6.31984375,"관악우성","관악구","봉천동",59.76,1597,0,8,340,1803
6.53338461538462,"벽산블루밍1차","관악구","봉천동",59.99,2105,0,18,333,2251
8.028,"낙성대현대1차","관악구","봉천동",136.11,251,0,3,223,300
8.25333333333333,"현대","관악구","봉천동",116.86,2134,0,26,245,2561
7.17272727272727,"은천1단지","관악구","봉천동",84.65,180,0,4,200,211
5.69,"은천2단지","관악구","봉천동",59.93,384,0,8,245,337
5.30277777777778,"삼성산주공3단지","관악구","신림동",83.21,1482,0,9,299,1930
6.28719696969697,"관악산휴먼시아2단지","관악구","신림동",84.97,2265,0,32,240,2772
8.239375,"신림푸르지오1차","관악구","신림동",84.79,1456,0,23,297,2134
13.9333333333333,"서초네이처힐3단지","서초구","우면동",84.77,1251,853,17,197,1424
10,"반포이안애1차","서초구","반포동",164.41,11,0,1,248,24
8,"서초대우디오빌프라임","서초구","서초동",64.05,112,0,1,814,196
24.7,"포스코더샵","강남구","대치동",139.54,276,0,4,299,655
30,"대치아이파크","강남구","대치동",114.97,768,0,11,274,1171
17.1,"우성캐릭터199","강남구","도곡동",132.94,199,0,2,620,902
21,"아카데미스위트","강남구","도곡동",164.87,414,0,1,996,808
7.36111111111111,"한신잠실코아","송파구","신천동",41.99,493,0,1,101,455
8.825,"미륭","송파구","가락동",60.72,435,0,4,180,217
5.9,"로즈힐","송파구","가락동",100.85,29,0,2,0,43
11.1053846153846,"송파파인타운10단지","송파구","장지동",59.96,545,356,9,197,552
7.20702941176471,"아남","송파구","오금동",47.88,299,0,2,373,448
7.58923076923077,"거여5단지","송파구","거여동",59.74,605,0,6,344,470
8.29770833333333,"배재현대","강동구","고덕동",59.94,448,0,4,399,456
6.12636363636364,"삼익세라믹","강동구","길동",84.85,83,0,1,0,57
6.7925,"우성(332)","강동구","길동",81.54,162,0,2,212,146
7.48763888888889,"성내삼성","강동구","성내동",59.88,1220,0,10,319,1262
14.35,"현대코랄","강동구","성내동",226.62,19,0,1,397,35
5.39,"중앙하이츠","강동구","천호동",59.85,226,0,1,369,243
5.12333333333333,"천호이연아마빌레","강동구","천호동",80.57,40,0,1,281,42
10,"신동아블루아광화문의꿈","종로구","필운동",111.97,28,0,1,515,39
6.7125,"두산","종로구","창신동",59.95,529,0,3,335,521
5.81909090909091,"창신쌍용2단지","종로구","창신동",79.87,919,0,7,243,902
5.4216,"창신쌍용2단지","종로구","창신동",64.66,919,0,7,243,902
5.61076923076923,"창신쌍용1단지","종로구","창신동",54.7,585,0,5,239,902
12.4,"리더스뷰남산","중구","회현동1가",115.04,233,0,2,970,606
9.55235294117647,"신당삼성","중구","신당동",114.91,994,0,14,253,1307
5.15,"원효","용산구","원효로2가",72.73,75,0,1,0,0
13.075,"텐즈힐1","성동구","하왕십리동",72.52,1702,333,21,224,2431
11.0789655172414,"서울숲한신더휴","성동구","행당동",84.95,1410,0,20,295,1535
8.85782051282051,"대림강변타운","성동구","응봉동",59.76,1150,0,14,295,1349
12.2078260869565,"신금호파크자이","성동구","금호동2가",59.98,1156,198,10,217,1289
9.55625,"쌍용","성동구","성수동1가",59.76,777,0,9,0,796
4.25,"주성아우라","광진구","중곡동",67.8,19,0,1,199,20
13.90425,"구의현대2단지","광진구","구의동",84.91,1606,0,15,307,1391
7,"한강아남","광진구","자양동",59.87,47,0,1,199,47
5.94085714285714,"동아","동대문구","답십리동",59.88,741,0,7,328,838
7.87875,"두산","동대문구","답십리동",114.97,739,0,9,266,782
8.00205128205128,"장안현대홈타운1차","동대문구","장안동",84.87,2182,0,22,308,2990
5.04857142857143,"가야써니빌","동대문구","장안동",114.69,36,0,1,582,62
4.98333333333333,"휘경롯데","동대문구","휘경동",59.94,265,0,2,318,286
5.83809523809524,"현대","동대문구","이문동",59.92,601,0,4,338,705
7.8975,"중앙하이츠빌","동대문구","이문동",114.84,302,0,6,296,387
4.35666666666667,"센트럴파크55","중랑구","상봉동",48.49,50,0,1,342,38
6.526,"중화동양엔파트2차","중랑구","중화동",84.63,118,0,2,402,150
5.6,"묵동한국","중랑구","묵동",114.87,225,0,2,392,265
8.725,"묵동자이2단지","중랑구","묵동",101.91,274,0,2,592,648
5.04268292682927,"신내6단지시영","중랑구","신내동",59.76,1609,0,16,187,937
6.10142857142857,"동성4차","중랑구","신내동",84.08,478,0,4,312,457
7.18464285714286,"신내7단지진로","중랑구","신내동",101.86,818,0,17,210,1265
4.321625,"신내6단지시영","중랑구","신내동",49.77,1609,0,16,187,937
6.93333333333333,"송산","성북구","동소문동4가",111.55,345,0,3,251,323
6.07608695652174,"정릉우성","성북구","정릉동",84.99,823,0,5,309,708
6.50304347826087,"정릉e-편한세상1차","성북구","정릉동",85,739,0,11,243,819
6.711,"중앙하이츠빌2단지","성북구","정릉동",84.6824,745,0,9,263,856
4.01125,"신안파크","성북구","길음동",79.87,252,0,3,0,0
8.91442307692308,"길음뉴타운2단지푸르지오","성북구","길음동",114.73,1634,0,28,254,2088
2.09388888888889,"고려","성북구","종암동",53.57,140,0,4,155,140
5.39875,"극동","성북구","종암동",59.67,297,0,2,272,339
4.06,"그린빌","성북구","장위동",84.69,31,0,1,296,35
7.2,"꿈의숲롯데캐슬","강북구","미아동",59.99,615,105,11,188,716
6.75846153846154,"두산위브트레지움","강북구","미아동",59.54,1370,234,24,223,1777
8.48916666666667,"삼성래미안트리베라2차","강북구","미아동",84.15,1330,228,22,239,1580
6.3121724137931,"삼각산아이원","강북구","미아동",84.705,1344,0,20,256,1665
5.45979310344828,"SK북한산시티","강북구","미아동",59.98,3830,0,47,271,4804
3.52125,"기산그린","강북구","번동",59.94,263,0,2,324,212
5.36846153846154,"한솔솔파크","강북구","번동",84.88,225,0,4,223,255
4.625,"번동솔그린","강북구","번동",84.6,380,0,4,365,311
5.95125,"수유벽산1차","강북구","수유동",122.58,1454,0,13,233,878
4.59571428571429,"삼익세라믹","도봉구","쌍문동",79.98,1541,0,14,240,1849
4.58171428571429,"한양6차","도봉구","쌍문동",83.86,582,0,6,221,417
4.8115,"쌍문청구","도봉구","쌍문동",84.63,236,0,3,302,0
3.831875,"벽산1차","도봉구","방학동",84.96,489,0,4,213,0
5.37,"동부센트레빌","도봉구","방학동",84.983,258,0,4,242,380
3.73473684210526,"우성1차","도봉구","방학동",72.06,658,0,8,247,373
6.07230769230769,"동아그린","도봉구","창동",59.96,449,0,3,284,449
6.64290243902439,"태영창동데시앙","도봉구","창동",84.995,958,0,15,318,1103
6.56111111111111,"삼성래미안","도봉구","창동",73.92,1668,0,18,249,1252
4.96887878787879,"도봉한신","도봉구","도봉동",84.94,2678,0,25,283,2462
9.60333333333333,"그랑빌","노원구","월계동",139.08,3003,0,25,358,3940
4.92,"녹천역두산위브","노원구","월계동",59.9277,326,56,10,168,360
5.849,"롯데캐슬루나","노원구","월계동",59.993,850,11,21,199,1153
7.20842105263158,"미륭,미성,삼호3차","노원구","월계동",59.22,3930,0,32,131,2055
3.2475,"성원4단지","노원구","월계동",39.6,713,0,6,212,390
5.44489130434783,"삼호4차","노원구","월계동",50.18,910,0,7,157,289
6.28093220338983,"미륭,미성,삼호3차","노원구","월계동",50.14,3930,0,32,131,2055
6.64432727272727,"미륭,미성,삼호3차","노원구","월계동",51.48,3930,0,32,131,2055
8.52875,"그랑빌","노원구","월계동",114.97,3003,0,25,358,3940
3.05529411764706,"삼익4단지","노원구","공릉동",39.6,525,0,4,202,260
4.975,"길성그랑프리텔","노원구","공릉동",76.4807,88,0,2,299,91
3.06914285714286,"공릉3단지라이프","노원구","공릉동",39.6,840,0,4,201,272
5.70192307692308,"삼익(737)","노원구","공릉동",84.6,845,0,8,245,730
3.4875,"성림","노원구","상계동",60,240,0,2,373,194
5.36666666666667,"대망드림힐","노원구","상계동",102.014,165,0,1,0,189
3.59525,"청암2단지","노원구","상계동",49.77,602,0,7,263,459
4.3275,"상계현대2차","노원구","상계동",69.26,465,0,4,286,286
6.17566666666667,"한양","노원구","상계동",86.62,492,0,5,202,492
4.45440677966102,"상계주공9단지","노원구","상계동",49.94,2830,0,23,207,1930
4.5871875,"상계주공4단지","노원구","상계동",49.94,2136,0,17,204,1502
6.97409090909091,"상계주공3단지","노원구","상계동",58.01,2213,0,26,178,857
7.58181818181818,"상계주공3단지","노원구","상계동",73.94,2213,0,26,178,857
3.77846153846154,"상계주공13단지","노원구","상계동",49.94,939,0,9,189,469
3.21392307692308,"벽산","노원구","상계동",46.8,1590,0,9,274,583
11.1108333333333,"라이프,청구,신동아","노원구","중계동",115.35,960,0,17,215,1353
3.28875912408759,"중계주공2단지","노원구","중계동",44.52,1800,0,10,207,779
3.37,"거성","은평구","녹번동",63.34,14,0,1,298,15
10.8807142857143,"북한산푸르지오","은평구","녹번동",114.98,1230,155,22,222,1532
5.00962962962963,"경남아너스빌","은평구","구산동",84.69,475,0,9,268,627
6.15,"대주피오레","은평구","응암동",84.92,204,0,2,320,274
7.00666666666667,"충림예하임","서대문구","충정로3가",84.6,46,0,1,243,52
6.62416666666667,"동부센트레빌","서대문구","냉천동",59.86,237,0,3,258,294
6.93952380952381,"천연뜨란채","서대문구","천연동",57.78,1008,0,15,229,1161
5.2222,"풍림2차","서대문구","홍은동",58.5,390,0,3,272,195
12.6071428571429,"삼성","마포구","도화동",84.985,982,0,14,277,1080
7.88285714285714,"성원","마포구","신수동",59.76,260,0,2,367,262
8.51777777777778,"신수현대","마포구","신수동",84.47,210,0,2,247,115
8.87230769230769,"서강GS","마포구","신정동",59.98,538,0,6,359,533
6.18,"망원미원2차","마포구","망원동",93.66,105,0,1,268,103
9.94948717948718,"성산시영","마포구","성산동",59.43,3710,0,33,148,2968
5.81666666666667,"건영월드컵","마포구","중동",58.76,206,0,2,310,250
5.872,"목동우성3차","양천구","신정동",59.69,142,0,1,0,169
6.7125,"푸른마을3단지","양천구","신정동",84.9,440,0,6,243,421
5.90470588235294,"신트리4단지","양천구","신정동",59.73,845,0,8,259,502
8.2,"목동금호베스트빌","양천구","목동",96.83,495,0,5,236,690
6.76666666666667,"월드","양천구","목동",84.1969,86,0,1,299,95
3.2,"나산","양천구","신월동",84.18,106,0,1,393,93
4.03366666666667,"신월보람6차","양천구","신월동",59.232,136,0,2,247,108
4.89,"신안약수","양천구","신월동",70.16,440,0,5,164,0
5.61625,"신월시영","양천구","신월동",50.67,2256,0,20,132,680
4.65,"노블레스2차","강서구","염창동",83.29,19,0,1,249,21
7.60291666666667,"등촌마을서광","강서구","등촌동",84.93,430,0,6,291,455
10.8395833333333,"등촌아이파크","강서구","등촌동",134.8836,1653,0,29,268,2697
5.79291666666667,"태영","강서구","등촌동",59.97,186,0,3,331,181
6.53075,"등촌마을서광","강서구","등촌동",59.67,430,0,6,291,455
2.57333333333333,"화곡성재","강서구","화곡동",76.66,19,0,1,248,20
1.14,"삼성다빈치(도시형)","강서구","화곡동",14.35,104,0,1,445,52
4.14272727272727,"유림노르웨이숲","강서구","화곡동",64.05,225,0,1,518,265
8.02055555555556,"강나루현대","강서구","가양동",84.98,642,0,9,377,652
4.510625,"가양9단지","강서구","가양동",34.44,1005,0,6,196,297
4.69851063829787,"강변3단지","강서구","가양동",34.44,1556,0,12,212,616
8.04,"강서월드메르디앙","강서구","내발산동",84.8945,160,0,3,249,247
3.4572641509434,"방화5단지","강서구","방화동",33.18,1372,0,6,175,522
3.21,"극동","구로구","구로동",55.57,493,0,4,373,198
6.725,"신구로자이","구로구","구로동",84.98,299,0,1,637,497
4.48494117647059,"구로두산위브","구로구","구로동",36.88,660,0,9,252,579
7.4375,"구로주공2차","구로구","구로동",64.62,726,0,6,156,0
5.2816,"구로주공2차","구로구","구로동",41.3,726,0,6,156,0
4.49909090909091,"현대(74-30)","구로구","구로동",56.49,397,0,3,278,238
4.623,"다솜금호","구로구","구로동",59.95,285,0,1,661,221
2.497,"산업인","구로구","고척동",47.01,342,0,10,0,0
3.70333333333333,"동부2차","구로구","오류동",59.58,205,0,2,387,240
4.1725,"한신플러스타운","구로구","오류동",59.91,299,0,5,293,339
3.26,"리치안풍산","구로구","온수동",84.94,53,0,2,175,59
7.14583333333333,"온수힐스테이트","구로구","온수동",102.6,999,56,18,196,1267
4.373,"주공14단지","금천구","독산동",59.22,840,0,5,186,840
9.575,"롯데캐슬골드파크1차","금천구","독산동",84.4623,1743,183,11,297,2282
4.93588888888889,"금천현대","금천구","독산동",59.82,996,0,10,280,853
6.88307692307692,"한신","금천구","독산동",129.66,1000,0,13,249,1000
2.79691176470588,"주공14단지","금천구","독산동",38.64,840,0,5,186,840
5.06182795698925,"벽산5단지","금천구","시흥동",84.97,2810,0,25,270,3146
4.85,"월드메르디앙","금천구","시흥동",82.81,202,0,2,249,194
1.26,"내이처해밀(도시형)","영등포구","영등포동1가",14.24,149,0,1,398,19
5.265,"영등포현대프라자","영등포구","영등포동5가",68.06,115,0,1,460,161
7.42,"당산신동아파밀리에","영등포구","당산동1가",59.4,167,0,4,241,171
