"date","aptName","dong","household","floorAreaRate","numParkinglot","exclusiveArea","floor","price"
2020-06-25,"테헤란아이파크","역삼동",411,255,589,92.6232,18,24.7
2020-06-25,"우성6차","개포동",270,106,270,67.28,2,16.5
2020-06-25,"우성6차","개포동",270,106,270,67.28,4,12
2020-06-25,"마일스디오빌","논현동",260,599,200,36.29,12,3.84
2020-06-25,"신현대(현대9,11,12차)","압구정동",1924,0,2800,108.88,3,25.3
2020-06-25,"세곡푸르지오","세곡동",912,174,1148,74.74,14,12.4
2020-06-25,"삼성","도곡동",231,139,208,54.81,5,13.7
2020-06-25,"도곡한라비발디","도곡동",110,249,156,84.8861,7,17.9
2020-06-25,"도곡렉슬","도곡동",3002,274,4443,119.8906,25,29
2020-06-25,"도곡렉슬","도곡동",3002,274,4443,134.9023,7,33.5
2020-06-25,"도곡렉슬","도곡동",3002,274,4443,84.9984,1,23
2020-06-25,"도곡렉슬","도곡동",3002,274,4443,59.9772,7,16
2020-06-25,"개포우성4차","도곡동",459,149,0,126.46,7,26.75
2020-06-25,"도곡삼성래미안","도곡동",732,291,1122,122.81,6,23
2020-06-26,"개포주공6단지","개포동",1060,0,300,73.26,3,18.3
2020-06-26,"개포주공7단지","개포동",900,0,400,73.26,3,18.3
2020-06-26,"래미안블레스티지","개포동",1957,249,3153,99.967,23,28
2020-06-26,"삼성힐스테이트1단지","삼성동",1144,276,1529,31.402,15,11.63
2020-06-26,"논현한가람","논현동",32,235,43,84.95,3,11.9
2020-06-26,"현대5차","압구정동",224,170,448,82.23,9,28
2020-06-26,"매봉","도곡동",132,386,132,59.82,8,12.7
2020-06-26,"도곡렉슬","도곡동",3002,274,4443,114.9931,21,31
2020-06-26,"도곡렉슬","도곡동",3002,274,4443,134.9023,5,32.8
2020-06-26,"도곡렉슬","도곡동",3002,274,4443,84.9984,10,23.5
2020-06-26,"아카데미스위트","도곡동",414,996,808,128.74,8,17.5
2020-06-26,"타워팰리스2차","도곡동",813,923,2376,162.6,29,29
2020-06-26,"타워팰리스1차","도곡동",1297,919,3695,84.15,28,18.5
2020-06-26,"삼익","도곡동",247,177,272,153.71,7,20.5
2020-06-26,"도곡삼성래미안","도곡동",732,291,1122,89.88,20,19.5
2020-06-27,"역삼디오빌","역삼동",457,966,338,30.03,18,3.25
2020-06-27,"개나리SK뷰","역삼동",240,257,397,84.98,5,25
2020-06-27,"개나리푸르지오","역삼동",332,275,552,133.1686,3,27.5
2020-06-27,"역삼e-편한세상","역삼동",840,282,852,84.991,6,22.5
2020-06-27,"역삼래미안","역삼동",1050,276,1066,59.4,16,17
2020-06-27,"역삼디오빌","역삼동",457,966,338,59.505,20,7.4
2020-06-27,"대청","개포동",822,0,700,49.86,7,13.5
2020-06-27,"대치2단지","개포동",1758,174,1758,49.86,7,13.5
2020-06-27,"현대1차","개포동",416,179,453,177.19,9,27.1
2020-06-27,"우성8차","개포동",261,192,138,79.61,5,18.1
2020-06-27,"대청","개포동",822,0,700,49.86,2,12.7
2020-06-27,"대치2단지","개포동",1758,174,1758,49.86,2,12.7
2020-06-27,"채널리저브","삼성동",78,699,81,84.97,9,13.5
2020-06-27,"미성2차","압구정동",911,0,1093,74.4,15,20.5
2020-06-27,"현대8차","압구정동",515,173,0,107.64,4,24.8
2020-06-27,"세곡푸르지오","세곡동",912,174,1148,84.83,3,13.3
2020-06-27,"강남LH1단지(e편한세상)","세곡동",809,173,998,84.84,9,13.8
2020-06-27,"래미안강남힐즈","자곡동",1020,159,1554,91.96,7,15.5
2020-06-27,"수서1-2단지","일원동",720,177,529,59.96,12,11
2020-06-27,"우성7차","일원동",802,157,641,83.69,13,18.5
2020-06-27,"동익","수서동",330,199,314,84.46,1,13.7
2020-06-27,"강남데시앙포레","수서동",787,165,957,84.92,10,16
2020-06-27,"신동아","수서동",1162,203,325,39.51,7,9.95
2020-06-27,"신동아","수서동",1162,203,325,39.53,6,10.3
2020-06-27,"도곡삼성래미안","도곡동",732,291,1122,84.89,15,20.5
2020-06-27,"양재SK허브프리모","도곡동",176,629,261,67.57,13,7.9
2020-06-27,"도곡렉슬","도곡동",3002,274,4443,59.9772,3,16.5
2020-06-27,"도곡렉슬","도곡동",3002,274,4443,120.8233,19,29.95
2020-06-27,"타워팰리스2차","도곡동",813,923,2376,115.63,28,24
2020-06-27,"역삼우성","도곡동",390,185,468,84.83,10,16.2
2020-06-27,"도곡삼성래미안","도곡동",732,291,1122,122.81,3,25.5
2020-06-28,"선릉LG에클라트(B동)","삼성동",293,700,161,36.35,11,3.5
2020-06-28,"논현신동아파밀리에","논현동",644,245,684,35.73,11,8.68
2020-06-28,"현대1,2차","압구정동",960,224,720,160.28,15,37
2020-06-28,"상록수","일원동",740,109,962,74.54,2,16.6
2020-06-28,"푸른마을","일원동",930,249,930,59.76,13,13
2020-06-28,"신동아","수서동",1162,203,325,39.53,3,10.3
2020-06-28,"신동아","수서동",1162,203,325,39.51,13,10
2020-06-28,"경남","도곡동",348,356,389,84.94,20,16.95
2020-06-28,"도곡렉슬","도곡동",3002,274,4443,59.9937,7,17.5
2020-06-28,"도곡렉슬","도곡동",3002,274,4443,120.8233,1,29.4
2020-06-28,"타워팰리스1차","도곡동",1297,919,3695,164.97,41,32
2020-06-28,"삼성","도곡동",231,139,208,54.81,8,13.9
2020-06-29,"역삼자이","역삼동",408,299,615,114.019,25,29.5
2020-06-29,"프리빌리지(도시형)","역삼동",27,249,16,31.42,6,5.67
2020-06-29,"역삼자이","역삼동",408,299,615,59.9977,23,19
2020-06-29,"개포주공6단지","개포동",1060,0,300,83.21,13,21
2020-06-29,"개포주공7단지","개포동",900,0,400,83.21,13,21
2020-06-29,"래미안블레스티지","개포동",1957,249,3153,84.94,21,27
2020-06-29,"래미안블레스티지","개포동",1957,249,3153,99.919,28,31
2020-06-29,"선릉LG에클라트(B동)","삼성동",293,700,161,36.35,9,3.6
2020-06-29,"신성","신사동",55,195,54,84.9,1,14
2020-06-29,"논현신동아파밀리에","논현동",644,245,684,35.73,12,8.7
2020-06-29,"우민","논현동",70,269,75,74.758,2,8.7
2020-06-29,"강남LH1단지(e편한세상)","세곡동",809,173,998,84.83,3,13.4
2020-06-29,"우성7차","일원동",802,157,641,68.39,1,16
2020-06-29,"삼익","수서동",645,224,650,60,10,11.8
2020-06-29,"신동아","수서동",1162,203,325,39.53,1,10
2020-06-29,"삼익","도곡동",247,177,272,104.01,10,16.5
2020-06-29,"도곡푸르지오2차","도곡동",13,730,79,147.21,3,14
2020-06-29,"대우양재디오빌","도곡동",155,882,123,23.34,13,2.4
2020-06-30,"역삼푸르지오","역삼동",738,283,753,84.9097,8,22.9
2020-06-30,"대청","개포동",822,0,700,39.53,14,11.7
2020-06-30,"대치2단지","개포동",1758,174,1758,39.53,14,11.7
2020-06-30,"대청","개포동",822,0,700,60,8,15
2020-06-30,"대치2단지","개포동",1758,174,1758,60,8,15
2020-06-30,"미성2차","압구정동",911,0,1093,74.4,5,20.5
2020-06-30,"현대3차","압구정동",432,0,864,82.5,9,23.5
2020-06-30,"영동한양1차","압구정동",936,211,561,83.04,3,21
2020-06-30,"우성7차","일원동",802,157,641,84.06,4,18.5
2020-06-30,"래미안개포루체하임","일원동",850,249,1301,71.68,4,20
2020-06-30,"까치마을","수서동",1404,208,1410,39.6,13,8.6
2020-06-30,"강남데시앙포레","수서동",787,165,957,59.81,8,13.4
2020-06-30,"신동아","수서동",1162,203,325,39.53,8,9.95
2020-06-30,"신동아","수서동",1162,203,325,33.18,13,8.68
2020-06-30,"대림아크로빌","도곡동",490,936,1662,130.545,19,18.9
2020-06-30,"도곡렉슬","도곡동",3002,274,4443,114.9931,12,30.2
2020-07-01,"역삼칼라","역삼동",19,256,18,60.66,3,3.5
2020-07-01,"강남역이스턴(도시형)","역삼동",98,687,31,14.78,12,1.95
2020-07-01,"역삼2차아이파크","역삼동",150,273,200,84.891,15,19.6
2020-07-01,"미켈란147","삼성동",67,943,66,83.69,18,14.7
2020-07-01,"선릉역대우아이빌5차","대치동",150,694,154,28.34,13,2.7
2020-07-01,"대치대우아이빌명문가","대치동",210,637,210,34.2,9,2.55
2020-07-01,"푸른마을","일원동",930,249,930,59.76,7,13
2020-07-01,"신동아","수서동",1162,203,325,39.53,1,9.7
2020-07-01,"강남데시앙포레","수서동",787,165,957,114.45,12,19
2020-07-01,"타워팰리스1차","도곡동",1297,919,3695,137.24,53,28
2020-07-02,"테헤란아이파크","역삼동",411,255,589,70.8333,12,21.9
2020-07-02,"래미안블레스티지","개포동",1957,249,3153,99.991,9,29
2020-07-02,"논현신동아파밀리에","논현동",644,245,684,84.52,9,14.7
2020-07-02,"미성2차","압구정동",911,0,1093,74.4,3,20.2
2020-07-02,"한양4차","압구정동",286,187,143,101.09,9,24
2020-07-02,"세곡푸르지오","세곡동",912,174,1148,59.89,2,11.3
2020-07-02,"강남LH1단지(e편한세상)","세곡동",809,173,998,74.74,2,12.45
2020-07-02,"한솔마을","일원동",570,108,1140,84.73,5,17.5
2020-07-02,"까치마을","수서동",1404,208,1410,49.5,7,11.8
2020-07-02,"역삼럭키","도곡동",1094,248,1077,84.97,9,18
2020-07-02,"우성리빙텔","도곡동",39,853,52,120.21,19,11.9999
2020-07-03,"동부센트레빌","역삼동",206,350,208,84.97,1,17.1
2020-07-03,"경남","개포동",678,174,816,96.98,3,21.5
2020-07-03,"개포주공6단지","개포동",1060,0,300,83.7,2,20.2
2020-07-03,"개포주공7단지","개포동",900,0,400,83.7,2,20.2
2020-07-03,"현대1차","개포동",416,179,453,177.19,13,28.5
2020-07-03,"대청","개포동",822,0,700,39.53,11,11.8
2020-07-03,"대치2단지","개포동",1758,174,1758,39.53,11,11.8
2020-07-03,"선릉역대우아이빌5차","대치동",150,694,154,28.34,14,2.97
2020-07-03,"한양4차","압구정동",286,187,143,101.09,6,24
2020-07-03,"수서1-2단지","일원동",720,177,529,59.94,12,12.5
2020-07-03,"역삼럭키","도곡동",1094,248,1077,84.97,14,18.2
2020-07-03,"도곡렉슬","도곡동",3002,274,4443,120.8233,12,31
2020-07-03,"도곡렉슬","도곡동",3002,274,4443,84.9984,8,26.55
2020-07-03,"타워팰리스1차","도곡동",1297,919,3695,137.24,6,27
2020-07-03,"중명하니빌","도곡동",111,251,59,34.11,4,3.25
2020-07-04,"개나리SK뷰","역삼동",240,257,397,84.99,24,26
2020-07-04,"역삼디오슈페리움","역삼동",60,745,122,46.9,22,6
2020-07-04,"개나리래미안","역삼동",438,273,788,144.55,18,28.5
2020-07-04,"역삼IPARK","역삼동",541,273,914,116.285,13,26
2020-07-04,"역삼래미안","역삼동",1050,276,1066,59.4,1,16.9
2020-07-04,"SK허브젠","역삼동",56,649,45,71.91,12,9.3
2020-07-04,"대청","개포동",822,0,700,39.53,13,12.1
2020-07-04,"대치2단지","개포동",1758,174,1758,39.53,13,12.1
2020-07-04,"선릉LG에클라트(B동)","삼성동",293,700,161,48.81,13,7.6
2020-07-04,"로데오현대","신사동",138,308,124,90.94,9,13.5
2020-07-04,"뉴현대","신사동",10,247,13,61.08,6,6.5
2020-07-04,"논현동부센트레빌","논현동",160,298,239,84.9875,12,15.6
2020-07-04,"논현한진로즈힐","논현동",81,222,124,103.96,3,14.9
2020-07-04,"현대3차","압구정동",432,0,864,82.5,8,23.95
2020-07-04,"현대8차","압구정동",515,173,0,107.64,7,25
2020-07-04,"강남데시앙파크","세곡동",546,169,850,114.69,4,13.3
2020-07-04,"세곡푸르지오","세곡동",912,174,1148,74.74,9,12.95
2020-07-04,"세곡푸르지오","세곡동",912,174,1148,59.89,6,11.1
2020-07-04,"래미안강남힐즈","자곡동",1020,159,1554,101.94,8,16.8
2020-07-04,"수서1-2단지","일원동",720,177,529,49.68,13,10.8
2020-07-04,"푸른마을","일원동",930,249,930,84.93,3,16.5
2020-07-04,"수서1-2단지","일원동",720,177,529,39.98,5,8.48
2020-07-04,"수서1-2단지","일원동",720,177,529,39.98,10,8.53
2020-07-04,"삼성","수서동",680,211,1020,59.86,10,13.97
2020-07-04,"강남더샵포레스트","수서동",400,199,840,124.5802,8,24
2020-07-04,"강남데시앙포레","수서동",787,165,957,114.45,13,19.4
2020-07-04,"강남데시앙포레","수서동",787,165,957,59.81,1,13.46
2020-07-04,"경남","도곡동",348,356,389,59.76,18,14.25
2020-07-04,"도곡한라비발디","도곡동",110,249,156,84.8861,5,18.4
2020-07-04,"도곡렉슬","도곡동",3002,274,4443,120.8233,21,30
2020-07-04,"현대비젼21","도곡동",232,990,291,34.995,21,3.95
2020-07-04,"도곡한신","도곡동",421,212,0,58.46,4,14.5
2020-07-04,"역삼럭키","도곡동",1094,248,1077,84.97,7,17.9
2020-07-04,"개포럭키","도곡동",128,187,130,79.89,6,17.35
2020-07-05,"대림역삼","역삼동",129,325,129,59.99,11,14.5
2020-07-05,"요진와이시티미니(도시형)","역삼동",91,249,22,12.94,3,1.8
2020-07-05,"역삼디오빌","역삼동",457,966,338,30.03,18,3.5
2020-07-05,"삼성힐스테이트1단지","삼성동",1144,276,1529,31.402,19,11.7
2020-07-05,"래미안신사","신사동",63,206,82,84.89,4,14.7
2020-07-05,"푸른마을","일원동",930,249,930,59.76,13,13.5
2020-07-05,"신동아","수서동",1162,203,325,33.18,10,9.5
2020-07-05,"양재SK허브프리모","도곡동",176,629,261,63.09,18,7.45
2020-07-05,"도곡스타빌","도곡동",15,249,15,60.66,6,5.88
2020-07-06,"현대까르띠에710","역삼동",137,298,340,149.7,8,26
2020-07-06,"개나리SK뷰","역삼동",240,257,397,84.99,22,25
2020-07-06,"역삼푸르지오","역삼동",738,283,753,84.9097,3,22.5
2020-07-06,"역삼디오빌","역삼동",457,966,338,36.96,4,4.4
2020-07-06,"역삼디오빌","역삼동",457,966,338,39.13,18,4
2020-07-06,"우성3차","개포동",405,179,450,104.43,3,19.55
2020-07-06,"래미안블레스티지","개포동",1957,249,3153,59.837,10,19.6
2020-07-06,"대원칸타빌","신사동",130,293,170,59.73,11,11
2020-07-06,"논현동양파라곤","논현동",203,264,572,157.41,11,27
2020-07-06,"미성2차","압구정동",911,0,1093,140.9,1,28.75
2020-07-06,"현대6,7차","압구정동",1288,210,1120,196.7,9,48
2020-07-06,"현대65동(대림아크로빌)","압구정동",56,240,89,196.7,9,48
2020-07-06,"현대3차","압구정동",432,0,864,82.56,8,24.8
2020-07-06,"세곡푸르지오","세곡동",912,174,1148,74.74,14,13
2020-07-06,"래미안강남힐즈","자곡동",1020,159,1554,101.54,1,18
2020-07-06,"수서1-2단지","일원동",720,177,529,39.98,7,8.5
2020-07-06,"래미안개포루체하임","일원동",850,249,1301,84.99,18,23
2020-07-06,"까치마을","수서동",1404,208,1410,34.44,2,8.3
2020-07-06,"수서한아름","수서동",498,249,996,163.68,7,18.1
2020-07-06,"까치마을","수서동",1404,208,1410,39.6,13,9.5
2020-07-06,"타워팰리스3차","도곡동",480,791,1785,141.648,40,27
2020-07-06,"아카데미스위트","도곡동",414,996,808,164.87,30,22
2020-07-07,"개나리SK뷰","역삼동",240,257,397,127.27,22,29.5
2020-07-07,"대청","개포동",822,0,700,39.53,7,11.1
2020-07-07,"대치2단지","개포동",1758,174,1758,39.53,7,11.1
2020-07-07,"개포주공5단지","개포동",940,151,912,61.19,2,18
2020-07-07,"우성3차","개포동",405,179,450,161,1,28
2020-07-07,"선릉LG에클라트(B동)","삼성동",293,700,161,36.47,14,3.97
2020-07-07,"현대타워","삼성동",30,1046,151,149.99,20,18.15
2020-07-07,"논현동부센트레빌","논현동",160,298,239,84.9875,2,15.8
2020-07-07,"마일스디오빌","논현동",260,599,200,36.29,4,3.95
2020-07-07,"논현동부센트레빌","논현동",160,298,239,114.498,4,18.7
2020-07-07,"현대6,7차","압구정동",1288,210,1120,157.36,8,38.9
2020-07-07,"현대65동(대림아크로빌)","압구정동",56,240,89,157.36,8,38.9
2020-07-07,"세곡리엔파크3단지","세곡동",363,160,407,84.96,1,11.5
2020-07-07,"강남데시앙파크","세곡동",546,169,850,84.95,6,12
2020-07-07,"래미안강남힐즈","자곡동",1020,159,1554,101.94,5,17.8
2020-07-07,"도곡한신","도곡동",421,212,0,84.74,6,17.45
2020-07-07,"도곡쌍용예가","도곡동",384,298,418,107.53,1,18.8
2020-07-07,"대우양재디오빌","도곡동",155,882,123,25.89,6,2.64
2020-07-07,"타워팰리스1차","도곡동",1297,919,3695,84.15,36,19.5
2020-07-08,"역삼우정에쉐르1","역삼동",69,548,69,71.78,5,7.2
2020-07-08,"역삼자이","역삼동",408,299,615,59.9977,20,18.8
2020-07-08,"래미안그레이튼3차","역삼동",476,271,582,142.06,10,30
2020-07-08,"대청","개포동",822,0,700,33.18,4,10
2020-07-08,"대치2단지","개포동",1758,174,1758,33.18,4,10
2020-07-08,"래미안블레스티지","개포동",1957,249,3153,84.95,7,26.4
2020-07-08,"래미안블레스티지","개포동",1957,249,3153,84.943,10,24.8
2020-07-08,"우성8차","개포동",261,192,138,78.93,2,18.8
2020-07-08,"대청","개포동",822,0,700,33.18,12,9.9
2020-07-08,"대치2단지","개포동",1758,174,1758,33.18,12,9.9
2020-07-08,"대치대우아이빌명문가","대치동",210,637,210,46.23,10,4.4
2020-07-08,"동현","논현동",548,174,1096,84.92,6,17.2
2020-07-08,"현대3차","압구정동",432,0,864,82.5,5,20
2020-07-08,"현대6,7차","압구정동",1288,210,1120,196.7,1,44.6
2020-07-08,"현대65동(대림아크로빌)","압구정동",56,240,89,196.7,1,44.6
2020-07-08,"세곡푸르지오","세곡동",912,174,1148,59.89,7,11.4
2020-07-08,"래미안강남힐즈","자곡동",1020,159,1554,101.94,5,16.95
2020-07-08,"도곡쌍용예가","도곡동",384,298,418,108.2,1,18.5
2020-07-09,"공간쉐르빌","역삼동",17,269,15,79.48,3,7
2020-07-09,"개나리SK뷰","역삼동",240,257,397,84.99,4,25.5
2020-07-09,"역삼2차아이파크","역삼동",150,273,200,84.587,4,20
2020-07-09,"역삼롯데캐슬노블","역삼동",117,249,317,242.82,15,23
2020-07-09,"역삼래미안","역삼동",1050,276,1066,80.87,9,22.1
2020-07-09,"래미안블레스티지","개포동",1957,249,3153,99.967,6,28
2020-07-09,"라테라스청담(도시형)","청담동",88,358,53,18.62,8,3.4
2020-07-09,"래미안삼성1차(201동)","삼성동",36,205,52,84.9,2,19.5
2020-07-09,"대치대우아이빌명문가","대치동",210,637,210,33.06,10,3.3
2020-07-09,"대치대우아이빌명문가","대치동",210,637,210,33.06,9,3.28
2020-07-09,"대원칸타빌","신사동",130,293,170,113.31,11,17.3
2020-07-09,"쌍용","논현동",111,333,105,84.87,4,12.1
2020-07-09,"로체샤르캐슬","논현동",17,199,28,105.99,4,10.9
2020-07-09,"한양5차","압구정동",343,192,172,102.22,1,21.5
2020-07-09,"현대8차","압구정동",515,173,0,163.67,4,31.25
2020-07-09,"현대1,2차","압구정동",960,224,720,196.21,5,46.5
2020-07-09,"현대1,2차","압구정동",960,224,720,196.21,3,47
2020-07-09,"강남데시앙파크","세곡동",546,169,850,84.97,8,11.5
2020-07-09,"래미안강남힐즈","자곡동",1020,159,1554,91.95,8,15
2020-07-09,"수서1-2단지","일원동",720,177,529,51.76,2,10.5
2020-07-09,"수서1-2단지","일원동",720,177,529,39.98,8,8.7
2020-07-09,"대림","도곡동",197,251,252,84.93,13,16.5
2020-07-09,"극동스타클래스","도곡동",96,629,142,111.38,15,13.6
2020-07-09,"도곡삼성래미안","도곡동",732,291,1122,122.81,11,27
2020-07-10,"역삼IPARK","역삼동",541,273,914,28.246,17,8.1
2020-07-10,"석탑","삼성동",139,361,139,59.82,11,13.95
2020-07-10,"현대","삼성동",198,251,275,32.61,14,7.7
2020-07-10,"마일스디오빌","논현동",260,599,200,36.29,8,3.9
2020-07-10,"논현월드메르디앙","논현동",82,236,107,115.9483,1,13.9
2020-07-10,"강남신동아파밀리에1단지","세곡동",395,198,422,59.97,8,10.4
2020-07-10,"세곡푸르지오","세곡동",912,174,1148,74.74,2,12.3
2020-07-10,"래미안강남힐즈","자곡동",1020,159,1554,101.95,9,18
2020-07-10,"한솔마을","일원동",570,108,1140,84.73,1,17
2020-07-10,"까치마을","수서동",1404,208,1410,34.44,3,8.3
2020-07-10,"강남데시앙포레","수서동",787,165,957,84.92,4,15.45
2020-07-11,"현대하이츠","역삼동",12,287,15,111.96,2,9.1
2020-07-11,"경남","개포동",678,174,816,96.98,12,21
2020-07-11,"개포주공5단지","개포동",940,151,912,61.19,1,17.2
2020-07-11,"우성6차","개포동",270,106,270,79.97,4,16.98
2020-07-11,"대청","개포동",822,0,700,33.18,4,10
2020-07-11,"대치2단지","개포동",1758,174,1758,33.18,4,10
2020-07-11,"청담삼성1차","청담동",158,314,160,59.4,4,13.4
2020-07-11,"테헤란로대우아이빌","대치동",371,1096,180,35.51,24,4.48
2020-07-11,"세곡리엔파크3단지","세곡동",363,160,407,84.96,6,11.5
2020-07-11,"강남LH1단지(e편한세상)","세곡동",809,173,998,84.83,6,13.9
2020-07-11,"세곡푸르지오","세곡동",912,174,1148,84.84,8,13.8
2020-07-11,"우성7차","일원동",802,157,641,83.69,10,19
2020-07-11,"래미안개포루체하임","일원동",850,249,1301,84.97,6,23.4
2020-07-11,"경남","도곡동",348,356,389,59.76,2,14.35
2020-07-12,"역삼우성빌라트","역삼동",19,267,23,129.72,4,9
2020-07-12,"래미안블레스티지","개포동",1957,249,3153,59.967,3,20
2020-07-12,"세곡리엔파크3단지","세곡동",363,160,407,84.96,8,12.5
2020-07-12,"강남LH1단지(e편한세상)","세곡동",809,173,998,59.89,3,11
2020-07-12,"세곡푸르지오","세곡동",912,174,1148,74.74,5,13
2020-07-12,"현대그린","도곡동",171,304,156,84.93,16,16.4
2020-07-13,"까치마을","수서동",1404,208,1410,49.5,6,12.6
2020-07-13,"까치마을","수서동",1404,208,1410,34.44,11,9
2020-07-13,"도곡한신","도곡동",421,212,0,117.57,3,19.1
2020-07-13,"도곡쌍용예가","도곡동",384,298,418,66,3,16.2
2020-07-13,"극동스타클래스","도곡동",96,629,142,112.75,14,14
2020-07-14,"테헤란아이파크","역삼동",411,255,589,92.6232,9,24.9
2020-07-14,"선릉LG에클라트(A동)","삼성동",125,341,88,36.16,4,4.075
2020-07-14,"은마","대치동",4424,204,3021,76.79,2,20.5
2020-07-14,"대치아이파크","대치동",768,274,1171,119.58,3,31.3
2020-07-14,"은마","대치동",4424,204,3021,76.79,12,20
2020-07-14,"은마","대치동",4424,204,3021,84.43,3,21.5
2020-07-14,"수서한아름","수서동",498,249,996,97.63,9,14.9
2020-07-14,"도곡한신","도곡동",421,212,0,117.57,5,20
2020-07-14,"현대아이리스","도곡동",17,232,29,127.36,6,13.9
2020-07-15,"역삼IPARK","역삼동",541,273,914,130.156,12,30.9
2020-07-15,"쌍용플래티넘밸류","역삼동",166,640,166,116.67,6,13.7
2020-07-15,"현대1차","개포동",416,179,453,128.62,12,25
2020-07-15,"대치대우아이빌멤버스4차","대치동",134,634,134,25.513,11,2.5
2020-07-15,"세곡푸르지오","세곡동",912,174,1148,84.84,7,14
2020-07-15,"개포현대4차","일원동",142,199,99,84.98,12,16
2020-07-15,"동익","수서동",330,199,314,84.46,1,14.5
2020-07-15,"강남더샵포레스트","수서동",400,199,840,146.7139,2,26.8
2020-07-15,"울트라멤버스","도곡동",19,296,40,84.96,7,13.45
2020-07-15,"도곡쌍용예가","도곡동",384,298,418,107.53,1,18.3
2020-07-16,"래미안블레스티지","개포동",1957,249,3153,59.967,17,20
2020-07-16,"현대10차","압구정동",144,228,187,108.15,8,27
2020-07-16,"가람","일원동",496,109,496,75.16,4,17.25
2020-07-16,"푸른마을","일원동",930,249,930,59.76,1,12.95
2020-07-16,"까치마을","수서동",1404,208,1410,39.6,14,9.55
2020-07-16,"역삼우성","도곡동",390,185,468,84.83,8,16.5
2020-07-16,"타워팰리스2차","도곡동",813,923,2376,115.63,16,24.9
2020-07-17,"대청","개포동",822,0,700,60,5,14.88
2020-07-17,"대치2단지","개포동",1758,174,1758,60,5,14.88
2020-07-17,"개포주공6단지","개포동",1060,0,300,53.06,5,7.75
2020-07-17,"개포주공7단지","개포동",900,0,400,53.06,5,7.75
2020-07-17,"신현대(현대9,11,12차)","압구정동",1924,0,2800,109.24,7,26
2020-07-17,"강남데시앙포레","수서동",787,165,957,59.42,9,13.98
2020-07-17,"도곡렉슬","도곡동",3002,274,4443,134.9023,14,35.9
2020-07-18,"대청","개포동",822,0,700,33.18,14,10.24
2020-07-18,"대치2단지","개포동",1758,174,1758,33.18,14,10.24
2020-07-18,"청담현대3차","청담동",317,324,421,59.95,3,15.9
2020-07-18,"논현신동아파밀리에","논현동",644,245,684,35.73,7,8.4
2020-07-18,"세곡푸르지오","세곡동",912,174,1148,84.83,6,14
2020-07-18,"강남LH1단지(e편한세상)","세곡동",809,173,998,59.99,5,12.15
2020-07-18,"세곡푸르지오","세곡동",912,174,1148,84.83,7,14.4
2020-07-18,"세곡푸르지오","세곡동",912,174,1148,59.89,1,11.5
2020-07-18,"래미안강남힐즈","자곡동",1020,159,1554,91.96,6,15
2020-07-18,"강남데시앙포레","수서동",787,165,957,84.92,12,16.2
2020-07-18,"강남데시앙포레","수서동",787,165,957,59.81,9,14.1
2020-07-18,"타워팰리스1차","도곡동",1297,919,3695,222.48,58,38.2
2020-07-18,"타워팰리스1차","도곡동",1297,919,3695,78.99,58,13.8
2020-07-19,"영동한양1차","압구정동",936,211,561,63.87,10,21
2020-07-19,"래미안강남힐즈","자곡동",1020,159,1554,101.94,13,17.5
2020-07-19,"강남데시앙포레","수서동",787,165,957,59.97,6,14
2020-07-19,"타워팰리스1차","도곡동",1297,919,3695,137.24,7,27
2020-07-19,"타워팰리스2차","도곡동",813,923,2376,144.63,32,30.4
2020-07-20,"한화진넥스빌","역삼동",294,1045,213,43.58,12,4
2020-07-20,"역삼디오빌","역삼동",457,966,338,30.03,14,3.3
2020-07-20,"대청","개포동",822,0,700,39.53,4,11.5
2020-07-20,"대치2단지","개포동",1758,174,1758,39.53,4,11.5
2020-07-20,"청담신원아침도시마인(도시형)","청담동",89,399,42,27.7131,4,3.5
2020-07-20,"청학","논현동",70,220,50,85.12,5,11.5
2020-07-20,"현대6,7차","압구정동",1288,210,1120,144.7,13,36
2020-07-20,"현대65동(대림아크로빌)","압구정동",56,240,89,144.7,13,36
2020-07-20,"래미안강남힐즈","자곡동",1020,159,1554,101.94,6,17
2020-07-20,"신동아","수서동",1162,203,325,33.18,11,8.99
2020-07-20,"현대(도곡현대)","도곡동",211,228,317,84.96,4,16.4
2020-07-20,"타워팰리스1차","도곡동",1297,919,3695,84.15,40,19.5
2020-07-21,"역삼한스빌","역삼동",216,376,154,39.89,10,4
2020-07-21,"쌍용플래티넘밸류","역삼동",166,640,166,110.57,3,13
2020-07-21,"역삼우정에쉐르1","역삼동",69,548,69,71.78,13,7.4
2020-07-21,"개포주공5단지","개포동",940,151,912,74.25,4,20
2020-07-21,"삼성롯데","삼성동",339,337,418,91.77,1,18.5
2020-07-21,"은마","대치동",4424,204,3021,84.43,9,23
2020-07-21,"동현","논현동",548,174,1096,84.92,14,17.7
2020-07-21,"신현대(현대9,11,12차)","압구정동",1924,0,2800,108.88,6,26.2
2020-07-21,"강남데시앙파크","세곡동",546,169,850,84.97,3,12.5
2020-07-21,"세곡푸르지오","세곡동",912,174,1148,84.84,6,14.5
2020-07-21,"래미안도곡카운티","도곡동",397,261,510,106.39,14,28
2020-07-22,"개포주공6단지","개포동",1060,0,300,53.06,3,16.3
2020-07-22,"개포주공7단지","개포동",900,0,400,53.06,3,16.3
2020-07-22,"래미안블레스티지","개포동",1957,249,3153,126.928,24,35.5
2020-07-22,"삼성한일","삼성동",127,285,137,61.23,9,14.9
