"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
24.65;"2021-04-20";"한신(개포)";"도곡동";620;145;930;83.86;7
3.85;"2021-04-21";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;10
20.6;"2021-04-21";"개포주공7단지";"개포동";1060;0;300;53.46;9
2.5;"2021-04-21";"대우디오빌";"도곡동";155;882;123;25.89;14
2.35;"2021-04-21";"선릉역대우아이빌(890-49)";"대치동";150;694;154;28.34;15
11.8;"2021-04-21";"신동아";"수서동";1162;203;325;49.96;8
9.885;"2021-04-21";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;14
2.2;"2021-04-21";"요진와이시티미니";"역삼동";91;249;22;12.1;1
32.1;"2021-04-21";"타워팰리스2";"도곡동";813;923;2376;162.6;13
34;"2021-04-21";"현대14차(203,204,205,206동)";"압구정동";388;194;371;84.56;12
34;"2021-04-21";"현대14차(203,204,205,206동)";"압구정동";388;194;371;84.56;12
16.4;"2021-04-22";"세연파크뷰";"대치동";19;269;21;83.58;3
21.52;"2021-04-22";"은마";"대치동";4424;204;3021;84.43;1
31.4;"2021-04-22";"타워팰리스1";"도곡동";1294;919;3695;137.24;61
14.8;"2021-04-22";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;11
31.9;"2021-04-22";"한양6";"압구정동";227;0;136;106.71;2
30.5;"2021-04-22";"현대3차(61~64동)";"압구정동";432;0;864;82.5;2
3.9;"2021-04-23";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;9
8.73;"2021-04-23";"까치마을";"수서동";1404;208;1410;34.44;5
44.6;"2021-04-23";"논현라폴리움";"논현동";18;185;72;240.03;6
11.1;"2021-04-23";"논현웰스톤";"논현동";38;296;91;83.64;2
1.8;"2021-04-23";"대명벨리온";"역삼동";71;248;24;17.684;3
39.8;"2021-04-23";"미성2차";"압구정동";911;0;1093;140.9;12
13.9;"2021-04-23";"쌍용플레티넘밸류";"역삼동";166;640;166;84.9;12
47;"2021-04-23";"압구정하이츠파크";"신사동";86;297;269;213.05;20
7.71;"2021-04-23";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;14
8.41;"2021-04-23";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;5
8.815;"2021-04-23";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;13
8.645;"2021-04-23";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;13
25;"2021-04-23";"은마";"대치동";4424;204;3021;84.43;13
26.9;"2021-04-23";"타워팰리스2";"도곡동";813;923;2376;115.63;29
24.6;"2021-04-23";"타워팰리스3";"도곡동";480;791;1785;124.641;33
40;"2021-04-23";"현대1차(12,13,21,22,31,32,33동)";"압구정동";960;224;720;131.48;9
16.9;"2021-04-23";"현대그린1";"도곡동";171;304;156;84.93;14
31.5;"2021-04-24";"동양파라곤";"논현동";203;264;572;180.07;3
28.5;"2021-04-24";"동양파라곤";"논현동";203;264;572;157.41;3
23.5;"2021-04-24";"래미안도곡카운티";"도곡동";397;261;510;71.85;10
23;"2021-04-24";"럭키(963)";"도곡동";1094;248;1077;124.1;1
13.7;"2021-04-24";"삼익";"수서동";645;224;650;60;15
13.5;"2021-04-24";"삼익";"수서동";645;224;650;60;5
17.3;"2021-04-24";"세곡푸르지오";"세곡동";912;174;1148;84.83;15
9.8;"2021-04-24";"지고하임(101동)";"논현동";33;271;32;80.4;1
31;"2021-04-24";"타워팰리스1";"도곡동";1294;919;3695;137.24;49
33;"2021-04-24";"타워팰리스3";"도곡동";480;791;1785;141.381;38
32;"2021-04-24";"한양7";"압구정동";239;320;0;106.22;11
35;"2021-04-24";"현대5차(71,72동)";"압구정동";224;170;448;82.23;13
3.2;"2021-04-26";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;13
27;"2021-04-26";"개포주공5단지";"개포동";940;151;912;83.17;9
26.2;"2021-04-26";"도곡1차아이파크";"도곡동";321;295;548;130.259;9
15.3;"2021-04-26";"래미안강남힐즈";"자곡동";1020;159;1554;91.95;13
15.3;"2021-04-26";"래미안강남힐즈";"자곡동";1020;159;1554;91.95;13
53;"2021-04-26";"미성1차";"압구정동";322;93;386;180.56;13
32.1;"2021-04-26";"미성1차";"압구정동";322;93;386;105.62;6
11.7;"2021-04-26";"신동아";"수서동";1162;203;325;39.53;11
49.8;"2021-04-26";"신현대9차";"압구정동";1924;0;2800;152.39;4
19.5;"2021-04-26";"아카데미스위트1";"도곡동";414;996;808;122.07;26
21.5;"2021-04-26";"한양1차(영동한양)";"압구정동";936;211;561;49.98;1
31;"2021-04-26";"한양1차(영동한양)";"압구정동";936;211;561;91.21;7
44.7;"2021-04-26";"한양2";"압구정동";296;143;147;147.41;2
52.9;"2021-04-26";"현대2차(10,11,20,23,24,25동)";"압구정동";960;224;720;161.19;2
32.5;"2021-04-27";"도곡렉슬";"도곡동";3002;274;4443;119.8906;9
31;"2021-04-27";"래미안그레이튼";"역삼동";476;271;582;142.06;9
15.5;"2021-04-27";"삼성";"일원동";80;12;80;84.67;1
20;"2021-04-27";"삼성";"도곡동";231;139;208;84.91;2
17.35;"2021-04-27";"신동아(22)";"논현동";644;245;684;84.69;9
9;"2021-04-27";"신동아(22)";"논현동";644;245;684;35.73;4
7.435;"2021-04-27";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;6
7.69;"2021-04-27";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;15
7.37;"2021-04-27";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;4
32;"2021-04-27";"역삼I'PARK";"역삼동";541;273;914;144.431;16
22.45;"2021-04-27";"은마";"대치동";4424;204;3021;76.79;6
13;"2021-04-28";"강남한양수자인(4단지)";"자곡동";1304;150;1637;84.99;7
30;"2021-04-28";"개포우성1";"대치동";690;178;828;84.81;5
6.8;"2021-04-28";"까치마을";"수서동";1404;208;1410;39.6;10
12;"2021-04-28";"논현웰스톤";"논현동";38;296;91;101.04;5
15.05;"2021-04-28";"삼성청담공원아파트";"청담동";391;271;554;107.22;5
5.3;"2021-04-29";"갤러리아트";"역삼동";15;250;14;53.65;2
16;"2021-04-29";"도곡스타클래스";"도곡동";96;629;142;112.75;12
18.6;"2021-04-29";"동현아파트1~6";"논현동";548;174;620;84.92;7
7.5;"2021-04-29";"삼성동드림하우스";"삼성동";18;297;24;115.89;2
19;"2021-04-29";"수서한아름";"수서동";498;249;996;129.45;1
9.2;"2021-04-29";"신동아(22)";"논현동";644;245;684;35.73;5
11.1;"2021-04-29";"쌍용";"논현동";111;333;105;59.91;6
20.7;"2021-04-29";"청담우방아파트";"청담동";100;333;130;118.53;10
13.1;"2021-04-29";"체리빌";"신사동";11;245;17;102.02;6
2.8;"2021-04-29";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.63;12
25.5;"2021-04-29";"한신엠비씨";"도곡동";421;212;0;117.57;9
30.7;"2021-04-30";"개나리래미안";"역삼동";438;273;788;129.8;20
16.7;"2021-04-30";"골든아트빌";"청담동";19;227;42;153.33;4
28.5;"2021-04-30";"래미안대치하이스턴";"대치동";354;347;461;110.39;10
32;"2021-04-30";"래미안도곡카운티";"도곡동";397;261;510;106.78;15
9.465;"2021-04-30";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;2
23.5;"2021-04-30";"역삼래미안";"역삼동";1050;276;1066;80.87;9
1.8;"2021-04-30";"요진와이시티미니";"역삼동";91;249;22;12.1;7
18.2;"2021-04-30";"청담자이";"청담동";708;266;905;49.593;9
17;"2021-04-30";"풍림(1차)";"삼성동";252;366;285;59.7;17
26.5;"2021-04-30";"한보미도맨션2";"대치동";2436;179;2906;84.96;6
5.4;"2021-04-30";"현대썬앤빌테헤란";"대치동";49;249;37;35.61;6
3.29;"2021-05-01";"대우디오빌플러스";"역삼동";168;861;289;34.41;11
30.3;"2021-05-01";"래미안대치팰리스";"대치동";1278;258;2478;84.97;6
11;"2021-05-01";"신동아";"수서동";1162;203;325;39.53;9
15;"2021-05-01";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;11
15;"2021-05-01";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;4
25.5;"2021-05-01";"한신엠비씨";"도곡동";421;212;0;116.24;7
44;"2021-05-02";"동부센트레빌";"대치동";805;297;1824;161.47;8
3.4;"2021-05-02";"마일스디오빌";"논현동";260;599;200;36.29;15
9.35;"2021-05-02";"신동아";"수서동";1162;203;325;33.18;10
3.7;"2021-05-03";"LG선릉에클라트(A)";"삼성동";125;341;88;36.16;2
9.25;"2021-05-03";"까치마을";"수서동";1404;208;1410;34.44;10
7.78;"2021-05-03";"대치동우정에쉐르1";"대치동";80;548;76;59.96;6
28.45;"2021-05-03";"롯데캐슬프레미어";"삼성동";713;269;1335;121.931;7
17.2;"2021-05-03";"매봉삼성";"도곡동";132;386;132;84.95;4
21.9;"2021-05-03";"은마";"대치동";4424;204;3021;76.79;7
37.5;"2021-05-03";"타워팰리스1";"도곡동";1294;919;3695;164.97;14
22.8;"2021-05-03";"한신(개포)";"도곡동";620;145;930;83.86;1
4.07;"2021-05-03";"현대비젼21";"도곡동";232;990;291;33.1;17
2.4;"2021-05-03";"현대휴먼터치빌";"역삼동";160;477;127;25.92;16
8;"2021-05-04";"대우디오빌";"역삼동";457;966;338;59.505;22
28;"2021-05-04";"도곡렉슬";"도곡동";3002;274;4443;84.9984;13
16.85;"2021-05-04";"신동아(22)";"논현동";644;245;684;84.52;12
35;"2021-05-04";"청담자이";"청담동";708;266;905;89.356;30
35;"2021-05-04";"타워팰리스1";"도곡동";1294;919;3695;164.97;44
53.5;"2021-05-04";"타워팰리스3";"도곡동";480;791;1785;244.224;63
3.45;"2021-05-04";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;30.46;20
28.55;"2021-05-05";"도곡렉슬";"도곡동";3002;274;4443;84.9984;21
32;"2021-05-05";"래미안펜타빌";"역삼동";288;273;665;158.58;11
36.8;"2021-05-05";"선경2차(8동-12동)";"대치동";1034;179;1661;127.75;15
9.3;"2021-05-05";"신동아(22)";"논현동";644;245;684;35.73;10
4.08;"2021-05-05";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;35.61;4
40;"2021-05-05";"한보미도맨션1";"대치동";2436;179;2906;161.36;8
26;"2021-05-05";"한보미도맨션2";"대치동";2436;179;2906;84.96;2
8.9;"2021-05-06";"까치마을";"수서동";1404;208;1410;34.44;2
12.2;"2021-05-06";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;21
1.8;"2021-05-06";"요진와이시티미니";"역삼동";91;249;22;12.94;1
1.8;"2021-05-06";"요진와이시티미니";"역삼동";91;249;22;12.94;4
1.8;"2021-05-06";"요진와이시티미니";"역삼동";91;249;22;12.94;3
1.8;"2021-05-06";"요진와이시티미니";"역삼동";91;249;22;12.94;1
18.35;"2021-05-06";"우성사원5";"도곡동";180;179;144;70.89;8
15;"2021-05-06";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;3
13.2;"2021-05-07";"강남데시앙파크";"세곡동";546;169;850;84.95;2
39;"2021-05-07";"개포우성1";"대치동";690;178;828;127.61;8
39;"2021-05-07";"개포우성1";"대치동";690;178;828;127.61;8
8.5;"2021-05-07";"까치마을";"수서동";1404;208;1410;34.44;3
24.5;"2021-05-07";"래미안 개포 루체하임";"일원동";850;249;1301;84.97;15
15;"2021-05-07";"수서";"일원동";720;177;529;59.94;5
2.17;"2021-05-07";"청담스위트";"청담동";124;199;57;13.425;2
14.7;"2021-05-07";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;9
14.7;"2021-05-07";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;9
4.1;"2021-05-07";"현대비젼21";"도곡동";232;990;291;32.65;14
8.67;"2021-05-08";"까치마을";"수서동";1404;208;1410;34.44;14
3.15;"2021-05-08";"대우디오빌";"도곡동";155;882;123;31.81;15
33;"2021-05-08";"도곡렉슬";"도곡동";3002;274;4443;119.8906;12
9.3;"2021-05-08";"신동아";"수서동";1162;203;325;33.18;10
14.2;"2021-05-08";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;15
3.5;"2021-05-08";"중명하니빌";"도곡동";111;251;59;34.1;3
17.35;"2021-05-08";"한진로즈힐";"논현동";81;222;124;84.94;8
19.9;"2021-05-09";"우성7";"일원동";802;157;641;68.39;10
40;"2021-05-09";"타워팰리스2";"도곡동";813;923;2376;164.99;32
10;"2021-05-10";"까치마을";"수서동";1404;208;1410;39.6;8
24;"2021-05-10";"브라운스톤";"논현동";19;202;43;243.94;4
82.1057;"2021-05-10";"상지리츠빌카일룸3차";"청담동";19;320;66;265.47;19
85;"2021-05-10";"상지리츠빌카일룸3차";"청담동";19;320;66;265.47;19
82.1057;"2021-05-10";"상지리츠빌카일룸3차";"청담동";19;320;66;265.47;19
2.17;"2021-05-10";"청담스위트";"청담동";124;199;57;13.425;2
8.4;"2021-05-10";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;59.83;11
3.9;"2021-05-10";"한스빌(836)";"역삼동";216;376;154;39.89;3
8;"2021-05-11";"대우디오빌";"역삼동";457;966;338;59.15;21
42.3;"2021-05-11";"동부센트레빌";"대치동";805;297;1824;161.47;6
3.45;"2021-05-11";"마일스디오빌";"논현동";260;599;200;36.29;11
14.4;"2021-05-11";"삼익";"수서동";645;224;650;60;12
14.4;"2021-05-11";"삼익";"수서동";645;224;650;60;12
11;"2021-05-11";"신동아";"수서동";1162;203;325;39.51;4
22.5;"2021-05-11";"은마";"대치동";4424;204;3021;76.79;7
3.48;"2021-05-11";"중명하니빌";"도곡동";111;251;59;28.58;3
26.5;"2021-05-11";"한보미도맨션2";"대치동";2436;179;2906;84.96;9
29.9;"2021-05-12";"개나리래미안";"역삼동";438;273;788;129.96;5
27.5;"2021-05-12";"개포주공7단지";"개포동";1060;0;300;83.7;8
9.65;"2021-05-12";"까치마을";"수서동";1404;208;1410;39.6;2
33;"2021-05-12";"동양파라곤";"논현동";203;264;572;160.33;11
18.2;"2021-05-12";"아카데미스위트1";"도곡동";414;996;808;128.74;5
4.1;"2021-05-12";"현대비젼21";"도곡동";232;990;291;34.995;27
17;"2021-05-12";"현대아파트1동~3동";"도곡동";211;228;317;84.96;9
8;"2021-05-13";"LG선릉에클라트(A)";"삼성동";125;341;88;52.37;3
3.85;"2021-05-13";"LG선릉에클라트(B)";"삼성동";293;700;161;36.47;11
32.7;"2021-05-13";"강남 더샵 포레스트";"수서동";400;199;840;146.7139;11
15.85;"2021-05-13";"경남아너스빌";"역삼동";164;384;228;84.932;4
11.1;"2021-05-13";"명인갤러리";"역삼동";14;299;15;84.78;4
36.2;"2021-05-13";"선경1차(1동-7동)";"대치동";1034;179;1661;136.68;14
19.9;"2021-05-13";"신동아";"청담동";106;285;96;84.94;13
25.65;"2021-05-13";"연세힐하우스1";"청담동";18;304;40;176.88;3
37;"2021-05-13";"타워팰리스1";"도곡동";1294;919;3695;164.97;50
54;"2021-05-13";"타워팰리스1";"도곡동";1294;919;3695;244.66;61
3.6;"2021-05-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;33.11;4
3.38;"2021-05-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.02;24
5.29;"2021-05-13";"한화진넥스빌";"역삼동";294;1045;213;51.08;20
4.2;"2021-05-14";"대우디오빌플러스";"역삼동";168;861;289;43.99;4
23.7;"2021-05-14";"롯데캐슬프레미어";"삼성동";713;269;1335;84.465;4
28;"2021-05-14";"브라운스톤";"논현동";19;202;43;235.81;4
18.62;"2021-05-14";"삼성";"수서동";680;211;1020;84.97;6
17.3821;"2021-05-14";"삼성";"수서동";680;211;1020;84.97;1
12.25;"2021-05-14";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;15
8.5;"2021-05-14";"신동아";"수서동";1162;203;325;33.18;4
18;"2021-05-14";"신동아(22)";"논현동";644;245;684;114.34;1
1.9;"2021-05-14";"이스턴오피스텔";"역삼동";98;687;31;14.78;10
1.9;"2021-05-14";"이스턴오피스텔";"역삼동";98;687;31;14.92;11
24;"2021-05-14";"청담CJ빌리지";"청담동";11;248;22;158.77;6
18.8;"2021-05-14";"청담자이";"청담동";708;266;905;49.618;29
3;"2021-05-14";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.63;14
9.6;"2021-05-14";"토미";"신사동";13;249;16;80.83;6
16;"2021-05-14";"현대아파트101동";"삼성동";198;251;275;59.83;6
26;"2021-05-15";"개포주공6단지";"개포동";1060;0;300;83.21;3
3.25;"2021-05-15";"대우디오빌";"역삼동";457;966;338;30.03;10
21.2;"2021-05-15";"도곡렉슬";"도곡동";3002;274;4443;59.9818;3
29;"2021-05-15";"래미안 개포 루체하임";"일원동";850;249;1301;101.97;4
3.33;"2021-05-15";"마일스디오빌";"논현동";260;599;200;36.29;4
9.25;"2021-05-15";"수서";"일원동";720;177;529;39.98;6
16.7;"2021-05-15";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;13
22.8;"2021-05-17";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;84.69;9
31.6;"2021-05-17";"동양파라곤";"논현동";203;264;572;157.41;1
23.9;"2021-05-17";"리갈팰리스";"신사동";15;298;46;161.89;4
14.9;"2021-05-17";"세곡리엔파크(3단지)";"세곡동";363;160;407;84.96;3
19.8;"2021-05-17";"신동아(22)";"논현동";644;245;684;114.34;13
1.8;"2021-05-17";"우림루미아트1";"역삼동";84;522;64;23.66;8
1.8;"2021-05-17";"청담스위트";"청담동";124;199;57;13.425;6
36;"2021-05-17";"타워팰리스3";"도곡동";480;791;1785;163.567;40
11.8;"2021-05-17";"한양럭스";"역삼동";18;242;15;103.28;4
27.3;"2021-05-18";"개포주공5단지";"개포동";940;151;912;83.17;1
19.5;"2021-05-18";"한솔마을";"일원동";570;108;1140;84.73;3
4.5;"2021-05-18";"현대비젼21";"도곡동";232;990;291;34.995;21
17;"2021-05-19";"경남";"도곡동";348;356;389;59.76;9
9.5;"2021-05-19";"더그레이스";"논현동";9;211;12;98.81;2
18.9;"2021-05-19";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;10
15.2;"2021-05-19";"로데오현대";"신사동";139;308;124;84.96;5
11.4;"2021-05-19";"신동아";"수서동";1162;203;325;39.53;11
9.5;"2021-05-19";"토미";"신사동";13;249;16;80.83;2
8.75;"2021-05-20";"까치마을";"수서동";1404;208;1410;34.44;4
17.47;"2021-05-20";"삼성";"수서동";680;211;1020;84.97;15
13.8;"2021-05-20";"성영forU";"역삼동";19;226;32;114.01;3
24;"2021-05-20";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;83.56;14
26.9;"2021-05-20";"아크로힐스논현";"논현동";368;299;645;113.231;19
17.6;"2021-05-20";"푸른마을아파트101동~111동";"일원동";930;248;930;84.93;4
32.5;"2021-05-20";"한보미도맨션2";"대치동";2436;179;2906;115.05;3
17;"2021-05-20";"한솔마을";"일원동";570;108;1140;63.76;4
4.15;"2021-05-20";"한화진넥스빌";"역삼동";294;1045;213;43.58;9
19.8;"2021-05-21";"가람";"일원동";496;109;496;75.16;1
22;"2021-05-21";"도곡렉슬";"도곡동";3002;274;4443;59.9818;20
20.9;"2021-05-21";"래미안 개포 루체하임";"일원동";850;249;1301;59.98;5
56;"2021-05-21";"마크힐스웨스트윙";"청담동";38;0;113;183.5;17
22.8;"2021-05-21";"은마";"대치동";4424;204;3021;76.79;5
13;"2021-05-21";"은탑리더스카운티";"논현동";18;299;30;109.36;4
1.42;"2021-05-21";"한양수자인어반게이트";"논현동";108;249;37;16.2;2
18.35;"2021-05-22";"강남한양수자인(4단지)";"자곡동";1304;150;1637;101.51;4
28.9;"2021-05-22";"개포우성2";"대치동";450;0;540;84.69;1
9.05;"2021-05-22";"까치마을";"수서동";1404;208;1410;34.44;15
19.8;"2021-05-22";"도곡렉슬";"도곡동";3002;274;4443;59.9772;3
16;"2021-05-22";"동익";"수서동";330;199;314;84.46;8
30.4;"2021-05-22";"래미안대치팰리스";"대치동";1278;258;2478;84.98;2
12.2;"2021-05-22";"삼익";"수서동";645;224;650;49.2;9
30;"2021-05-22";"타워팰리스1";"도곡동";1294;919;3695;137.24;59
4.18;"2021-05-22";"현대비젼21";"도곡동";232;990;291;32.65;14
19.2;"2021-05-23";"강남한양수자인(4단지)";"자곡동";1304;150;1637;101.18;8
30.75;"2021-05-23";"도곡렉슬";"도곡동";3002;274;4443;119.8906;6
21;"2021-05-23";"타워팰리스1";"도곡동";1294;919;3695;84.16;28
4.2;"2021-05-24";"LG선릉에클라트(A)";"삼성동";125;341;88;36.16;5
16.6;"2021-05-24";"동익";"수서동";330;199;314;84.46;15
3.2;"2021-05-24";"마일스디오빌";"논현동";260;599;200;36.29;5
18.5;"2021-05-24";"삼성";"수서동";680;211;1020;84.97;5
18.2;"2021-05-24";"삼성동한솔아파트";"삼성동";263;0;263;85;15
10.5;"2021-05-24";"수서";"일원동";720;177;529;39.98;9
19.97;"2021-05-24";"역삼래미안";"역삼동";1050;276;1066;59.4;19
45.5;"2021-05-24";"타워팰리스3";"도곡동";480;791;1785;214.967;62
20.6;"2021-05-24";"한신엠비씨";"도곡동";421;212;0;84.74;4
18.5;"2021-05-24";"현대넥서스B동";"논현동";18;266;38;194.92;7
3;"2021-05-25";"대우디오빌";"역삼동";457;966;338;30.03;11
17;"2021-05-25";"삼성";"수서동";680;211;1020;84.97;4
38.5;"2021-05-25";"삼성동라테라스";"삼성동";18;249;62;182.21;13
19.1;"2021-05-25";"수서한아름";"수서동";498;249;996;97.63;10
37.5;"2021-05-25";"타워팰리스3";"도곡동";480;791;1785;163.567;47
30;"2021-05-26";"래미안대치하이스턴";"대치동";354;347;461;110.39;13
22;"2021-05-26";"목련타운";"일원동";650;249;975;134.71;1
22.6;"2021-05-26";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;84.236;1
16.98;"2021-05-26";"세곡푸르지오";"세곡동";912;174;1148;84.84;5
12.65;"2021-05-26";"신동아";"수서동";1162;203;325;49.96;5
14.5;"2021-05-26";"신동아(22)";"논현동";644;245;684;84.52;1
3.1;"2021-05-27";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;12
18.2;"2021-05-27";"강남데시앙포레";"수서동";787;165;950;84.92;6
18.13;"2021-05-27";"대림";"도곡동";197;251;252;84.93;4
13.5;"2021-05-27";"스위트캐슬레지던스";"논현동";17;266;38;105.96;1
3.87;"2021-05-27";"엘에이치삼성도시형생활주택";"삼성동";47;247;24;27.75;6
24;"2021-05-27";"은마";"대치동";4424;204;3021;84.43;10
28;"2021-05-28";"개포주공5단지";"개포동";940;151;912;83.17;7
9;"2021-05-28";"까치마을";"수서동";1404;208;1410;34.44;2
3.2;"2021-05-28";"대우디오빌";"역삼동";457;966;338;30.03;17
3.5;"2021-05-28";"마일스디오빌";"논현동";260;599;200;36.29;12
49;"2021-05-28";"상지리츠빌카일룸3차";"청담동";19;320;66;196.42;16
19.5;"2021-05-28";"쌍용플레티넘밸류";"역삼동";166;640;166;116.67;13
25;"2021-05-28";"아크로힐스논현";"논현동";368;299;645;113.231;21
17.7;"2021-05-28";"청담2차이-편한세상(205동)";"청담동";41;234;60;84.77;3
5.75;"2021-05-28";"청담신원아침도시마인";"청담동";89;399;42;30.9214;8
2.8376;"2021-05-28";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.63;12
40.3;"2021-05-28";"한보미도맨션1";"대치동";2436;179;2906;161.36;5
27.3;"2021-05-28";"한보미도맨션2";"대치동";2436;179;2906;84.96;4
24.5;"2021-05-28";"현대까르띠에710";"역삼동";137;298;340;149.7;15
3.2;"2021-05-29";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;14
26;"2021-05-29";"개포주공7단지";"개포동";1060;0;300;73.26;8
10.4;"2021-05-29";"까치마을";"수서동";1404;208;1410;39.6;10
4.29;"2021-05-29";"대우디오빌플러스";"역삼동";168;861;289;43.99;10
27.95;"2021-05-29";"도곡렉슬";"도곡동";3002;274;4443;84.9984;4
30.4;"2021-05-29";"래미안대치팰리스";"대치동";1278;258;2478;84.99;10
31.7;"2021-05-29";"래미안도곡카운티";"도곡동";397;261;510;106.39;4
17.5;"2021-05-29";"삼익";"수서동";645;224;650;84.48;15
23.75;"2021-05-29";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;83.56;7
18.2;"2021-05-29";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;4
26.7;"2021-05-29";"한보미도맨션2";"대치동";2436;179;2906;84.96;13
4.1;"2021-05-29";"현대비젼21";"도곡동";232;990;291;34.995;25
17.7;"2021-05-30";"강남데시앙포레";"수서동";787;165;950;84.92;11
19.2;"2021-05-31";"강남한양수자인(4단지)";"자곡동";1304;150;1637;114.46;8
28.5;"2021-05-31";"도곡렉슬";"도곡동";3002;274;4443;84.9984;5
3.75;"2021-05-31";"마일스디오빌";"논현동";260;599;200;36.29;14
18.76;"2021-05-31";"삼성";"수서동";680;211;1020;84.97;14
1.8;"2021-05-31";"이스턴오피스텔";"역삼동";98;687;31;14.92;9
41.7;"2021-05-31";"한보미도맨션1";"대치동";2436;179;2906;161.36;8
3.15;"2021-06-01";"LG선릉에클라트(B)";"삼성동";293;700;161;36.47;13
9.17;"2021-06-01";"까치마을";"수서동";1404;208;1410;34.44;5
9.5;"2021-06-01";"신동아";"수서동";1162;203;325;33.18;7
22.3;"2021-06-01";"우성사원5";"도곡동";180;179;144;78.99;4
19.5;"2021-06-02";"도곡렉슬";"도곡동";3002;274;4443;59.9772;8
21.4;"2021-06-02";"동부센트레빌";"역삼동";206;350;208;84.97;19
9.1;"2021-06-02";"브라운스톤역삼";"역삼동";48;283;48;59.96;4
9.43;"2021-06-02";"신동아";"수서동";1162;203;325;33.18;8
9.4;"2021-06-02";"신동아(22)";"논현동";644;245;684;35.73;7
7.66;"2021-06-02";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;12
22.48;"2021-06-02";"은마";"대치동";4424;204;3021;76.79;8
3.39;"2021-06-03";"대우아이빌멤버스(891-26)";"대치동";134;634;134;35.236;9
44;"2021-06-03";"래미안대치팰리스";"대치동";1278;258;2478;114.15;21
20.2;"2021-06-03";"청담대림이-편한세상";"청담동";271;296;400;81.84;3
2.26;"2021-06-03";"청담스위트";"청담동";124;199;57;12.449;4
39.8;"2021-06-03";"타워팰리스2";"도곡동";813;923;2376;159.44;28
16.98;"2021-06-04";"강남데시앙파크";"세곡동";546;169;850;114.69;3
21.2;"2021-06-04";"삼성";"도곡동";231;139;208;84.81;6
16.25;"2021-06-04";"이안애빌";"삼성동";19;224;31;111.27;6
14.3;"2021-06-05";"까치마을";"수서동";1404;208;1410;49.5;6
27;"2021-06-05";"래미안 개포 루체하임";"일원동";850;249;1301;84.99;13
23;"2021-06-05";"래미안도곡카운티";"도곡동";397;261;510;59.98;19
28;"2021-06-05";"래미안도곡카운티";"도곡동";397;261;510;84.67;16
4;"2021-06-05";"마일스디오빌";"논현동";260;599;200;36.29;13
3.7;"2021-06-05";"마일스디오빌";"논현동";260;599;200;36.29;15
12.25;"2021-06-05";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;12
20;"2021-06-05";"역삼래미안";"역삼동";1050;276;1066;59.4;19
37.5;"2021-06-05";"한보미도맨션2";"대치동";2436;179;2906;159.15;4
20.8;"2021-06-05";"한신(개포)";"도곡동";620;145;930;52.73;8
3.9;"2021-06-05";"한화진넥스빌";"역삼동";294;1045;213;42.52;23
28.9;"2021-06-06";"타워팰리스2";"도곡동";813;923;2376;115.63;20
8;"2021-06-07";"대우디오빌";"역삼동";457;966;338;59.505;24
4.25;"2021-06-07";"대우디오빌플러스";"역삼동";168;861;289;43.99;3
