"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
19;"2021-02-25";"한양1차(영동한양)";"압구정동";936;211;561;49.98;5
3.7;"2021-02-25";"한화진넥스빌";"역삼동";294;1045;213;39.2;9
19.6;"2021-02-26";"금호어울림";"역삼동";183;299;334;133.77;7
10;"2021-02-26";"까치마을";"수서동";1404;208;1410;39.6;7
21.5;"2021-02-26";"대림아크로빌";"도곡동";490;936;1662;146.754;18
4.3;"2021-02-26";"대우디오빌플러스";"역삼동";168;861;289;43.99;7
12.193;"2021-02-26";"삼성월드타워";"삼성동";46;333;48;84.202;6
12.717;"2021-02-26";"삼성월드타워";"삼성동";46;333;48;84.202;9
8.511;"2021-02-26";"삼성월드타워";"삼성동";46;333;48;58.776;5
8.419;"2021-02-26";"삼성월드타워";"삼성동";46;333;48;58.776;4
49;"2021-02-26";"아이파크";"삼성동";449;296;1253;145.046;32
18.3;"2021-02-26";"아카데미스위트1";"도곡동";414;996;808;128.74;25
18.3;"2021-02-26";"아카데미스위트1";"도곡동";414;996;808;128.74;28
8.345;"2021-02-26";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;5
7.37;"2021-02-26";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;3
8.425;"2021-02-26";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;6
8.465;"2021-02-26";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;7
7.425;"2021-02-26";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;7
23.8;"2021-02-26";"우성4";"도곡동";459;149;0;84.6;2
2.43;"2021-02-26";"청담스위트";"청담동";124;199;57;13.425;9
28.9;"2021-02-26";"한양5";"압구정동";343;192;172;100.5;10
6.9;"2021-02-26";"한양럭스";"역삼동";18;242;15;72.62;1
13;"2021-02-27";"논현아이파크";"논현동";99;359;276;47.46;3
14.9;"2021-02-27";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;4
42.9;"2021-02-27";"현대6차(78~81,83,84,86,87동)";"압구정동";1288;210;1120;144.7;4
24.05;"2021-02-28";"개포주공6단지";"개포동";1060;0;300;73.02;7
15;"2021-02-28";"매봉삼성";"도곡동";132;386;132;59.82;2
15.5;"2021-03-01";"미켈란147";"삼성동";67;943;66;83.69;10
24;"2021-03-01";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;84.236;5
12;"2021-03-01";"역삼열성카이스빌";"역삼동";19;297;24;100.8;1
24.22;"2021-03-02";"미성2차";"압구정동";911;0;1093;74.4;16
12.193;"2021-03-02";"삼성월드타워";"삼성동";46;333;48;84.202;5
18.3;"2021-03-02";"아카데미스위트1";"도곡동";414;996;808;122.07;29
9.725;"2021-03-02";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;7
8.275;"2021-03-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;2
7.37;"2021-03-02";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;3
8.775;"2021-03-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;14
6.5;"2021-03-02";"역삼우정에쉐르2";"역삼동";70;545;54;50.72;6
23.2;"2021-03-02";"은마";"대치동";4424;204;3021;84.43;6
22.4;"2021-03-02";"은마";"대치동";4424;204;3021;76.79;8
3.98;"2021-03-02";"한스빌(836)";"역삼동";216;376;154;39.89;9
5.33;"2021-03-03";"금광아크존(635-14)";"신사동";39;279;47;45.35;4
10.5;"2021-03-03";"까치마을";"수서동";1404;208;1410;39.6;9
11.799;"2021-03-03";"삼성월드타워";"삼성동";46;333;48;84.202;2
18.3;"2021-03-03";"아카데미스위트1";"도곡동";414;996;808;122.07;28
8.695;"2021-03-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;15
9.15;"2021-03-03";"엘에이치강남아이파크";"자곡동";716;150;880;84.83;2
8.595;"2021-03-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;8
23.35;"2021-03-03";"진흥아파트";"삼성동";255;179;255;104.31;7
2;"2021-03-03";"한양수자인어반게이트";"논현동";108;249;37;16.2;5
115;"2021-03-04";"PH129";"청담동";29;365;162;273.96;14
115;"2021-03-04";"PH129";"청담동";29;365;162;273.96;14
22.7;"2021-03-04";"강남데시앙포레";"수서동";787;165;950;101.81;11
8;"2021-03-04";"대우디오빌";"역삼동";457;966;338;59.505;22
32.9;"2021-03-04";"도곡렉슬";"도곡동";3002;274;4443;119.8906;7
32;"2021-03-04";"동양파라곤";"논현동";203;264;572;213.98;2
11.9;"2021-03-04";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;18
31;"2021-03-04";"상지리츠빌9차";"청담동";12;249;35;200.88;3
3.23;"2021-03-04";"한화진넥스빌";"역삼동";294;1045;213;34.82;14
28;"2021-03-05";"래미안도곡카운티";"도곡동";397;261;510;106.39;13
17.4;"2021-03-05";"삼성";"수서동";680;211;1020;84.97;1
29;"2021-03-05";"삼성동브라운스톤레전드";"삼성동";54;599;218;219.48;8
16;"2021-03-05";"세곡푸르지오";"세곡동";912;174;1148;84.95;12
7.14;"2021-03-05";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;1
18.65;"2021-03-05";"청담자이";"청담동";708;266;905;49.619;30
63;"2021-03-05";"현대2차(10,11,20,23,24,25동)";"압구정동";960;224;720;198.41;7
15.9;"2021-03-06";"강남데시앙포레";"수서동";787;165;950;59.97;10
15.9;"2021-03-06";"강남데시앙포레";"수서동";787;165;950;59.97;10
30;"2021-03-06";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;128.03;14
24.7;"2021-03-06";"역삼래미안";"역삼동";1050;276;1066;80.87;3
31.5;"2021-03-06";"청담자이";"청담동";708;266;905;89.115;32
2.02;"2021-03-06";"한양수자인어반게이트";"논현동";108;249;37;16.2;8
16;"2021-03-06";"한화꿈에그린2차";"논현동";46;246;0;117.335;6
17.8;"2021-03-07";"강남한양수자인(4단지)";"자곡동";1304;150;1637;114.32;9
17;"2021-03-07";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;14
3.87;"2021-03-08";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;10
25;"2021-03-08";"디에이치포레센트";"일원동";184;249;327;84.94;5
17;"2021-03-08";"미켈란107";"삼성동";64;699;82;83;7
11.9;"2021-03-08";"삼익";"수서동";645;224;650;49.2;3
18.4;"2021-03-08";"아카데미스위트1";"도곡동";414;996;808;128.74;26
9.775;"2021-03-08";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;8
7.15;"2021-03-08";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;1
7.69;"2021-03-08";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;15
5.03;"2021-03-08";"우정에쉐르멤버스";"역삼동";34;548;30;36.19;7
22;"2021-03-08";"은마";"대치동";4424;204;3021;76.79;7
4;"2021-03-08";"한스빌(836)";"역삼동";216;376;154;39.89;5
29;"2021-03-09";"쌍용대치2";"대치동";364;176;364;120.76;7
9.315;"2021-03-09";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;1
7.595;"2021-03-09";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;9
9.835;"2021-03-09";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;10
8.645;"2021-03-09";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;11
20.5;"2021-03-10";"롯데캐슬노블";"역삼동";117;249;317;176.03;6
13.5;"2021-03-10";"삼익";"수서동";645;224;650;60;4
9.1;"2021-03-10";"신동아";"수서동";1162;203;325;33.18;9
17;"2021-03-10";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;4
8.205;"2021-03-10";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;1
27.7;"2021-03-11";"미성1차";"압구정동";322;93;386;105.65;7
8;"2021-03-11";"역삼I'PARK";"역삼동";541;273;914;28.246;1
29.8;"2021-03-11";"타워팰리스3";"도곡동";480;791;1785;141.381;30
4.45;"2021-03-12";"대우디오빌플러스";"역삼동";168;861;289;43.99;11
18.01;"2021-03-12";"삼성";"수서동";680;211;1020;84.97;11
18.01;"2021-03-12";"삼성";"수서동";680;211;1020;84.97;11
55.66;"2021-03-12";"상지리츠빌카일룸";"도곡동";23;199;90;212.45;2
7.52;"2021-03-12";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;8
8.695;"2021-03-12";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;11
8.75;"2021-03-12";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;11
1.8;"2021-03-12";"이스턴오피스텔";"역삼동";98;687;31;14.78;10
21;"2021-03-12";"한양1차(영동한양)";"압구정동";936;211;561;49.98;6
10.25;"2021-03-13";"까치마을";"수서동";1404;208;1410;39.6;14
32.1;"2021-03-13";"도곡렉슬";"도곡동";3002;274;4443;119.8906;3
8;"2021-03-13";"삼환아파트101동";"청담동";184;264;185;57.78;7
15.5;"2021-03-13";"세곡푸르지오";"세곡동";912;174;1148;74.74;8
8.7;"2021-03-13";"신동아";"수서동";1162;203;325;33.18;7
10.4;"2021-03-13";"신동아";"수서동";1162;203;325;39.51;4
21;"2021-03-13";"아크로힐스논현";"논현동";368;299;645;84.13;30
26.5;"2021-03-13";"타워팰리스2";"도곡동";813;923;2376;115.63;8
34;"2021-03-13";"타워팰리스2";"도곡동";813;923;2376;164.88;55
33.9674;"2021-03-13";"타워팰리스2";"도곡동";813;923;2376;164.88;55
55.0326;"2021-03-13";"타워팰리스2";"도곡동";813;923;2376;243.08;54
55;"2021-03-13";"타워팰리스2";"도곡동";813;923;2376;243.08;54
2.999;"2021-03-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.63;7
5.5;"2021-03-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;65.24;9
7.9;"2021-03-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;59.83;16
20;"2021-03-14";"도곡렉슬";"도곡동";3002;274;4443;59.9203;17
14;"2021-03-15";"까치마을";"수서동";1404;208;1410;49.5;13
38.3;"2021-03-15";"도곡렉슬";"도곡동";3002;274;4443;134.9023;5
42;"2021-03-15";"미성1차";"압구정동";322;93;386;153.35;7
7.325;"2021-03-15";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;3
7.18;"2021-03-15";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;1
9.39;"2021-03-15";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;1
7.5;"2021-03-15";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;9
3.85;"2021-03-15";"한화진넥스빌";"역삼동";294;1045;213;39.2;18
63;"2021-03-15";"현대1차(12,13,21,22,31,32,33동)";"압구정동";960;224;720;196.21;10
7.37;"2021-03-16";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;5
9.675;"2021-03-16";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;6
7.485;"2021-03-16";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;7
10.5;"2021-03-16";"우성";"논현동";14;239;18;110.1;1
24.5;"2021-03-16";"청담대우멤버스카운티7차";"청담동";19;220;38;145.14;3
30;"2021-03-16";"타워팰리스2";"도곡동";813;923;2376;144.63;19
62;"2021-03-16";"현대6차(78~81,83,84,86,87동)";"압구정동";1288;210;1120;196.7;9
62;"2021-03-16";"현대6차(78~81,83,84,86,87동)";"압구정동";1288;210;1120;196.7;9
7.695;"2021-03-17";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;11
5.9;"2021-03-17";"트레벨";"역삼동";45;241;34;33.48;5
42;"2021-03-17";"한양5";"압구정동";343;192;172;153.59;3
15.67;"2021-03-18";"신동아(22)";"논현동";644;245;684;84.52;3
29;"2021-03-18";"역삼I'PARK";"역삼동";541;273;914;144.641;1
16.4;"2021-03-18";"청담우방아파트";"청담동";100;333;130;59.97;8
13;"2021-03-18";"청학아파트에이동,비동,씨동";"논현동";70;220;50;85.12;4
8.65;"2021-03-19";"리츠빌";"역삼동";15;227;19;93.22;3
9.395;"2021-03-19";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;1
33.5;"2021-03-19";"우성4";"도곡동";459;149;0;152.74;7
19.15;"2021-03-19";"청담(건영)";"청담동";240;397;418;84.595;2
31;"2021-03-19";"타워팰리스3";"도곡동";480;791;1785;163.567;28
8.5;"2021-03-20";"LG선릉에클라트(B)";"삼성동";293;700;161;56.68;15
20.65;"2021-03-20";"e-편한세상";"역삼동";840;282;852;59.606;14
20;"2021-03-20";"가람";"일원동";496;109;496;75.16;2
45;"2021-03-20";"동부센트레빌";"대치동";805;297;1824;161.47;14
25.9;"2021-03-20";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;84.236;13
6.5;"2021-03-20";"파크힐";"도곡동";17;287;17;47.6;2
14.87;"2021-03-20";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;6
3.9;"2021-03-20";"현대비젼21";"도곡동";232;990;291;32.65;13
6.9;"2021-03-20";"휴먼스타빌";"청담동";191;1102;142;35.905;6
13.2;"2021-03-21";"강남데시앙파크";"세곡동";546;169;850;84.95;5
3.38;"2021-03-22";"거평프리젠";"논현동";113;332;72;30.215;9
18.4;"2021-03-22";"아카데미스위트1";"도곡동";414;996;808;128.74;26
8.815;"2021-03-22";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;13
8.395;"2021-03-22";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;4
8.705;"2021-03-23";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;13
35;"2021-03-23";"타워팰리스2";"도곡동";813;923;2376;164.99;47
11.2;"2021-03-24";"신성아파트101동";"신사동";55;195;54;84.9;4
10.7;"2021-03-24";"쌍용";"논현동";111;333;105;59.91;6
8.35;"2021-03-24";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;3
7.53;"2021-03-24";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;8
24.5;"2021-03-24";"은마";"대치동";4424;204;3021;84.43;11
20.2;"2021-03-24";"한신(개포)";"도곡동";620;145;930;52.72;5
7.3;"2021-03-25";"갤러리하우스";"역삼동";17;223;15;84.95;1
13.8;"2021-03-25";"성영forU";"역삼동";19;226;32;114.01;3
30.5;"2021-03-25";"신현대9차";"압구정동";1924;0;2800;111.38;6
7.245;"2021-03-26";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;2
8.44;"2021-03-26";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;3
51.4;"2021-03-26";"타워팰리스1";"도곡동";1294;919;3695;244.66;58
2.2;"2021-03-26";"한양수자인어반게이트";"논현동";108;249;37;16.2;9
20;"2021-03-27";"e-편한세상";"역삼동";840;282;852;59.606;5
1.92;"2021-03-27";"강남역우정에쉐르";"역삼동";52;536;39;17.23;11
27.8;"2021-03-27";"래미안삼성1차(105)";"삼성동";112;213;240;122.85;13
3.72;"2021-03-29";"SK허브프리모";"도곡동";176;629;261;33.8;8
3;"2021-03-29";"대우디오빌";"역삼동";457;966;338;30.03;15
29.9;"2021-03-29";"대우로얄카운티2";"청담동";13;289;40;241.24;5
3.5;"2021-03-29";"마일스디오빌";"논현동";260;599;200;36.29;10
32.4;"2021-03-29";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;148.8;15
8.55;"2021-03-29";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;5
7.63;"2021-03-29";"청림빌";"신사동";11;247;11;67.66;4
30;"2021-03-29";"현대14차(203,204,205,206동)";"압구정동";388;194;371;84.98;4
36.5;"2021-03-29";"현대1차(12,13,21,22,31,32,33동)";"압구정동";960;224;720;131.48;4
17.93;"2021-03-30";"강남데시앙포레";"수서동";787;165;950;84.92;2
9.6;"2021-03-30";"까치마을";"수서동";1404;208;1410;39.6;1
2.43;"2021-03-30";"대명벨리온";"역삼동";71;248;24;17.684;2
16.6;"2021-03-30";"럭키(963)";"도곡동";1094;248;1077;84.97;15
16.5;"2021-03-30";"스위트캐슬레지던스";"논현동";17;266;38;143.28;1
18.8;"2021-03-30";"영풍마드레빌";"청담동";49;231;83;122.2;2
11.85;"2021-03-30";"우민";"논현동";70;269;75;79.227;2
11.85;"2021-03-30";"우민";"논현동";70;269;75;79.227;2
32.5;"2021-03-30";"타워팰리스1";"도곡동";1294;919;3695;164.97;27
37.1;"2021-03-31";"개포우성1";"대치동";690;178;828;127.61;4
22.6;"2021-03-31";"개포주공6단지";"개포동";1060;0;300;73.02;7
10.4;"2021-03-31";"대우디오빌";"역삼동";457;966;338;84.986;11
19.65;"2021-03-31";"상록수";"일원동";740;109;962;74.54;4
32.7;"2021-03-31";"선경1차(1동-7동)";"대치동";1034;179;1661;117.7;8
9.25;"2021-03-31";"수서";"일원동";720;177;529;39.98;1
8.295;"2021-03-31";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;3
9.675;"2021-03-31";"엘에이치강남아이파크";"자곡동";716;150;880;84.83;13
8.385;"2021-03-31";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;6
8;"2021-03-31";"역삼동우정에쉐르1";"역삼동";69;548;69;71.78;2
37.5;"2021-03-31";"연세리버빌";"청담동";19;362;40;236.42;8
37.9;"2021-03-31";"타워팰리스2";"도곡동";813;923;2376;154.35;47
8.5;"2021-03-31";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;59.83;14
8.5;"2021-03-31";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;59.83;14
64;"2021-03-31";"현대1차(12,13,21,22,31,32,33동)";"압구정동";960;224;720;196.21;11
3.1;"2021-04-01";"대우디오빌";"역삼동";457;966;338;30.03;7
17.9;"2021-04-01";"도곡푸르지오102동";"도곡동";13;730;79;147.21;4
17.9;"2021-04-01";"도곡푸르지오102동";"도곡동";13;730;79;147.21;4
53.5;"2021-04-01";"래미안대치팰리스";"대치동";1278;258;2478;151.31;25
32.5;"2021-04-01";"래미안펜타빌";"역삼동";288;273;665;157.37;4
3.5;"2021-04-01";"마일스디오빌";"논현동";260;599;200;36.29;10
14.9;"2021-04-01";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;4
24.8;"2021-04-01";"은마";"대치동";4424;204;3021;84.43;9
31.8;"2021-04-01";"현대14차(203,204,205,206동)";"압구정동";388;194;371;84.98;3
4.02;"2021-04-01";"현대비젼21";"도곡동";232;990;291;32.65;12
8.99;"2021-04-02";"우정에쉐르3";"역삼동";45;548;49;63.67;7
3.98;"2021-04-02";"현대비젼21";"도곡동";232;990;291;33.1;21
18.3;"2021-04-03";"강남데시앙포레";"수서동";787;165;950;84.92;9
8.6;"2021-04-03";"신동아";"수서동";1162;203;325;33.18;2
8.6;"2021-04-03";"역삼I'PARK";"역삼동";541;273;914;28.246;13
30.3;"2021-04-03";"타워팰리스1";"도곡동";1294;919;3695;137.24;42
30.3;"2021-04-03";"타워팰리스1";"도곡동";1294;919;3695;137.24;42
16.3;"2021-04-05";"강남한양수자인(4단지)";"자곡동";1304;150;1637;84.89;5
11.7;"2021-04-05";"신동아";"수서동";1162;203;325;49.96;2
36;"2021-04-05";"타워팰리스1";"도곡동";1294;919;3695;164.97;28
4.3;"2021-04-05";"한화진넥스빌";"역삼동";294;1045;213;43.58;20
54.3;"2021-04-05";"현대2차(10,11,20,23,24,25동)";"압구정동";960;224;720;160.29;8
80;"2021-04-05";"현대7차(73~77,82,85동)";"압구정동";1288;210;1120;245.2;11
18;"2021-04-05";"현대넥서스A동";"논현동";16;249;22;242.48;6
15.8;"2021-04-06";"강남데시앙포레";"수서동";787;165;950;59.97;9
15.8;"2021-04-06";"강남데시앙포레";"수서동";787;165;950;59.97;9
16.5;"2021-04-06";"강남엘에이치1단지";"세곡동";809;173;998;74.74;8
16.5;"2021-04-06";"강남엘에이치1단지";"세곡동";809;173;998;74.74;8
23.75;"2021-04-06";"목련타운";"일원동";650;249;975;99.79;13
34.5;"2021-04-06";"미성2차";"압구정동";911;0;1093;118.63;10
7.45;"2021-04-06";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;5
27.5;"2021-04-06";"역삼자이";"역삼동";408;299;615;84.993;6
21.75;"2021-04-06";"은마";"대치동";4424;204;3021;76.79;8
27.5;"2021-04-06";"타워팰리스2";"도곡동";813;923;2376;130.17;3
9.05;"2021-04-07";"까치마을";"수서동";1404;208;1410;34.44;12
3;"2021-04-07";"대우아이빌명문가(891-23)";"대치동";210;637;210;33.06;11
8.325;"2021-04-07";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;1
21;"2021-04-07";"은마";"대치동";4424;204;3021;76.79;14
18.3;"2021-04-07";"푸른마을아파트101동~111동";"일원동";930;248;930;84.93;14
15;"2021-04-07";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;14
28.2;"2021-04-07";"현대3차(61~64동)";"압구정동";432;0;864;82.5;7
19.3;"2021-04-08";"e-편한세상";"역삼동";840;282;852;59.606;5
14.27;"2021-04-08";"강남엘에이치1단지";"세곡동";809;173;998;59.86;6
23.3;"2021-04-08";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;84.69;8
28.9;"2021-04-08";"래미안도곡카운티";"도곡동";397;261;510;106.78;3
31;"2021-04-08";"래미안펜타빌";"역삼동";288;273;665;136.28;8
18.35;"2021-04-08";"아카데미스위트1";"도곡동";414;996;808;128.74;14
23.5;"2021-04-08";"은마";"대치동";4424;204;3021;84.43;5
55;"2021-04-08";"청담어퍼하우스";"청담동";18;199;76;197.73;4
39.5;"2021-04-08";"타워팰리스1";"도곡동";1294;919;3695;174.67;26
22.5;"2021-04-08";"한라비발디";"도곡동";110;249;156;84.9569;5
25.95;"2021-04-08";"한보미도맨션2";"대치동";2436;179;2906;84.96;5
4.5;"2021-04-09";"대우디오빌";"역삼동";457;966;338;36.96;17
17.81;"2021-04-09";"삼성";"수서동";680;211;1020;84.97;4
17.81;"2021-04-09";"삼성";"수서동";680;211;1020;84.97;4
8.625;"2021-04-09";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;10
8.485;"2021-04-09";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;7
16.96;"2021-04-09";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;2
7.45;"2021-04-09";"역삼우정에쉐르2";"역삼동";70;545;54;49.38;3
20.3;"2021-04-09";"진흥아파트";"삼성동";255;179;255;104.31;2
19.7;"2021-04-09";"청담우방아파트";"청담동";100;333;130;118.53;9
3.8;"2021-04-09";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;33.11;16
17.5;"2021-04-09";"푸른마을아파트101동~111동";"일원동";930;248;930;84.93;15
34.45;"2021-04-09";"한보미도맨션1";"대치동";2436;179;2906;128.01;11
30.3;"2021-04-09";"현대3차(61~64동)";"압구정동";432;0;864;82.5;7
22.8;"2021-04-10";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;84.69;6
18.3;"2021-04-10";"도곡우성아파트";"도곡동";390;179;468;84.83;7
24.7;"2021-04-10";"샘터마을";"일원동";628;249;950;134.438;13
8.99;"2021-04-10";"신동아";"수서동";1162;203;325;33.18;13
42.5;"2021-04-10";"연세리버빌";"청담동";19;362;40;236.42;10
21.95;"2021-04-10";"한신(개포)";"도곡동";620;145;930;59.48;1
20.5;"2021-04-10";"현대삼성동1차";"삼성동";19;245;40;159.69;1
9.25;"2021-04-11";"신동아";"수서동";1162;203;325;33.18;8
28.2;"2021-04-12";"롯데캐슬프레미어";"삼성동";713;269;1335;121.931;13
14.48;"2021-04-12";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;3
18;"2021-04-12";"타워팰리스1";"도곡동";1294;919;3695;78.99;56
27.8;"2021-04-12";"타워팰리스1";"도곡동";1294;919;3695;120.78;42
30.5;"2021-04-12";"한양7";"압구정동";239;320;0;106.22;12
30.5;"2021-04-12";"한양7";"압구정동";239;320;0;106.22;12
3.85;"2021-04-12";"현대비젼21";"도곡동";232;990;291;33.1;14
12.8;"2021-04-13";"논현동한화꿈에그린";"논현동";70;250;70;67.671;10
23;"2021-04-13";"대림아크로빌";"도곡동";490;936;1662;130.545;34
8.59;"2021-04-13";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;8
7.37;"2021-04-13";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;4
53.7;"2021-04-13";"현대1차(12,13,21,22,31,32,33동)";"압구정동";960;224;720;161.18;8
41.75;"2021-04-13";"현대4차저층(51~56동)";"압구정동";170;124;420;117.9;4
32.7;"2021-04-14";"강남 더샵 포레스트";"수서동";400;199;840;146.7139;11
6.5;"2021-04-14";"대우아이빌멤버스(891-26)";"대치동";134;634;134;54.966;12
20.5;"2021-04-14";"도곡쌍용예가";"도곡동";384;298;418;107.53;7
24.3;"2021-04-14";"미성2차";"압구정동";911;0;1093;74.4;3
18.5;"2021-04-14";"아카데미스위트1";"도곡동";414;996;808;128.74;11
3.8;"2021-04-14";"한스빌(836)";"역삼동";216;376;154;39.89;4
62.8;"2021-04-14";"현대6차(78~81,83,84,86,87동)";"압구정동";1288;210;1120;196.7;9
4.35;"2021-04-15";"대우디오빌플러스";"역삼동";168;861;289;43.99;12
3.45;"2021-04-15";"마일스디오빌";"논현동";260;599;200;36.29;6
45.5;"2021-04-15";"현대6차(78~81,83,84,86,87동)";"압구정동";1288;210;1120;144.2;13
23.5;"2021-04-16";"가람";"일원동";496;109;496;84.95;2
13.3;"2021-04-16";"까치마을";"수서동";1404;208;1410;49.5;1
14;"2021-04-16";"로데오현대";"신사동";139;308;124;84.96;8
18.5;"2021-04-16";"아카데미스위트1";"도곡동";414;996;808;122.07;17
16.5;"2021-04-16";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;10
8;"2021-04-16";"우정에쉐르2";"삼성동";60;548;56;59.54;6
8.2;"2021-04-16";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;59.83;9
19;"2021-04-16";"현대1";"대치동";120;243;55;84.89;5
2.35;"2021-04-16";"현대휴먼터치빌";"역삼동";160;477;127;25.92;13
25.9;"2021-04-17";"e-편한세상";"역삼동";840;282;852;84.991;10
17.25;"2021-04-17";"강남한신휴플러스8단지";"율현동";169;74;208;114.91;3
12;"2021-04-17";"대명비발디";"도곡동";18;237;20;84.44;2
6.8;"2021-04-17";"대치동우정에쉐르1";"대치동";80;548;76;59.98;9
33.5;"2021-04-17";"대치아이파크";"대치동";768;274;1171;119.58;12
15;"2021-04-17";"삼성";"도곡동";231;139;208;54.81;9
9.1;"2021-04-17";"신동아";"수서동";1162;203;325;33.18;7
15.88;"2021-04-17";"아카데미스위트1";"도곡동";414;996;808;83;34
18.25;"2021-04-17";"우성사원5";"도곡동";180;179;144;70.89;5
27;"2021-04-17";"테헤란아이파크";"역삼동";411;255;589;92.6232;19
27;"2021-04-17";"한양1차(영동한양)";"압구정동";936;211;561;78.05;12
10.1;"2021-04-18";"논현베르빌";"논현동";65;270;121;113.84;2
20;"2021-04-18";"삼성";"도곡동";231;139;208;84.81;10
3.95;"2021-04-18";"한스빌(836)";"역삼동";216;376;154;39.89;3
15.48;"2021-04-19";"강남엘에이치1단지";"세곡동";809;173;998;84.83;1
2.8;"2021-04-19";"대우아이빌명문가(891-23)";"대치동";210;637;210;33.06;8
11;"2021-04-19";"신동아";"수서동";1162;203;325;39.53;14
11.77;"2021-04-19";"신동아";"수서동";1162;203;325;49.96;6
3.65;"2021-04-20";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;9
29.5;"2021-04-20";"개포우성2";"대치동";450;0;540;84.69;13
18;"2021-04-20";"동현아파트1~6";"논현동";548;174;620;84.92;2
17.9;"2021-04-20";"삼성";"수서동";680;211;1020;84.97;15
8.27;"2021-04-20";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;3
7.16;"2021-04-20";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;1
