"","stdYymm","nationCode","mprcExipitmCode","imxprtSeCode","nationNm","ecoblNm","mprcExipitmNm","imxprtSeNm","imxprtWt","imxprtDollarAmount"
"1","201811","GH","0303540000","E","가나",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",2949480,2648609
"2","201811","GH","1604151000","E","가나",NA,"고등어(조제/밀폐용기에 넣은 것)","수출",0,0
"3","201811","GH","1605591010","E","가나",NA,"골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"4","201811","GH","0303810000","I","가나",NA,"곱상어와 기타 상어(냉동)","수입",0,0
"5","201811","GH","0303899099","I","가나",NA,"기타어류(냉동)","수입",0,0
"6","201811","GH","2106904010","E","가나",NA,"김(조제한식용해초류)","수출",0,0
"7","201811","GH","1604191010","E","가나",NA,"꽁치(통조림외조제품)","수출",0,0
"8","201811","GH","0303410000","I","가나",NA,"날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)","수입",3738,4112
"9","201811","GH","0303440000","I","가나",NA,"눈다랑어(냉동)","수입",68512,151486
"10","201811","GH","0304879000","I","가나",NA,"다랑어 기타(냉동한 피레트)","수입",0,0
"11","201811","GH","1604141019","E","가나",NA,"다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수출",0,0
"12","201811","GH","1604141021","I","가나",NA,"다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수입",0,0
"13","201811","GH","1605561010","E","가나",NA,"바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"14","201811","GH","1604141039","I","가나",NA,"버니토우(기타)","수입",0,0
"15","201811","GH","1605562010","E","가나",NA,"새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"16","201811","GH","1604204010","E","가나",NA,"생선묵(게맛)","수출",0,0
"17","201811","GH","1605542099","E","가나",NA,"오징어 기타(조제 또는 저장처리)","수출",0,0
"18","201811","GH","0303420000","I","가나",NA,"황다랑어(터너스 알바카레스/냉동)","수입",60570,176111
"19","201811","GA","0303540000","E","가봉",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",0,0
"20","201811","GY","0303899091","I","가이아나",NA,"민어(냉동)","수입",0,0
"21","201811","GY","2501009010","E","가이아나",NA,"식염","수출",0,0
"22","201811","GY","2501001020","E","가이아나",NA,"천일염","수출",106400,31920
"23","201811","GM","0303892000","I","감비아",NA,"갈치(냉동)","수입",0,0
"24","201811","GM","0307431090","I","감비아",NA,"기타","수입",0,0
"25","201811","GM","0303390000","I","감비아",NA,"넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",0,0
"26","201811","GM","0307521000","I","감비아",NA,"문어","수입",0,0
"27","201811","GM","0303899091","I","감비아",NA,"민어(냉동)","수입",0,0
"28","201811","GM","0307431010","I","감비아",NA,"세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입",0,0
"29","201811","GM","1605599090","I","감비아",NA,"연체동물 기타(조제 또는 저장처리)(기타)","수입",0,0
"30","201811","GT","0305549000","E","과테말라","중미","기타","수출",0,0
"31","201811","GT","0306179090","I","과테말라","중미","기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)","수입",0,0
"32","201811","GT","2106904010","E","과테말라","중미","김(조제한식용해초류)","수출",0,0
"33","201811","GT","1212212010","E","과테말라","중미","미역(건조한 것)(식용의 것)","수출",0,0
"34","201811","GT","1605211000","E","과테말라","중미","새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)","수출",0,0
"35","201811","GT","1604204090","E","과테말라","중미","생선묵(게맛의 것 이외 기타)","수출",169,1066
"36","201811","GT","2501009010","E","과테말라","중미","식염","수출",0,0
"37","201811","GT","2104102000","E","과테말라","중미","어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품","수출",0,0
"38","201811","GT","1603004000","E","과테말라","중미","어류의즙","수출",0,0
"39","201811","GT","1604209000","E","과테말라","중미","어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수출",0,0
"40","201811","GT","1604111000","E","과테말라","중미","연어(조제/밀폐용기에 넣은 것)","수출",0,0
"41","201811","GT","1605542099","E","과테말라","중미","오징어 기타(조제 또는 저장처리)","수출",26,134
"42","201811","GT","2501001020","E","과테말라","중미","천일염","수출",0,0
"43","201811","GU","1604141029","E","괌",NA,"가다랭이(기타)","수출",625,7300
"44","201811","GU","0304481000","E","괌",NA,"가오리","수출",0,0
"45","201811","GU","0303821000","E","괌",NA,"가오리(냉동)","수출",0,0
"46","201811","GU","0304831000","E","괌",NA,"가자미(냉동한 피레트)","수출",96,589
"47","201811","GU","0303892000","E","괌",NA,"갈치(냉동)","수출",0,0
"48","201811","GU","1603009000","E","괌",NA,"갑각류/연체동물/수생동물의","수출",0,0
"49","201811","GU","1605109000","E","괌",NA,"게 조제품(게살 이외 기타)","수출",0,0
"50","201811","GU","0306339000","E","괌",NA,"게(기타)","수출",24,3702
"51","201811","GU","0303540000","E","괌",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",0,0
"52","201811","GU","0305695000","E","괌",NA,"고등어(염장/염수장)","수출",0,0
"53","201811","GU","1604151000","E","괌",NA,"고등어(조제/밀폐용기에 넣은 것)","수출",0,0
"54","201811","GU","1605591010","E","괌",NA,"골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",1575,16297
"55","201811","GU","0303120000","E","괌",NA,"그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스)","수출",100,354
"56","201811","GU","0303912090","E","괌",NA,"기타","수출",0,0
"57","201811","GU","0305549000","E","괌",NA,"기타","수출",0,0
"58","201811","GU","0307432090","E","괌",NA,"기타","수출",0,0
"59","201811","GU","0304999000","E","괌",NA,"기타 냉동연육 외 기타","수출",647,5171
"60","201811","GU","0305790000","E","괌",NA,"기타 어류의 머리 꼬리","수출",0,0
"61","201811","GU","0307994900","E","괌",NA,"기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)","수출",0,0
"62","201811","GU","2501009090","E","괌",NA,"기타소금/해수","수출",0,0
"63","201811","GU","0303899099","E","괌",NA,"기타어류(냉동)","수출",0,0
"64","201811","GU","0304899000","E","괌",NA,"기타어류의 기타(냉동한 피레트)","수출",122,1190
"65","201811","GU","0305392000","E","괌",NA,"기타어류의 피레트(염장 또는 염수장한 것)","수출",0,0
"66","201811","GU","0306171090","E","괌",NA,"기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","수출",0,0
"67","201811","GU","1212211010","E","괌",NA,"김(건조한 것)(식용의 것)","수출",0,0
"68","201811","GU","1212211090","E","괌",NA,"김(기타)(식용의 것)","수출",0,0
"69","201811","GU","2106904010","E","괌",NA,"김(조제한식용해초류)","수출",904,27296
"70","201811","GU","1604191010","E","괌",NA,"꽁치(통조림외조제품)","수출",192,674
"71","201811","GU","0303592000","E","괌",NA,"꽁치[콜로라비스 사이라(Cololabis saira)]","수출",3722,7379
"72","201811","GU","0306143090","E","괌",NA,"꽃게(냉동한 것) 기타","수출",0,0
"73","201811","GU","0307522000","E","괌",NA,"낙지","수출",0,0
"74","201811","GU","0307120000","E","괌",NA,"냉동한 것","수출",624,6665
"75","201811","GU","0303310000","E","괌",NA,"넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)","수출",0,0
"76","201811","GU","1604141011","E","괌",NA,"다랭이(기름담금)","수출",2574,16188
"77","201811","GU","1604141019","E","괌",NA,"다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수출",0,0
"78","201811","GU","1604141021","E","괌",NA,"다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출",176,2254
"79","201811","GU","1604149000","E","괌",NA,"다랭이류(조제/밀폐용기에 넣은 것 이외 기타)","수출",0,0
"80","201811","GU","1212295090","E","괌",NA,"다시마(기타)","수출",0,0
"81","201811","GU","1212215090","E","괌",NA,"다시마(기타)(식용의 것)","수출",20,290
"82","201811","GU","1212215030","E","괌",NA,"다시마(냉동한 것)(식용의 것)","수출",0,0
"83","201811","GU","1212215010","E","괌",NA,"다시마(염장한 것)(식용의 것)","수출",0,0
"84","201811","GU","0304710000","E","괌",NA,"대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스)","수출",0,0
"85","201811","GU","0302140000","E","괌",NA,"대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코)","수출",0,0
"86","201811","GU","1604161000","E","괌",NA,"멸치(조제/밀폐용기에 넣은 것)","수출",0,0
"87","201811","GU","0305491000","E","괌",NA,"멸치(훈제/피레트포함)","수출",90,1043
"88","201811","GU","0305541000","E","괌",NA,"멸치[엔그라울리스(Engraulis)종]","수출",90,1306
"89","201811","GU","0303912010","E","괌",NA,"명란","수출",0,0
"90","201811","GU","0305593000","E","괌",NA,"명태(건조/염장불문/훈제제외)","수출",60,1095
"91","201811","GU","0303670000","E","괌",NA,"명태(냉동)(테라그라 찰코그라마)","수출",0,0
"92","201811","GU","1605559000","E","괌",NA,"문어(조제 또는 저장처리)(기타)","수출",0,0
"93","201811","GU","1212212010","E","괌",NA,"미역(건조한 것)(식용의 것)","수출",40,614
"94","201811","GU","1212212040","E","괌",NA,"미역(냉동한 것)(식용의 것)","수출",0,0
"95","201811","GU","1212212020","E","괌",NA,"미역(염장한 것)(식용의 것)","수출",160,193
"96","201811","GU","0303899091","E","괌",NA,"민어(냉동)","수출",0,0
"97","201811","GU","1604179000","E","괌",NA,"뱀장어(조제 또는 저장처리)","수출",0,0
"98","201811","GU","1605562010","E","괌",NA,"새조개(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",7,70
"99","201811","GU","1604204010","E","괌",NA,"생선묵(게맛)","수출",0,0
"100","201811","GU","1604204090","E","괌",NA,"생선묵(게맛의 것 이외 기타)","수출",840,2355
"101","201811","GU","1605592010","E","괌",NA,"소라(밀폐용기에 넣은것)","수출",19,181
"102","201811","GU","2501009010","E","괌",NA,"식염","수출",547,675
"103","201811","GU","0305599000","E","괌",NA,"어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)","수출",0,0
"104","201811","GU","0305699000","E","괌",NA,"어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외)","수출",0,0
"105","201811","GU","2104102000","E","괌",NA,"어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품","수출",80,298
"106","201811","GU","1603003000","E","괌",NA,"어류의액스","수출",0,0
"107","201811","GU","1603004000","E","괌",NA,"어류의즙","수출",0,0
"108","201811","GU","1604209000","E","괌",NA,"어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵)","수출",7,246
"109","201811","GU","1604199090","E","괌",NA,"어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수출",0,0
"110","201811","GU","1604191090","E","괌",NA,"어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것)","수출",0,0
"111","201811","GU","0302190000","E","괌",NA,"연어(송어/태평양연어 기타/간장/어란/신선/냉장/어육제외)","수출",0,0
"112","201811","GU","1604119000","E","괌",NA,"연어(조제/밀페용기에 넣은 것 이외 기타)","수출",0,0
"113","201811","GU","1605599090","E","괌",NA,"연체동물 기타(조제 또는 저장처리)(기타)","수출",0,0
"114","201811","GU","0306959030","E","괌",NA,"염장이나 염수장한 것","수출",120,518
"115","201811","GU","1605542010","E","괌",NA,"오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"116","201811","GU","0307432010","E","괌",NA,"옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수출",0,0
"117","201811","GU","0303830000","E","괌",NA,"이빨고기(냉동)(디소스티쿠스종)","수출",0,0
"118","201811","GU","0302830000","E","괌",NA,"이빨고기(신선 또는 냉장)(디소스티쿠스종)","수출",0,0
"119","201811","GU","1604169000","E","괌",NA,"전갱이(조제/밀폐용기에 넣은 것 이외 기타)","수출",0,0
"120","201811","GU","0303895000","E","괌",NA,"조기(냉동)","수출",0,0
"121","201811","GU","1605542091","E","괌",NA,"조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",182,1149
"122","201811","GU","2106904090","E","괌",NA,"조제한식용해조류(김 이외 기타)","수출",0,0
"123","201811","GU","1604320000","E","괌",NA,"캐비아 대용물","수출",0,0
"124","201811","GU","0305410000","E","괌",NA,"태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코))","수출",1000,19451
"125","201811","GU","0304610000","E","괌",NA,"틸라피아(냉동한 피레트)(오레오크로미스종)","수출",0,0
"126","201811","GU","0304519000","E","괌",NA,"틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(기타/신선 또는 냉장한 것)","수출",90,2372
"127","201811","GU","0307392000","E","괌",NA,"홍합(건조)","수출",0,0
"128","201811","GE","2106904010","E","그루지야",NA,"김(조제한식용해초류)","수출",0,0
"129","201811","GE","1212212010","E","그루지야",NA,"미역(건조한 것)(식용의 것)","수출",0,0
"130","201811","GE","0303660000","E","그루지야",NA,"민대구(냉동)(메루키우스종 등 2종)","수출",0,0
"131","201811","GE","0303899010","E","그루지야",NA,"보리멸(냉동)","수출",0,0
"132","201811","GE","1603004000","E","그루지야",NA,"어류의즙","수출",0,0
"133","201811","GR","0306149090","I","그리스","유럽연합/경제협력개발기구","갑각류 기타(냉동한 것)(훈제한것 외 기타)","수입",0,0
"134","201811","GR","0304499000","I","그리스","유럽연합/경제협력개발기구","기타(신선 또는 냉장한 피레트)","수입",0,0
"135","201811","GR","2501009090","I","그리스","유럽연합/경제협력개발기구","기타소금/해수","수입",386497,119968
"136","201811","GR","2106904010","E","그리스","유럽연합/경제협력개발기구","김(조제한식용해초류)","수출",0,0
"137","201811","GR","0303390000","I","그리스","유럽연합/경제협력개발기구","넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",0,0
"138","201811","GR","0511996000","I","그리스","유럽연합/경제협력개발기구","동물성의해면","수입",61,10683
"139","201811","GR","2501009010","I","그리스","유럽연합/경제협력개발기구","식염","수입",0,0
"140","201811","GR","0305202000","I","그리스","유럽연합/경제협력개발기구","어란(건조)","수입",13,1794
"141","201811","GR","0305204090","I","그리스","유럽연합/경제협력개발기구","어란(명태/ 조기/ 청어이외 기타/염장/ 염수장)","수입",0,0
"142","201811","GR","0303570000","E","그리스","유럽연합/경제협력개발기구","황새치(자이피어스글래디어스)","수출",0,0
"143","201811","GL","0304831000","I","그린랜드",NA,"가자미(냉동한 피레트)","수입",0,0
"144","201811","GL","0306149090","I","그린랜드",NA,"갑각류 기타(냉동한 것)(훈제한것 외 기타)","수입",0,0
"145","201811","GL","0306179090","I","그린랜드",NA,"기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)","수입",0,0
"146","201811","GL","0306171090","I","그린랜드",NA,"기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)","수입",0,0
"147","201811","GL","0306169090","I","그린랜드",NA,"냉수성 새우류(판달러스종/크란곤 크란곤)기타(냉동한 것)(훈제한 것)","수입",0,0
"148","201811","GL","0303310000","I","그린랜드",NA,"넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스)","수입",0,0
"149","201811","GL","0303390000","I","그린랜드",NA,"넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",0,0
"150","201811","GW","0303899099","E","기네비소",NA,"기타어류(냉동)","수출",34340,30675
"151","201811","GW","0303390000","I","기네비소",NA,"넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",225,607
"152","201811","GW","0303893090","E","기네비소",NA,"돔(냉동)(기타)","수출",300,276
"153","201811","GW","0303893090","I","기네비소",NA,"돔(냉동)(기타)","수입",0,0
"154","201811","GW","0303899091","I","기네비소",NA,"민어(냉동)","수입",24050,93617
"155","201811","GW","0303330000","I","기네비소",NA,"서대(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",0,0
"156","201811","GW","0303140000","E","기네비소",NA,"송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터)","수출",7360,6771
"157","201811","GW","0303550000","E","기네비소",NA,"전갱이(냉동)(트라커러스종)","수출",0,0
"158","201811","GN","0303821000","I","기니아",NA,"가오리(냉동)","수입",0,0
"159","201811","GN","0303892000","I","기니아",NA,"갈치(냉동)","수입",8090,24108
"160","201811","GN","1605591010","E","기니아",NA,"골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"161","201811","GN","0307431090","I","기니아",NA,"기타","수입",8134,23883
"162","201811","GN","0307432090","I","기니아",NA,"기타","수입",0,0
"163","201811","GN","0301119000","I","기니아",NA,"기타(활어)(비단잉어 외  민물의 것)","수입",0,0
"164","201811","GN","2501009090","E","기니아",NA,"기타소금/해수","수출",0,0
"165","201811","GN","0303899099","E","기니아",NA,"기타어류(냉동)","수출",19680,20043
"166","201811","GN","0306179090","I","기니아",NA,"기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)","수입",0,0
"167","201811","GN","1604191010","E","기니아",NA,"꽁치(통조림외조제품)","수출",0,0
"168","201811","GN","0303390000","I","기니아",NA,"넙치류(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",32750,104104
"169","201811","GN","0303893090","E","기니아",NA,"돔(냉동)(기타)","수출",0,0
"170","201811","GN","0303893090","I","기니아",NA,"돔(냉동)(기타)","수입",322,536
"171","201811","GN","0307521000","I","기니아",NA,"문어","수입",14,29
"172","201811","GN","0303899091","I","기니아",NA,"민어(냉동)","수입",391536,2071790
"173","201811","GN","0303330000","I","기니아",NA,"서대(간장/ 어란제외/냉동/피레트/ 어육제외)","수입",5076,15411
"174","201811","GN","0307431010","I","기니아",NA,"세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종","수입",30634,129957
"175","201811","GN","0303140000","E","기니아",NA,"송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터)","수출",320,352
"176","201811","GN","0305599000","I","기니아",NA,"어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)","수입",0,0
"177","201811","GN","0303550000","E","기니아",NA,"전갱이(냉동)(트라커러스종)","수출",0,0
"178","201811","GN","1605542091","E","기니아",NA,"조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"179","201811","ZZ","0303540000","E","기타국",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",70530,74762
"180","201811","ZZ","0307432090","E","기타국",NA,"기타","수출",0,0
"181","201811","ZZ","2501009090","I","기타국",NA,"기타소금/해수","수입",0,0
"182","201811","NA","0303892000","I","나미비아",NA,"갈치(냉동)","수입",23509,54071
"183","201811","NA","0306149090","I","나미비아",NA,"갑각류 기타(냉동한 것)(훈제한것 외 기타)","수입",103797,884873
"184","201811","NA","2301201000","I","나미비아",NA,"어류의 분.조분 및 펠리트","수입",0,0
"185","201811","NA","0303550000","I","나미비아",NA,"전갱이(냉동)(트라커러스종)","수입",0,0
"186","201811","NG","0306149090","I","나이지리아",NA,"갑각류 기타(냉동한 것)(훈제한것 외 기타)","수입",0,0
"187","201811","NG","0303540000","E","나이지리아",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",6245435,5802738
"188","201811","NG","1605591010","E","나이지리아",NA,"골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"189","201811","NG","0303599000","E","나이지리아",NA,"기타","수출",270000,245500
"190","201811","NG","0305549000","E","나이지리아",NA,"기타","수출",594,10560
"191","201811","NG","0301119000","I","나이지리아",NA,"기타(활어)(비단잉어 외  민물의 것)","수입",16,899
"192","201811","NG","0306179090","I","나이지리아",NA,"기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)","수입",0,0
"193","201811","NG","1212291090","E","나이지리아",NA,"김(기타)","수출",0,0
"194","201811","NG","2106904010","E","나이지리아",NA,"김(조제한식용해초류)","수출",279,5978
"195","201811","NG","1604141019","E","나이지리아",NA,"다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)","수출",72,912
"196","201811","NG","0305491000","E","나이지리아",NA,"멸치(훈제/피레트포함)","수출",7388,27802
"197","201811","NG","0305541000","E","나이지리아",NA,"멸치[엔그라울리스(Engraulis)종]","수출",0,0
"198","201811","NG","0305631000","E","나이지리아",NA,"멸치젓(염장/염수장)","수출",315,968
"199","201811","NG","0305593000","E","나이지리아",NA,"명태(건조/염장불문/훈제제외)","수출",0,0
"200","201811","NG","1212212010","E","나이지리아",NA,"미역(건조한 것)(식용의 것)","수출",0,0
"201","201811","NG","0305599000","I","나이지리아",NA,"어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외)","수입",60,88
"202","201811","NG","0303550000","E","나이지리아",NA,"전갱이(냉동)(트라커러스종)","수출",0,0
"203","201811","NG","2106904090","E","나이지리아",NA,"조제한식용해조류(김 이외 기타)","수출",0,0
"204","201811","NG","2501001020","E","나이지리아",NA,"천일염","수출",900,900
"205","201811","NG","0303510000","E","나이지리아",NA,"청어(클루페아 하렌구스/클루페아 팔라시)","수출",0,0
"206","201811","ZA","0303821000","I","남아프리카",NA,"가오리(냉동)","수입",0,0
"207","201811","ZA","0303892000","E","남아프리카",NA,"갈치(냉동)","수출",0,0
"208","201811","ZA","0303892000","I","남아프리카",NA,"갈치(냉동)","수입",68060,176876
"209","201811","ZA","1603009000","E","남아프리카",NA,"갑각류/연체동물/수생동물의","수출",0,0
"210","201811","ZA","0303540000","E","남아프리카",NA,"고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수출",0,0
"211","201811","ZA","1605591010","E","남아프리카",NA,"골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"212","201811","ZA","0304881000","I","남아프리카",NA,"곱상어/ 그 밖의 상어","수입",0,0
"213","201811","ZA","0303810000","I","남아프리카",NA,"곱상어와 기타 상어(냉동)","수입",3315,8377
"214","201811","ZA","0307432090","E","남아프리카",NA,"기타","수출",0,0
"215","201811","ZA","0307432090","I","남아프리카",NA,"기타","수입",5,156
"216","201811","ZA","2501009090","E","남아프리카",NA,"기타소금/해수","수출",0,0
"217","201811","ZA","0303899099","I","남아프리카",NA,"기타어류(냉동)","수입",6114,15859
"218","201811","ZA","0304899000","I","남아프리카",NA,"기타어류의 기타(냉동한 피레트)","수입",0,0
"219","201811","ZA","2106904010","E","남아프리카",NA,"김(조제한식용해초류)","수출",485,18210
"220","201811","ZA","1604191010","E","남아프리카",NA,"꽁치(통조림외조제품)","수출",0,0
"221","201811","ZA","0303592000","E","남아프리카",NA,"꽁치[콜로라비스 사이라(Cololabis saira)]","수출",24521,26535
"222","201811","ZA","0303410000","I","남아프리카",NA,"날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동)","수입",0,0
"223","201811","ZA","0307120000","E","남아프리카",NA,"냉동한 것","수출",0,0
"224","201811","ZA","1212215090","E","남아프리카",NA,"다시마(기타)(식용의 것)","수출",0,0
"225","201811","ZA","0305541000","E","남아프리카",NA,"멸치[엔그라울리스(Engraulis)종]","수출",0,0
"226","201811","ZA","0307521000","I","남아프리카",NA,"문어","수입",0,0
"227","201811","ZA","1605559000","E","남아프리카",NA,"문어(조제 또는 저장처리)(기타)","수출",0,0
"228","201811","ZA","1212212010","E","남아프리카",NA,"미역(건조한 것)(식용의 것)","수출",0,0
"229","201811","ZA","0303899091","E","남아프리카",NA,"민어(냉동)","수출",0,0
"230","201811","ZA","1605561010","E","남아프리카",NA,"바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"231","201811","ZA","0303899050","I","남아프리카",NA,"볼낙(냉동)(적어를 포함한다)","수입",0,0
"232","201811","ZA","1302312000","E","남아프리카",NA,"분한천","수출",0,0
"233","201811","ZA","1605219000","E","남아프리카",NA,"새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)","수출",0,0
"234","201811","ZA","1604204010","E","남아프리카",NA,"생선묵(게맛)","수출",0,0
"235","201811","ZA","1604204090","E","남아프리카",NA,"생선묵(게맛의 것 이외 기타)","수출",0,0
"236","201811","ZA","2501009010","E","남아프리카",NA,"식염","수출",0,0
"237","201811","ZA","2501009010","I","남아프리카",NA,"식염","수입",6,82
"238","201811","ZA","0303899060","I","남아프리카",NA,"아귀(냉동)","수입",0,0
"239","201811","ZA","2501001010","I","남아프리카",NA,"암염(岩鹽)","수입",0,0
"240","201811","ZA","2301201000","I","남아프리카",NA,"어류의 분.조분 및 펠리트","수입",0,0
"241","201811","ZA","1604199090","E","남아프리카",NA,"어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것)","수출",0,0
"242","201811","ZA","1605599010","E","남아프리카",NA,"연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"243","201811","ZA","0306959030","E","남아프리카",NA,"염장이나 염수장한 것","수출",0,0
"244","201811","ZA","1605542099","E","남아프리카",NA,"오징어 기타(조제 또는 저장처리)","수출",0,0
"245","201811","ZA","0307432010","E","남아프리카",NA,"옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종","수출",0,0
"246","201811","ZA","1212216090","I","남아프리카",NA,"우뭇가사리(기타)(식용의 것)","수입",0,0
"247","201811","ZA","0303830000","I","남아프리카",NA,"이빨고기(냉동)(디소스티쿠스종)","수입",0,0
"248","201811","ZA","0303550000","E","남아프리카",NA,"전갱이(냉동)(트라커러스종)","수출",0,0
"249","201811","ZA","0303530000","E","남아프리카",NA,"정어리(냉동)(사르디나 필차르두스/사르디노프스종)","수출",0,0
"250","201811","ZA","2106904090","E","남아프리카",NA,"조제한식용해조류(김 이외 기타)","수출",0,0
"251","201811","ZA","0307523000","E","남아프리카",NA,"쭈꾸미","수출",0,0
"252","201811","ZA","1604320000","E","남아프리카",NA,"캐비아 대용물","수출",0,0
"253","201811","ZA","1605569090","E","남아프리카",NA,"클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타)","수출",0,0
"254","201811","NL","1605409000","I","네덜란드","유럽연합/경제협력개발기구","갑각류 조제품(게/새우/바다가재기타/밀폐용기에넣은것이외기타)","수입",0,0
"255","201811","NL","0303540000","I","네덜란드","유럽연합/경제협력개발기구","고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스)","수입",0,0
"256","201811","NL","0305695000","E","네덜란드","유럽연합/경제협력개발기구","고등어(염장/염수장)","수출",0,0
"257","201811","NL","1604151000","E","네덜란드","유럽연합/경제협력개발기구","고등어(조제/밀폐용기에 넣은 것)","수출",0,0
"258","201811","NL","1605591090","I","네덜란드","유럽연합/경제협력개발기구","골뱅이(조제 또는 저장처리)(기타)","수입",0,0
"259","201811","NL","1605591010","E","네덜란드","유럽연합/경제협력개발기구","골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
"260","201811","NL","1605511000","E","네덜란드","유럽연합/경제협력개발기구","굴(조제 또는 저장처리)(밀폐용기에 넣은 것)","수출",0,0
